355,2021-07-23,PET,0.23,0,29,0.23
356,2021-07-23,SFA,3.48,1050,29,3.48
357,2021-07-23,SFT,5.1,412,29,5.1
358,2021-07-23,SGH,0.5,1000,29,0.5
359,2021-07-23,SKEH,22.4,0,29,22.4
360,2021-07-23,SNRG,0.645,0,29,0.6653
361,2021-07-23,SPH,7.1,184,29,7.1158
362,2021-07-23,T57,3.74,0,29,3.5856
363,2021-07-23,TBS,13.5,2055,29,13.5049
364,2021-07-23,TOPL,2.2,0,29,2.2
365,2021-07-23,TXIM,3,0,29,3
366,2021-07-23,YGAG,5,0,29,5.0847
367,2021-07-23,ZHBG,0.137,0,29,0.137
368,2021-07-23,ZLP,2.46,0,29,2.4258
369,2021-07-26,A4L,17.9,483,30,17.6149
370,2021-07-26,ALB,34,744,30,33.8626
371,2021-07-26,ALCM,9.2,0,30,9.2
372,2021-07-26,ATER,2.55,26678,30,2.5138
373,2021-07-26,BREF,2.2,7290,30,2.181
374,2021-07-26,CCB,0.995,3715,30,0.995
375,2021-07-26,CHIM,0.85,50390,30,0.8435
376,2021-07-26,DUH,6.78,1770,30,6.7741
377,2021-07-26,EAC,1.06,26500,30,1.06
378,2021-07-26,ELHM,0.83,1000,30,0.83
379,2021-07-26,EMKA,3.4,3231,30,3.3501
380,2021-07-26,EUBG,2.6,10000,30,2.5804
381,2021-07-26,FIB,1.71,150,30,1.71
382,2021-07-26,FZLS,19,60,30,19.0833
383,2021-07-26,GAMZ,3.8,0,30,3.8
384,2021-07-26,GR6,1.47,0,30,1.47
385,2021-07-26,HCEN,33,0,30,33
386,2021-07-26,HES,5.8,1900,30,5.8
387,2021-07-26,HIKA,2.94,300,30,2.94
388,2021-07-26,HNVK,18.4,0,30,18.232
389,2021-07-26,HRZ,2.66,77600,30,2.66
390,2021-07-26,HSI,2.6,0,30,2.6
391,2021-07-26,HSOF,3.6,0,30,3.6
392,2021-07-26,HVAR,40,175,30,40.2
393,2021-07-26,IDH,2.36,355000,30,2.36
394,2021-07-26,IHB,1.35,23120,30,1.3522
395,2021-07-26,KBG,8.25,0,30,8.25
396,2021-07-26,LAV,3.8,10,30,3.8
397,2021-07-26,MONB,6.05,4169,30,5.9452
398,2021-07-26,MSH,7.6,1727,30,7.5603
399,2021-07-26,NEOH,26.2,266,30,25.7737
400,2021-07-26,ODES,110,70,30,112.7857
401,2021-07-26,PET,0.23,0,30,0.23
402,2021-07-26,SFA,3.48,3800,30,3.48
403,2021-07-26,SFT,5.1,888,30,5.1
404,2021-07-26,SGH,0.5,650,30,0.4848
405,2021-07-26,SKEH,22.4,0,30,22.4
406,2021-07-26,SNRG,0.645,0,30,0.6653
407,2021-07-26,SPH,7.1,1245,30,7.1
408,2021-07-26,T57,3.58,175,30,3.58
409,2021-07-26,TBS,13.7,30200,30,13.6974
410,2021-07-26,TOPL,2.2,0,30,2.2
411,2021-07-26,TXIM,3,0,30,3
412,2021-07-26,YGAG,5,0,30,5.0847
413,2021-07-26,ZHBG,0.137,15150,30,0.138
414,2021-07-26,ZLP,2.46,0,30,2.4258
415,2021-07-27,A4L,17.5,44,30,17.5091
416,2021-07-27,ALB,34,283,30,34
417,2021-07-27,ALCM,9.5,1400,30,9.5
418,2021-07-27,ATER,2.55,7199,30,2.5538
419,2021-07-27,BREF,2.22,11055,30,2.203
420,2021-07-27,CCB,1,10335,30,0.9901
421,2021-07-27,CHIM,0.844,19960,30,0.8446
422,2021-07-27,DUH,6.66,299,30,6.7085
423,2021-07-27,EAC,1.07,31922,30,1.0699
424,2021-07-27,ELHM,0.77,692,30,0.7974
425,2021-07-27,EMKA,3.5,1200,30,3.5
426,2021-07-27,EUBG,2.5,12000,30,2.5167
427,2021-07-27,FIB,1.675,28200,30,1.6976
428,2021-07-27,FZLS,18.6,30,30,18.6
429,2021-07-27,GAMZ,3.8,0,30,3.8
430,2021-07-27,GR6,1.47,0,30,1.47
431,2021-07-27,HCEN,33,0,30,33
432,2021-07-27,HES,5.8,1824,30,5.8
