CCB,231
IDH,18
HES,28
ODES,19
ZLP,7
GR6,33
CHIM,238
TOPL,1
A4L,161
HCEN,6
SFT,53
LAV,1
SKEH,0
HSOF,3
SGH,36
EAC,45
SPH,29
BREF,123
HRZ,38
MONB,99
IHB,94
SNRG,5
HNVK,0
ELHM,15
HSI,4
T57,26
PET,2
DUH,236
GAMZ,1
EMKA,25
KBG,11
TXIM,1
ALB,42
HIKA,11
YGAG,2
MSH,26
NEOH,100
FIB,71
ATER,237
ZHBG,23
HVAR,83
SFA,71
ALCM,31
FZLS,43
EUBG,52
TBS,108
