Date,Adj Close,^GSPC,WFC,MRK,macd,rsi,BTC-USD,Volume
2018-02-08,36.63189697265625,2581.0,49.37348557,46.13317871,0.2790929493266603,44.56275530047662,8265.589844,4495200.0
2018-02-09,36.75592422485352,2619.550049,50.02408218,46.25118637,0.2306603443765666,45.62428331411084,8736.980469,5540600.0
2018-02-12,36.56102752685547,2656.0,50.35382462,46.72322083,0.1745386484143836,44.19226642460614,8621.900391,6433500.0
2018-02-13,36.623043060302734,2662.939941,51.69065094,46.27647781,0.133526722355306,44.78612224861645,8129.970215,2449900.0
2018-02-14,37.04827117919922,2698.629883,53.07203674,46.27647781,0.133794530826627,48.808567071943706,8926.570313,3644400.0
2018-02-15,38.27081298828125,2731.199951,53.49091339,47.19526291,0.2300043309992929,58.23027948814444,8598.30957,3873100.0
2018-02-16,38.50740432739258,2732.219971,53.42853165,47.44813919,0.3216346307673987,59.77328313268549,9494.629883,3062400.0
2018-02-20,38.00743103027344,2716.26001,53.42853165,46.34390259,0.3498754900090546,55.13787421726887,10166.40039,4532900.0
2018-02-21,37.605655670166016,2701.330078,53.23246384,45.98146057,0.3359638781811682,51.67017031958259,10233.90039,3960600.0
2018-02-22,37.28424072265625,2703.959961,52.41254425,45.99830627,0.2955958801878182,49.014442808547045,11112.7002,3367800.0
2018-02-23,38.00743103027344,2747.300049,52.73337936,46.25118637,0.31829031222302,54.66103509755904,10551.7998,2782700.0
2018-02-26,37.65029525756836,2779.600098,53.44635773,47.25426483,0.3039541467673103,51.62065281199017,11225.2998,3530000.0
2018-02-27,37.177093505859375,2744.280029,52.76902771,46.12474823,0.2515099554988182,47.82486628693818,11403.7002,4807000.0
2018-02-28,37.06997299194336,2713.830078,52.05606461,45.70328522,0.1990097651555729,46.98264400283835,10690.40039,4734600.0
2018-03-01,36.82890319824219,2677.669922,51.0757103,45.26497269,0.1363785810283815,45.05948998126194,10005.0,4347500.0
2018-03-02,37.67708587646485,2691.25,51.16482544,45.82129288,0.1534156893792087,52.43651958354133,10301.09961,4065000.0
2018-03-05,38.14134979248047,2720.939941,51.32526016,45.85501862,0.2020508223917403,55.92503785638322,9813.070313,4706000.0
2018-03-06,38.49848175048828,2728.120117,50.86182022,45.77072525,0.2663418569019882,58.44962733068967,9664.730469,2782300.0
2018-03-07,38.41812133789063,2726.800049,50.44294357,45.91402435,0.3072665734546334,57.649439331804864,10366.7002,3390100.0
2018-03-08,38.65026092529297,2738.969971,50.54990387,46.15846634,0.3543467421310566,59.379446328198846,10725.59961,2670900.0
2018-03-09,38.6591911315918,2786.570068,51.8956337,46.47878647,0.387907155788767,59.448073665911366,10397.90039,4696500.0
2018-03-12,39.75735855102539,2783.02002,51.70848465,46.6642189,0.4973834317912065,66.86229416245357,10951.0,7438300.0
2018-03-13,39.49845123291016,2765.310059,51.29852295,46.67264557,0.5568336804130851,63.89617024030753,11086.40039,3349200.0
2018-03-14,39.07881546020508,2749.47998,50.46968079,46.59611893,0.5635906092268215,59.30412870202108,11489.7002,3268200.0
2018-03-15,38.62347412109375,2747.330078,50.64793396,46.97875214,0.526138288690511,54.70957257159519,11512.59961,3270900.0
2018-03-16,38.83774948120117,2752.01001,49.81909943,47.33587646,0.5078926157012233,56.42061040092077,11573.2998,10091100.0
2018-03-19,38.444915771484375,2712.919922,49.44478226,46.45157623,0.4564724606957213,52.50436581734464,10779.90039,4270500.0
2018-03-20,38.36455154418945,2716.939941,48.92787933,46.46007538,0.4045732275517011,51.713550466162495,9965.570313,2133700.0
2018-03-21,38.05207061767578,2711.929932,48.8298378,46.50259018,0.3343736606935934,48.645464976663256,9395.009766,3078300.0
2018-03-22,37.4449462890625,2643.689941,46.81568909,46.01792908,0.2271319036282761,43.27360170471448,9337.549805,2645500.0
2018-03-23,37.54316329956055,2588.26001,45.43430328,45.41421127,0.1483571614244851,44.34434568715868,8866.0,4459400.0
2018-03-26,38.23956680297852,2658.550049,46.60180283,45.94989777,0.140501934484206,51.35555037141093,9578.629883,2573800.0
2018-03-27,38.27527618408203,2612.620117,45.54123688,45.70331573,0.1355950043542577,51.691606644334975,9205.120117,4334300.0
2018-03-28,38.21277618408203,2605.0,45.87991333,46.84270477,0.1252195462256082,51.02715641304338,9194.849609,4171900.0
2018-03-29,38.7216796875,2640.870117,46.70874023,46.31552887,0.1562599135345053,55.987980525443696,8269.80957,2798800.0
2018-04-02,37.73958206176758,2581.879883,45.76405334,45.29516983,0.100454579731938,46.25101413278749,8300.860352,3020100.0
2018-04-03,38.49848175048828,2614.449951,46.41464233,45.99241638,0.1161266770810769,53.04637318678329,8338.349609,3722000.0
2018-04-04,39.19488525390625,2644.689941,47.15436172,46.37504196,0.1826355607232201,58.26123692639138,7916.879883,6910900.0
2018-04-05,39.66807556152344,2662.840088,47.46627808,46.366539,0.2704097184781489,61.39841075203388,8223.679688,5711300.0
2018-04-06,39.578800201416016,2604.469971,46.54832458,45.37170029,0.3289753721125734,60.474873473606415,8630.650391,6448000.0
2018-04-09,39.4805908203125,2613.159912,46.56615067,47.75252533,0.3632767698052177,59.41608937184819,8913.469727,3335200.0
2018-04-10,39.40916061401367,2656.870117,46.89590836,48.0331192,0.3803130419131619,58.61231358150052,8929.280273,3727500.0
2018-04-11,39.40022277832031,2642.189941,46.2809639,47.78654099,0.3886135070488308,58.5056628332943,8728.469727,1728400.0
2018-04-12,40.44482803344727,2663.98999,46.96720123,48.24569702,0.4740184102615572,66.23795578173853,8879.620117,4983200.0
2018-04-13,40.35555267333984,2656.300049,45.35409546,48.61132431,0.5284074833653847,65.12107930127064,8668.120117,3108000.0
2018-04-16,40.59661102294922,2677.840088,45.27388,49.86975861,0.5842279932205301,66.75130623529736,8495.780273,2811500.0
2018-04-17,40.79302978515625,2706.389893,45.06890106,50.39693451,0.6369728752122086,68.06123772635559,8209.400391,2521400.0
2018-04-18,40.757320404052734,2708.639893,44.9084816,50.0993309,0.6681896512121099,67.54025809088182,7833.040039,2351400.0
2018-04-19,40.88231658935547,2693.129883,45.93338013,49.86125183,0.6950037480314819,68.45061342989139,7954.47998,3349300.0
2018-04-20,40.62339782714844,2670.139893,46.84243011,50.02280807,0.6874371847591263,64.42028909348902,7165.700195,4383000.0
2018-04-23,40.61447143554688,2670.290039,46.88699341,51.23023224,0.6729628468566276,64.27977041199544,6890.52002,4123200.0
2018-04-24,40.3198356628418,2634.560059,46.79786301,51.09418106,0.6304497529923694,59.65438434932384,6973.529785,3590300.0
2018-04-25,40.92695617675781,2639.399902,47.33259964,50.70304489,0.638388426966749,65.20966933367392,6844.22998,5596100.0
2018-04-26,40.93587875366211,2666.939941,46.73548126,50.51597977,0.6380448765063704,65.28532182167947,7083.799805,3510400.0
2018-04-27,41.11445999145508,2669.909912,46.66418457,50.56698608,0.6447503431034463,66.83955173710598,7456.109863,2691800.0
