Date,Adj Close,rsi,Close,^GSPC,macd,bolu,GBPUSD=X,ma_7,JPY=X,^VIX,High,Low,LIN,PFE,^DJI,EURUSD=X,VZ,Volume,ewm,CVX,^IXIC,QCOM,CSCO,JNJ,BTC-USD,MCD,T,OPGIX,VWO,COST,XOM
2018-02-23,38.00743103027344,54.66103509755904,42.56999969482422,2747.300049,0.31829031222302,43.58516667685667,1.39101398,37.8187495640346,107.5550003,16.48999977,42.66999816894531,41.70000076293945,144.9225616,29.88533401,25309.99023,1.228184342,40.51231766,2782700.0,37.327820961705214,94.61123657,7337.390137,56.23622131,39.06605911,118.7095566,10551.7998,148.1136932,28.21475029,55.2716217,43.66233063,178.8538971,62.61098099
2018-02-26,37.65029525756836,51.62065281199017,42.16999816894531,2779.600098,0.3039541467673103,43.438585948657234,1.395303369,37.904753003801616,106.814003,15.80000019,42.630001068115234,42.02999877929688,145.1181641,30.56941986,25709.26953,1.232665658,41.18347931,3530000.0,37.357136806783686,96.30027008,7421.459961,59.48678589,40.27355576,119.5149384,11225.2998,148.5860443,28.7833519,55.62734604,44.07516861,181.6807098,63.66889954
2018-02-27,37.177093505859375,47.82486628693818,41.63999938964844,2744.280029,0.2515099554988182,43.270671240187006,1.396804214,37.74850736345564,107.0739975,18.59000015,42.45000076293945,41.63999938964844,143.4139404,30.33040047,25410.0293,1.228712559,40.30258942,4807000.0,37.34076923397239,95.4683609,7330.350098,59.42407608,39.98943329,119.1529465,11403.7002,145.9337006,28.33000374,55.04187393,42.89049911,179.1271515,62.58675003
2018-02-28,37.06997299194336,46.98264400283835,41.52000045776367,2713.830078,0.1990097651555729,43.207510916477226,1.396648049,37.54316002982004,107.0690002,19.85000038,42.4900016784668,41.5099983215332,139.4560699,29.92654037,25029.19922,1.231557369,40.05090332,4734600.0,37.31615139378793,94.04823303,7273.009766,58.22376633,39.7585907,117.5331268,10690.40039,144.1877747,27.89203453,54.56016159,42.33406448,179.8809509,61.16541672
2018-03-01,36.82890319824219,45.05948998126194,41.25,2677.669922,0.1363785810283815,43.09255798054867,1.390607834,37.374798910958425,107.4260025,22.46999931,41.77000045776367,40.9900016784668,137.7518768,29.36608887,24608.98047,1.223032117,40.235466,4347500.0,37.271856103283774,94.14904022,7180.560059,58.18793488,38.88848495,115.1802902,10005.0,142.3230286,27.66151428,53.95985794,42.32509232,178.1188965,60.72932816
2018-03-02,37.67708587646485,52.43651958354133,42.20000076293945,2691.25,0.1534156893792087,43.01921088344946,1.375421166,37.38500322614397,106.6399994,19.59000015,42.25,41.209999084472656,139.1580811,29.6298275,24538.06055,1.219125628,40.48715973,4065000.0,37.30869517357296,93.81295013,7257.870117,57.9908638,39.11933517,116.5738907,10301.09961,135.5314026,27.93045235,55.56806946,42.43278885,178.4015808,61.01198196
2018-03-05,38.14134979248047,55.92503785638322,42.720001220703125,2720.939941,0.2020508223917403,43.07622391665804,1.37754333,37.507447378976,106.163002,18.72999954,42.84999847412109,41.7599983215332,142.2405701,29.76994896,24874.75977,1.227084279,40.86467361,4706000.0,37.38439104801909,95.08181,7330.709961,57.3369751,39.52774811,117.4516907,9813.070313,138.0542755,28.19938278,55.8126297,42.55843735,180.4274902,61.59342957
2018-03-06,38.49848175048828,58.44962733068967,43.119998931884766,2728.120117,0.2663418569019882,43.2040806281601,1.379500628,37.57759748186384,105.5559998,18.36000061,43.380001068115234,42.52000045776367,143.865036,29.57213783,24884.11914,1.23154223,41.01568604,2782300.0,37.48567202097083,95.50196838,7372.009766,55.66192245,39.32353973,116.0309219,9664.730469,138.2096863,28.33000374,56.10165024,42.68408203,180.4086761,61.52075195
2018-03-07,38.41812133789063,57.649439331804864,43.02999877929688,2726.800049,0.3072665734546334,43.33538975855022,1.385233402,37.68728692190988,106.25,17.76000023,43.400001525878906,42.75,145.222702,29.61334801,24801.35938,1.233654141,40.97373962,3390100.0,37.570440140690806,95.66162872,7396.649902,55.97542953,39.24362946,116.7729721,10366.7002,139.2882996,28.36074448,56.64266586,42.67510986,176.5453186,59.97020721
2018-03-08,38.65026092529297,59.379446328198846,43.290000915527344,2738.969971,0.3543467421310566,43.43083647651273,1.390008569,37.89773941040039,105.5370026,16.54000092,43.29999923706055,42.68000030517578,147.8256683,30.08314323,24895.21094,1.241665363,41.1163559,2670900.0,37.66860566656373,95.24989319,7427.950195,55.37527847,39.36793137,119.5058899,10725.59961,141.1712952,28.51441765,57.34671402,42.70203018,174.9717407,59.85716248
2018-03-09,38.6591911315918,59.448073665911366,43.29999923706055,2786.570068,0.387907155788767,43.58796607998995,1.390627146,38.12477057320731,106.185997,14.64000034,43.75,42.86000061035156,149.8949432,30.30567169,25335.74023,1.241464972,41.1163559,4696500.0,37.75865889065719,98.50189209,7560.810059,56.45913696,40.28242111,121.0804901,10397.90039,143.7307739,28.4683094,57.64315796,43.46489334,177.6949005,60.21247864
2018-03-12,39.75735855102539,66.86229416245357,44.52999877929688,2783.02002,0.4973834317912065,43.9902483246815,1.380567074,38.54312133789063,106.4059982,15.77999973,44.9900016784668,43.84000015258789,150.8499908,30.17379951,25178.60938,1.2306633,40.94018555,7438300.0,37.94035885978157,98.14057159,7588.319824,56.2620697,40.4422493,120.0216904,10951.0,144.1877747,28.70650864,57.413414,43.61745453,178.4393158,60.76163101
2018-03-13,39.49845123291016,63.89617024030753,44.2400016784668,2765.310059,0.5568336804130851,44.27558752227532,1.385540485,38.80331638881138,106.8909988,16.35000038,44.91999816894531,44.08000183105469,150.1570892,30.28919029,25007.0293,1.230875254,40.81433487,3349200.0,38.08200362097507,97.86325073,7511.009766,53.47629166,40.0959816,121.5781937,11086.40039,144.6265411,28.72956085,57.17626572,43.19564056,176.6395569,60.18825912
2018-03-14,39.07881546020508,59.30412870202108,43.77000045776367,2749.47998,0.5635906092268215,44.39436125121926,1.390762568,38.93724005562918,106.2600021,17.22999954,44.36000061035156,43.540000915527344,147.5072937,29.95952034,24758.11914,1.233958483,40.64655685,3268200.0,38.17262287908689,96.74564362,7496.810059,53.85250092,40.20251846,119.7411652,11489.7002,144.6448059,28.45294571,57.18367386,43.24948502,173.9728851,59.43720245
2018-03-15,38.62347412109375,54.70957257159519,43.2599983215332,2747.330078,0.526138288690511,44.42384561996112,1.397233486,38.955096108572825,106.5080032,16.59000015,43.90999984741211,42.95000076293945,145.7564392,30.14907837,24873.66016,1.239234209,40.51231766,3270900.0,38.21360935563296,97.12376404,7481.740234,53.64648819,40.24691772,120.4107971,11512.59961,147.7252808,28.46062851,57.22072601,43.07896423,174.8020935,60.09942245
2018-03-16,38.83774948120117,56.42061040092077,43.5,2752.01001,0.5078926157012233,44.48441377661165,1.397155285,39.01504298618862,106.1549988,15.80000019,43.88999938964844,43.0,144.4923859,30.31391335,24946.50977,1.237562418,40.73884201,10091100.0,38.270349367048254,96.97252655,7481.990234,54.30037689,39.96280289,120.9718628,11573.2998,148.4108276,28.42988777,57.08732224,42.94434357,175.1413116,60.66472626
2018-03-19,38.444915771484375,52.50436581734464,43.060001373291016,2712.919922,0.4564724606957213,44.49845873027247,1.393864274,38.98570796421596,106.3089981,19.02000046,43.65999984741211,42.93999862670898,140.0542145,29.94303131,24610.91016,1.230920792,40.52910614,4270500.0,38.286219040178814,95.70363617,7344.240234,52.28494263,39.30578613,117.858902,10779.90039,145.3486786,28.10717773,56.7983017,42.5404892,173.5206146,59.88138199
2018-03-20,38.36455154418945,51.713550466162495,42.970001220703125,2716.939941,0.4045732275517011,44.511304539757234,1.394350052,38.943616594587056,105.9690018,18.20000076,43.2599983215332,42.59999847412109,140.6534882,29.94303131,24727.26953,1.228078842,40.00895309,2133700.0,38.29334017690706,96.21624756,7364.299805,52.186409,39.39457321,118.7366791,9965.570313,145.6869049,27.92276764,56.62784576,42.90844727,176.5358734,59.75217056
2018-03-21,38.05207061767578,48.645464976663256,42.619998931884766,2711.929932,0.3343736606935934,44.51414286876129,1.40252459,38.70000403267996,105.9960022,17.86000061,42.9900016784668,42.310001373291016,142.048584,29.89357948,24682.31055,1.23368454,39.6649971,3078300.0,38.27140658061331,98.35064697,7345.290039,50.88757324,39.34129715,118.7185898,9395.009766,145.0287323,27.66151428,56.79088593,43.14179611,175.3298035,60.60011292
2018-03-22,37.4449462890625,43.27360170471448,41.93999862670898,2643.689941,0.2271319036282761,44.50148909714306,1.40048182,38.40664618355887,106.4690018,23.34000015,42.84999847412109,41.869998931884766,136.786499,29.34136391,23957.89063,1.225189924,39.329422,2645500.0,38.19627382683596,95.54398346,7166.680176,49.7857933,38.240345,115.2707748,9337.549805,143.5479279,27.17744446,55.70886993,41.77762604,172.0977631,59.35645676
2018-03-23,37.54316329956055,44.34434568715868,42.04999923706055,2588.26001,0.1483571614244851,44.502412804164045,1.414627194,38.1872673034668,105.9290009,24.87000084,42.75,41.9900016784668,133.4719391,28.42650795,23533.19922,1.234766126,38.83444595,4459400.0,38.13690014253819,94.93894958,6992.669922,48.06596375,37.66322708,113.2075272,8866.0,141.6649017,26.66262817,55.15303802,41.16734314,170.4016571,58.86385727
2018-03-26,38.23956680297852,51.35555037141093,42.83000183105469,2658.550049,0.140501934484206,44.50255607693384,1.41147244,38.132423400878906,104.9680023,21.03000069,42.88999938964844,42.16999816894531,136.8052368,28.87981224,24202.59961,1.232498527,39.48882294,2573800.0,38.146233475305486,96.93051147,7220.540039,50.27846527,39.11933517,115.2798309,9578.629883,144.4345856,26.65494347,56.10906601,42.40736771,176.4133759,59.76025391
2018-03-27,38.27527618408203,51.691606644334975,42.869998931884766,2612.620117,0.1355950043542577,44.5014838221684,1.414767265,38.05207007271903,104.8590012,22.5,43.59999847412109,42.7400016784668,134.9325714,28.85509491,23857.71094,1.235437274,39.69015884,4334300.0,38.157964630648806,96.35070038,7008.810059,49.12294006,37.8940773,115.1169434,9205.120117,143.9501038,26.81630707,55.33091354,41.77791214,172.5783386,59.51796722
2018-03-28,38.21277618408203,51.02715641304338,42.79999923706055,2605.0,0.1252195462256082,44.47032399191873,1.423892856,38.018907274518696,105.5,22.87000084,43.09000015258789,42.4900016784668,133.106781,29.09410095,23848.41992,1.245748878,40.26903915,4171900.0,38.16294749914274,94.19946289,6949.22998,48.99753952,36.98846054,115.3341141,9194.849609,144.8002472,27.32343292,54.97518158,41.4901619,173.0117493,58.79924011
2018-03-29,38.7216796875,55.987980525443696,43.369998931884766,2640.870117,0.1562599135345053,44.37113387505235,1.417635441,38.06992558070591,105.4929962,19.96999931,43.56999969482422,43.0,135.1105194,29.25070572,24103.10938,1.240787148,40.11802292,2798800.0,38.21374133444794,95.82968903,7063.450195,49.63352585,38.08052826,115.9675751,8269.80957,142.9446411,27.39258957,55.5606575,42.24551392,177.5535126,60.25286865
2018-04-02,37.73958206176758,46.25101413278749,42.27000045776367,2581.879883,0.100454579731938,44.31210835569841,1.408034205,38.02528435843332,106.8119965,23.62000084,43.45000076293945,41.90999984741211,133.0506287,28.88805771,23644.18945,1.231026769,39.56431961,3020100.0,38.17063594602245,94.31712341,6870.120117,48.20032501,36.41133881,112.7188644,8300.860352,144.1695099,26.96998024,54.33782959,41.62505341,172.2014008,59.13034821
2018-04-03,38.49848175048828,53.04637318678329,43.119998931884766,2614.449951,0.1161266770810769,44.30150065300569,1.40293777,38.17578942435129,106.4789963,21.10000038,43.45000076293945,42.29999923706055,134.4925537,29.40730286,24033.35938,1.230284691,39.84955597,3722000.0,38.2004401100648,96.49355316,6941.279785,49.06919479,36.73984909,116.1485672,8338.349609,146.6192322,27.17744446,54.55274963,42.02970505,172.0694733,60.58396912
2018-04-04,39.19488525390625,58.26123692639138,43.900001525878906,2644.689941,0.1826355607232201,44.33387320115464,1.403823972,38.41174970354353,106.3119965,20.05999947,44.09999847412109,42.459999084472656,135.7846375,29.77819061,24264.30078,1.231420875,40.21030426,6910900.0,38.29084421405038,96.19944,7042.109863,49.25730896,36.87411118,118.0127487,7916.879883,147.8349762,27.56931114,54.58239365,42.1645813,174.8115082,60.46283722
2018-04-05,39.66807556152344,61.39841075203388,44.43000030517578,2662.840088,0.2704097184781489,44.50957110723926,1.404671907,38.61582238333566,105.7990036,18.94000053,44.72999954223633,43.93000030517578,137.3670044,29.44850922,24505.2207,1.229271412,40.47037888,5711300.0,38.416047063820656,98.56072235,7076.549805,49.30210114,37.42900467,118.2842331,8223.679688,149.8642273,27.76908493,54.5749855,42.25450897,175.4993896,61.39153671
2018-04-06,39.578800201416016,60.474873473606415,44.33000183105469,2604.469971,0.3289753721125734,44.66090682850624,1.406865478,38.802040100097656,106.435997,21.48999977,44.75,43.970001220703125,134.0617981,28.98696136,23932.75977,1.227852583,39.83278275,6448000.0,38.52175189451114,96.43473816,6915.109863,47.58224487,36.45344925,115.922348,8630.650391,147.3962402,27.37722015,53.7301178,41.50814438,173.3415527,60.46283722
2018-04-09,39.4805908203125,59.41608937184819,44.220001220703125,2613.159912,0.3632767698052177,44.80249015613823,1.408807874,38.98315647670201,106.7740021,21.77000046,44.86000061035156,44.16999816894531,134.7827759,29.22597504,23979.09961,1.22868228,39.85826874,3335200.0,38.60891906958399,97.45990753,6950.339844,47.85992432,36.84724426,117.1711426,8913.469727,147.3779297,27.40839386,54.56756973,41.47217178,173.7656097,60.46283722
2018-04-10,39.40916061401367,58.61231358150052,44.13999938964844,2656.870117,0.3803130419131619,44.76676290525733,1.400874138,39.08136803763254,107.052002,20.46999931,44.790000915527344,43.869998931884766,137.3482971,29.6298275,24408.0,1.225159883,41.00508118,3727500.0,38.68166830089578,99.87162018,7094.299805,49.06024551,38.04655075,117.8679581,8929.280273,148.7856293,27.90715218,55.13081741,42.24551392,172.955246,62.23948669
2018-04-11,39.40022277832031,58.5056628332943,44.130001068115234,2642.189941,0.3886135070488308,44.716357469418185,1.409165144,39.3186024257115,106.9680023,20.23999977,44.369998931884766,43.91999816894531,135.3913727,29.49795723,24189.44922,1.22714448,40.41893387,1728400.0,38.7469914352071,100.2077408,7069.029785,49.27522278,37.97496033,117.3069077,8728.469727,149.3066406,27.47073555,55.00482178,42.29947281,173.9917297,62.53020096
2018-04-12,40.44482803344727,66.23795578173853,45.29999923706055,2663.98999,0.4740184102615572,44.93069426405767,1.413827181,39.59665189470564,106.7490005,18.48999977,45.40999984741211,44.220001220703125,137.5636139,29.93478203,24483.05078,1.232240319,40.55485153,4983200.0,38.90134021686529,100.1909409,7140.25,49.4454155,38.78940964,118.030838,8879.620117,147.734436,27.40059662,55.46430206,42.29047394,177.9210205,62.36061096
2018-04-13,40.35555267333984,65.12107930127064,45.20000076293945,2656.300049,0.5284074833653847,45.20899687400722,1.418218374,39.76246152605329,107.112999,17.40999985,45.43999862670898,44.900001525878906,137.1984711,29.93478203,24360.14063,1.236307859,40.48688889,3108000.0,39.03354134927207,100.7707596,7106.649902,49.9201622,38.48510742,118.2027664,8668.120117,147.8349762,27.38501167,55.10116959,41.84985733,178.0058441,62.8613205
2018-04-16,40.59661102294922,66.75130623529736,45.470001220703125,2677.840088,0.5842279932205301,45.51635692418226,1.418902516,39.89510944911412,106.8290024,16.55999947,45.68000030517578,45.2599983215332,141.5710602,30.10786819,24573.03906,1.237164378,41.10702896,2811500.0,39.17563859233363,101.4261932,7156.279785,49.06024551,38.75360107,119.2343903,8495.780273,147.7435913,27.77466965,54.68614578,41.88582611,183.3485565,63.42660904
2018-04-17,40.79302978515625,68.06123772635559,45.68999862670898,2706.389893,0.6369728752122086,45.81724249273785,1.423811793,40.06857081821987,107.2220001,15.25,45.75,45.34000015258789,145.0541687,29.94303131,24786.63086,1.232969642,41.49778748,2521400.0,39.3226741553175,102.0648499,7281.100098,49.57976913,39.90816116,118.1303711,8209.400391,148.5845642,27.55646706,55.22715378,41.92179108,184.6865845,63.25701523
2018-04-18,40.757320404052734,67.54025809088182,45.650001525878906,2708.639893,0.6681896512121099,46.08021961721563,1.424684048,40.25096075875418,107.4980011,15.60000038,45.77999877929688,45.41999816894531,143.4905243,30.07489967,24748.07031,1.233258605,41.30241013,2351400.0,39.45309654156616,104.0479889,7295.240234,49.47229004,39.94395828,115.5784531,7833.040039,147.9080811,27.43956757,55.21232986,42.21853256,185.1671295,63.97576141
2018-04-19,40.88231658935547,68.45061342989139,45.790000915527344,2693.129883,0.6950037480314819,46.32412322216326,1.43420577,40.46141161237444,107.0459976,15.96000004,46.08000183105469,45.47999954223633,141.9081573,30.10786819,24664.89063,1.238512754,41.14101028,3349300.0,39.58302563681973,103.9555588,7238.060059,47.08959961,39.88130951,115.4246292,7954.47998,145.8240204,27.13563919,54.52310181,41.9847374,183.8102875,64.13726807
2018-04-20,40.62339782714844,64.42028909348902,45.5,2670.139893,0.6874371847591263,46.45073889586117,1.429653883,40.63615090506418,107.0159988,16.87999916,46.25,45.04999923706055,141.0841675,30.19028091,24462.93945,1.237317443,40.69077301,4383000.0,39.67760492684961,102.7791061,7146.129883,46.07739258,39.46067047,114.6192322,7165.700195,145.1292877,27.01873589,54.06361389,41.4901619,182.3874512,63.79809952
2018-04-23,40.61447143554688,64.27977041199544,45.4900016784668,2670.290039,0.6729628468566276,46.50541150398475,1.420434356,40.66038567679269,107.3460007,16.34000015,45.619998931884766,45.20000076293945,140.7845612,30.33040047,24448.68945,1.237914801,41.33639145,4123200.0,39.76277460945845,103.8463287,7128.600098,45.26225281,39.60386658,114.7730713,6890.52002,145.3303833,27.19018555,53.77458191,41.21139908,182.1895447,64.25840759
2018-04-24,40.3198356628418,59.65438434932384,45.15999984741211,2634.560059,0.6304497529923694,46.533082837460015,1.408649087,40.65528324672154,107.4319992,18.02000046,45.72999954223633,44.86000061035156,137.4325714,30.54469109,24024.13086,1.234552622,42.1943779,3590300.0,39.81341652340239,102.9723969,7007.350098,44.73377228,39.14740372,114.193924,6973.529785,143.8038635,27.27590942,53.23358536,41.02256393,181.398056,63.27316666
2018-04-25,40.92695617675781,65.20966933367392,45.84000015258789,2639.399902,0.638388426966749,46.61956270951377,1.400167942,40.70247541155134,107.8690033,17.84000015,45.9900016784668,44.93999862670898,140.2134094,30.2314949,24083.83008,1.227340221,42.55966187,5596100.0,39.91464740098016,103.1236496,7003.740234,44.56357193,39.12055206,114.7097168,6844.22998,142.5424347,27.43177223,52.70740128,40.71683121,182.7737579,64.20188141
2018-04-26,40.93587875366211,65.28532182167947,45.84999847412109,2666.939941,0.6380448765063704,46.66934664509114,1.393825293,40.722882407052175,108.7610016,16.23999977,45.9900016784668,45.54999923706055,146.0560455,30.37160873,24322.33984,1.22089684,42.27083588,3510400.0,40.00748661486034,104.3841171,7118.680176,45.20851898,39.56806183,115.8408813,7083.799805,145.2481232,25.79521561,53.32992172,41.13946533,183.9893036,65.30018616
2018-04-27,41.11445999145508,66.83955173710598,46.04999923706055,2669.909912,0.6447503431034463,46.77081891316812,1.39938426,40.77390234810965,108.8030014,15.40999985,46.2400016784668,45.70000076293945,143.4717712,30.49523544,24311.18945,1.224140048,43.80841827,2691800.0,40.10812055818714,106.4008713,7119.799805,45.78180313,40.01555634,116.0761719,7456.109863,144.699707,25.74845886,53.35215759,41.35528564,185.2331085,62.8209343
2018-04-30,40.51625442504883,57.545358000574936,45.380001068115234,2648.050049,0.5949362293781135,46.63335464207197,1.393922448,40.72160775320871,109.3639984,15.93000031,46.18000030517578,45.220001220703125,142.8070068,30.17379951,24163.15039,1.217166901,41.92252731,6682100.0,40.14522363699274,105.1320038,7066.27002,45.69221115,39.63965607,114.4653931,6853.839844,153.0544128,25.4834919,53.04089355,41.07652283,185.7796478,62.78862762
2018-05-01,40.20376205444336,53.37039829321844,45.02999877929688,2654.800049,0.5242000112330061,46.45861080861001,1.391943336,40.66165978567941,109.3000031,15.48999977,45.9900016784668,44.77999877929688,143.5373383,29.17652893,24099.05078,1.210961699,41.47230911,4567800.0,40.15054531130643,104.9219131,7130.700195,45.52202606,40.12296295,114.0310211,6811.470215,149.3980865,25.3588028,53.08535767,40.84272385,185.2048492,62.14257813
2018-05-02,39.66807556152344,47.0664915593797,44.43000030517578,2635.669922,0.4200732823538189,46.31559274763552,1.377107024,40.52646037510464,109.0979996,15.97000027,45.459999084472656,44.25,141.608551,28.75618935,23924.98047,1.212282777,40.56335068,5756600.0,40.10668442496252,105.4513092,7100.899902,45.02041245,39.25480652,111.7596207,6636.319824,146.8751831,24.9847374,53.26322556,40.57295609,182.8020325,62.02144241
2018-05-03,38.92702865600586,40.02368041420135,43.59999847412109,2629.72998,0.2745904990897685,46.385326220463455,1.37722075,40.32748794555664,109.322998,15.89999962,44.5,43.36000061035156,143.1066284,28.64903831,23930.15039,1.208123446,40.63980484,4873100.0,39.999442991421,105.8882904,7088.149902,45.06519318,39.77391052,111.3343124,6911.089844,146.3267365,24.89121628,53.12982559,40.44706345,181.8691864,61.8114624
2018-05-04,39.1591682434082,42.90581519586055,43.86000061035156,2663.419922,0.1759972827173754,46.4508533494968,1.360932946,40.07494681222098,109.8720016,14.77000046,44.130001068115234,43.34999847412109,144.7264709,28.71497345,24262.50977,1.199155807,40.93712997,4056300.0,39.923054377965286,105.4849396,7209.620117,47.01792526,40.54361343,112.3840485,7023.52002,150.8514862,25.04707909,53.13723755,40.64489746,183.9233551,62.10219574
2018-05-07,39.00738525390625,41.50152423772282,43.68999862670898,2672.629883,0.0846381734885071,46.51926305959202,1.357386231,39.79944774082729,109.8270035,14.75,44.02000045776367,43.45000076293945,145.3725281,28.78915024,24357.32031,1.195100188,40.54635239,6399000.0,39.839811730323554,104.9891434,7265.209961,47.48371887,40.92846298,111.8410645,6770.72998,150.8240356,24.96914673,53.72270584,40.53699493,181.9162903,62.78056717
2018-05-08,39.23952102661133,44.49369851027832,43.95000076293945,2671.919922,0.0306139395963427,46.53340413990168,1.357238889,39.53159931727818,109.0960007,14.71000004,44.650001525878906,43.630001068115234,144.1927643,28.83036041,24360.21094,1.198925734,39.94322205,4788300.0,39.78523984816789,106.3588562,7266.899902,47.3493576,40.91055679,110.9542313,6834.759766,150.6138306,24.70417976,53.91539764,40.74380875,183.2543335,63.06320953
2018-05-09,39.01631546020508,42.2556242665132,43.70000076293945,2697.790039,-0.0298671884324406,46.56210698489172,1.35319829,39.317322322300505,109.1460037,13.42000008,44.16999816894531,43.63999938964844,145.6065826,28.98696136,24542.53906,1.195500135,39.39954758,3332100.0,39.71533763108036,108.1655426,7339.910156,47.62703323,41.20592499,111.7686768,6968.319824,150.1293335,24.47038841,54.1451416,40.7977562,184.7242737,64.54914856
2018-05-10,39.19488525390625,44.65417286881551,43.900001525878906,2723.070068,-0.0626674369525446,46.58597988234604,1.357036233,39.17319706508091,108.9430008,13.22999954,44.22999954223633,43.720001220703125,147.0485535,29.16172981,24739.5293,1.193374395,40.09612274,2778900.0,39.66802377860999,108.2495575,7404.970215,49.23938751,41.43861389,113.4337616,7889.25,150.888031,24.84445572,54.34524155,41.60705948,184.7053986,65.99468231
2018-05-11,39.266300201416016,45.626894950713385,43.97999954223633,2727.719971,-0.0819545596446928,46.58031839994781,1.355344057,39.11580058506557,109.0240021,12.64999962,44.33000183105469,43.83000183105469,147.5915985,29.54456139,24831.16992,1.186788678,41.30241013,3195200.0,39.63150345341053,109.1066818,7402.879883,49.47229004,41.10746765,115.1440964,7895.959961,151.1805267,25.16397667,54.50828552,41.46318817,184.9983673,66.30467987
