date,open,high,low,close,adj close,volume
1984-10-17,0.000000,0.148438,0.144531,0.144531,0.120706,9868800
1984-10-18,0.000000,0.156250,0.148438,0.148438,0.123969,5324800
1984-10-19,0.000000,0.148438,0.144531,0.144531,0.120706,3043200
1984-10-22,0.000000,0.148438,0.144531,0.144531,0.120706,2326400
1984-10-23,0.000000,0.144531,0.140625,0.140625,0.117444,787200
1984-10-24,0.000000,0.148438,0.144531,0.144531,0.120706,230400
1984-10-25,0.000000,0.148438,0.140625,0.140625,0.117444,1587200
1984-10-26,0.000000,0.144531,0.140625,0.140625,0.117444,758400
1984-10-29,0.000000,0.144531,0.140625,0.140625,0.117444,614400
1984-10-30,0.000000,0.148438,0.140625,0.140625,0.117444,192000
1984-10-31,0.000000,0.148438,0.144531,0.144531,0.120706,297600
1984-11-01,0.000000,0.144531,0.140625,0.140625,0.117444,352000
1984-11-02,0.000000,0.144531,0.140625,0.140625,0.117444,1638400
1984-11-05,0.000000,0.140625,0.136719,0.136719,0.114182,534400
1984-11-06,0.000000,0.140625,0.136719,0.136719,0.114182,544000
1984-11-07,0.000000,0.140625,0.136719,0.136719,0.114182,76800
1984-11-08,0.000000,0.140625,0.136719,0.136719,0.114182,44800
1984-11-09,0.000000,0.140625,0.136719,0.136719,0.114182,896000
1984-11-12,0.000000,0.140625,0.136719,0.136719,0.114182,300800
1984-11-13,0.000000,0.140625,0.136719,0.136719,0.114182,464000
1984-11-14,0.000000,0.140625,0.132813,0.132813,0.110920,1523200
1984-11-15,0.000000,0.136719,0.132813,0.132813,0.110920,156800
1984-11-16,0.000000,0.136719,0.125000,0.125000,0.104395,579200
1984-11-19,0.000000,0.136719,0.125000,0.125000,0.104395,358400
1984-11-20,0.000000,0.128906,0.121094,0.121094,0.101133,179200
1984-11-21,0.000000,0.128906,0.121094,0.121094,0.101133,905600
1984-11-23,0.000000,0.128906,0.121094,0.121094,0.101133,25600
1984-11-26,0.000000,0.128906,0.125000,0.125000,0.104395,166400
1984-11-27,0.000000,0.132813,0.128906,0.128906,0.107657,147200
1984-11-28,0.000000,0.132813,0.128906,0.128906,0.107657,492800
1984-11-29,0.000000,0.132813,0.128906,0.128906,0.107657,262400
