Date;^GSPC;^DJI;^IXIC;^NYA;^VIX;EURUSD=X;JPY=X;GBPUSD=X;^IRX;^FVX;^TNX;VWO;DWCR;QQQ;KWIAX;FRQIX;DODBX;NELIX;IUASX;IPFPX;JLCYX;BIPIX;OGLYX;ARAIX;IWIRX;CNPIX;VWILX;OAKMX;PAGSX;OPGIX;PARNX;RYOCX;POGSX;FDYNX;BPTRX;UOPIX;RYVLX;BTC-USD;ETH-USD;AAPL;MSFT;AMZN;TSLA;GOOGL;GOOG;FB;NVDA;JPM;JNJ;UNH;HD;PG;V;BAC;MA;PFE;XOM;DIS;CSCO;AVGO;ADBE;CVX;PEP;TMO;KO;ABBV;CMCSA;NFLX;ABT;ACN;COST;CRM;INTC;WFC;VZ;PYPL;WMT;QCOM;MRK;LLY;MCD;T;NKE;DHR;LOW;LIN;TXN;NEE
2018-02-22;2703.959961;24962.48047;7210.089844;12711.75;18.71999931;1.233532429;107.3809967;1.400109172;1.605000019;2.65199995;2.917000055;42.96229553;29.59259033;160.3932343;93.42719269;48.5319519;74.88334656;43.44518661;37.55573273;37.63800812;42.22002792;45.96696854;76.38788605;55.31451797;33.8835907;47.71671295;80.22607422;72.58777618;30.98608971;54.84178162;38.90752029;31.77569389;61.13640594;55.85612106;45.67255402;23.85350037;111.8289642;11112.7002;974.1149902;41.41370773;87.60251617;1485.339966;69.23400116;1109.900024;1106.630005;178.9900055;60.02002335;102.5251617;116.8122711;213.7688599;168.9630585;72.46250153;117.5772247;29.07136536;169.3611603;29.45675087;61.26232529;102.3464203;38.12491989;213.0288086;202.6100006;92.34236908;96.96056366;207.0451202;38.21913528;96.52622986;35.73920059;278.1400146;55.31399155;150.7996826;175.8197479;113;41.73710632;52.41254425;40.15996933;77.69999695;85.99440002;55.22376251;45.99830627;71.63930511;145.9337006;28.0226593;64.57881165;95.58654785;90.41156006;143.1066132;94.03910828;34.78142548
2018-02-23;2747.300049;25309.99023;7337.390137;12884.11035;16.48999977;1.228184342;107.5550003;1.39101398;1.605000019;2.618000031;2.871000051;43.66233063;29.8313179;163.6730957;93.51527405;48.80634308;75.78908539;43.73139954;37.97708893;38.33998108;42.79545212;47.32621002;77.32378387;56.10092163;34.32335281;48.50909805;81.3117218;73.60527039;31.55614662;55.2716217;39.53023529;32.40343094;61.96475983;56.75276184;46.07697296;24.80537224;116.2540283;10551.7998;923.9210205;42.13395691;89.82766724;1500;70.41000366;1128.089966;1126.790039;183.2899933;60.95695114;104.6027679;118.7095566;216.658783;171.586731;72.65074158;120.0678558;29.38326836;172.1128082;29.88533401;62.61098099;104.3011627;39.06605911;216.7537079;209.7400055;94.61123657;97.33329773;209.5993958;38.67580414;97.50330353;36.38397598;285.9299927;55.98910904;153.2735138;178.8538971;114.9599991;43.49589539;52.73337936;40.51231766;79.69000244;86.10562134;56.23622131;46.25118637;73.08712769;148.1136932;28.21475029;65.56967163;97.52067566;90.97143555;144.9225616;96.85312653;35.68344116
2018-02-26;2779.600098;25709.26953;7421.459961;12999.62012;15.80000019;1.232665658;106.814003;1.395303369;1.60800004;2.607000113;2.858999968;44.07516861;30.07004356;165.8434296;93.56419373;48.95210266;76.33253479;44.17552185;38.18378448;38.62376022;43.31333542;48.00582504;78.01991272;56.52846909;34.65317154;49.07704544;81.80664825;74.2864151;31.79041481;55.62734604;39.89416885;32.83665466;62.62204742;57.27186966;46.28797531;25.46354866;119.3540268;11225.2998;943.8649902;42.96702957;91.1264801;1521.949951;71.48400116;1143.699951;1143.75;184.9299927;61.11806107;105.9046173;119.5149384;220.3300323;171.6869354;73.17063141;121.6891937;29.741045;174.1790619;30.56941986;63.66889954;106.7907715;40.27355576;216.1044006;212.1499939;96.30027008;98.45144653;211.9358673;38.66702652;99.79412842;36.4576683;294.1600037;56.75802231;154.9571991;181.6807098;116.6500015;44.753479;53.44635773;41.18347931;79.34999847;86.31887054;59.48678589;47.25426483;74.41428375;148.5860443;28.7833519;67.00304413;98.99333954;90.99010468;145.1181641;99.19663239;35.56845856
2018-02-27;2744.280029;25410.0293;7330.350098;12819.21973;18.59000015;1.228712559;107.0739975;1.396804214;1.63499999;2.66899991;2.907999992;42.89049911;30.07004356;163.7898865;93.48590851;48.70344925;75.69850159;43.95839691;37.84988403;38.16822433;42.70502853;46.93490982;77.01439667;55.78024673;34.11080551;47.89992523;80.44161224;73.37823486;31.39996529;55.04187393;39.3927536;32.42111206;61.94675446;56.7150116;45.6198082;24.81952858;116.3440018;11403.7002;895.3709717;42.82778549;89.96137238;1511.97998;70.19799805;1117.51001;1118.290039;181.4600067;60.98917007;104.6473465;119.1529465;218.8803406;168.5166473;72.19358063;120.4976196;29.65848351;172.2793121;30.33040047;62.58675003;101.9865952;39.98943329;215.1304626;208.8200073;95.4683609;98.4070816;208.5796204;38.30695343;97.10099792;33.76801682;290.6099854;56.77677536;152.8972626;179.1271515;116.4700012;45.48251343;52.76902771;40.30258942;79.45999908;84.83569336;59.42407608;46.12474823;73.04071045;145.9337006;28.33000374;65.44461823;97.75629425;89.38510132;143.4139404;98.02940369;34.88537216
2018-02-28;2713.830078;25029.19922;7273.009766;12652.5498;19.85000038;1.231557369;107.0690002;1.396648049;1.618000031;2.650000095;2.868000031;42.33406448;30.07004356;162.7387695;93.42719269;48.54052734;75.00178528;43.79061508;37.51597977;37.63800812;42.18714142;45.50016022;76.16357422;55.12365723;33.89092255;47.05716705;79.78701782;72.65505219;31.1656971;54.56016159;38.89943314;32.20892334;61.13640594;56.3185997;45.16263962;24.49398041;114.7899094;10690.40039;849.9710083;42.7629509;89.55073547;1512.449951;68.61199951;1103.920044;1104.72998;178.3200073;59.98284912;102.9888382;117.5331268;212.8934021;166.0478363;70.38290405;120.0776291;29.44748497;172.1128082;29.92654037;61.16541672;100.3236084;39.7585907;210.5597839;209.1300049;94.04823303;97.37766266;206.5005798;37.95568466;95.1057663;33.35351181;291.3800049;56.57048798;151.4487;179.8809509;116.25;44.91750717;52.05606461;40.05090332;79.41000366;83.43598938;58.22376633;45.70328522;71.48152161;144.1877747;27.89203453;64.48262024;95.99888611;83.59965515;139.4560699;98.03846741;34.99347305
2018-03-01;2677.669922;24608.98047;7180.560059;12518.73047;22.46999931;1.223032117;107.4260025;1.390607834;1.590000033;2.575000048;2.803999901;42.32509232;30.07004356;160.0817871;93.30976105;48.44621277;74.48622131;43.43531418;37.22978973;37.39156723;41.53773117;44.61459732;75.11166382;54.84879684;33.35587692;46.56708527;78.71734619;71.53662872;30.82210159;53.95985794;38.20394135;31.71380615;60.38006973;55.64847565;44.55602264;23.72964668;111.2973175;10005;812.8449707;42.0139122;88.67211914;1493.449951;66.18599701;1071.410034;1069.52002;175.9400024;57.5562706;101.1430588;115.1802902;211.2837372;163.651886;70.54426575;117.5967789;28.98708344;169.8899689;29.36608887;60.72932816;99.74983215;38.88848495;207.8686218;206.0299988;94.14904022;96.65800476;203.1641693;38.1401062;93.47181702;33.65748596;290.3900146;55.1264534;146.8773041;178.1188965;119.4300003;43.596138;51.0757103;40.235466;78.63999939;82.57391357;58.18793488;45.26497269;70.99893188;142.3230286;27.66151428;63.79961777;94.24150085;82.07865143;137.7518768;96.3916626;35.24186707
2018-03-02;2691.25;24538.06055;7257.870117;12557.99023;19.59000015;1.219125628;106.6399994;1.375421166;1.605000019;2.622999907;2.857000113;42.43278885;30.07004356;161.5513916;93.38805389;48.44107056;74.63252258;43.5537529;37.356987;37.61560059;41.80078125;45.8914566;75.4597168;55.29925919;33.49513245;47.20373154;78.97279358;71.76367188;31.00951576;55.56806946;38.52742767;31.9967289;60.89329529;56.28084564;45.09230804;24.15781403;113.2521896;10301.09961;864.1890259;42.30440903;88.86312103;1500.25;67.02400208;1084.140015;1078.920044;176.6199951;58.62950897;101.0449753;116.5738907;211.9802856;162.5769348;71.26134491;117.9581375;29.12520218;171.3882141;29.6298275;61.01198196;100.158287;39.11933517;214.3273773;209.7899933;93.81295013;97.48048401;204.3819275;38.39477539;94.45709991;33.61142349;301.0499878;55.75470352;148.147171;178.4015808;121.9199982;44.63500977;51.16482544;40.48715973;78.87000275;82.28653717;57.9908638;45.82129288;71.67643738;135.5314026;27.93045235;63.57767105;94.46730804;79.6338501;139.1580811;97.9208374;35.15446854
2018-03-05;2720.939941;24874.75977;7330.709961;12680.73047;18.72999954;1.227084279;106.163002;1.37754333;1.625;2.644000053;2.881000042;42.55843735;29.2058506;163.3421783;93.50548553;48.55262375;75.23171997;43.46492767;37.65908432;38.04127121;42.31867218;46.57107162;75.98568726;55.87187195;33.73700714;47.76251602;79.55553436;72.67186737;31.34530449;55.8126297;38.90752029;32.32385635;61.60460281;56.93209457;45.89234924;24.65675354;115.5751266;9813.070313;840.5150146;42.45085907;89.42657471;1523.609985;66.66999817;1094.76001;1090.930054;180.3999939;58.40891266;102.596489;117.4516907;214.9832001;165.5650177;71.96949768;119.0423126;29.58560753;174.8253479;29.76994896;61.59342957;100.5667419;39.52774811;211.0040283;211.1600037;95.08181;97.82912445;204.6987305;38.5440712;94.96617889;33.87854385;315;56.60799789;149.4169617;180.4274902;122.5;45.33670044;51.32526016;40.86467361;79.06999969;83.40817261;57.3369751;45.85501862;72.11262512;138.0542755;28.19938278;62.76715851;95.80255127;80.55762482;142.2405701;98.63563538;35.65355682
2018-03-06;2728.120117;24884.11914;7372.009766;12720.76953;18.36000061;1.23154223;105.5559998;1.379500628;1.643000007;2.644999981;2.877000093;42.68408203;29.48945999;164.0332184;93.51527405;48.63842773;75.37800598;43.59322739;37.72269058;38.18315887;42.69680786;46.54361725;76.53484344;56.34523392;34.05216599;48.00069427;80.37774658;72.94094849;31.54834175;56.10165024;39.17440414;32.47415924;61.9917717;57.3662529;46.10334778;24.87614632;116.6302795;9664.730469;844.8099976;42.41484833;89.12097168;1537.640015;65.63999939;1100.900024;1095.060059;179.7799988;60.0225029;102.6856766;116.0309219;212.9122009;165.4739075;71.7274704;118.2413864;29.56719208;173.8460846;29.57213783;61.52075195;102.0546722;39.32353973;214.4043121;212.0099945;95.50196838;97.96323395;208.025238;38.57919693;94.06298065;33.96144485;325.2200012;57.08620453;148.6456909;180.4086761;124.4800034;46.21154404;50.86182022;41.01568604;79.23000336;82.55535126;55.66192245;45.77072525;71.63930511;138.2096863;28.33000374;62.95048141;95.96945953;81.29482269;143.865036;99.25093079;35.24876785
2018-03-07;2726.800049;24801.35938;7396.649902;12707.00977;17.76000023;1.233654141;106.25;1.385233402;1.649999976;2.648999929;2.882999897;42.67510986;29.41784286;164.4127502;93.52505493;48.6212616;75.32228088;43.38596725;37.68293381;38.22796631;42.76256943;46.77014923;76.68954468;56.16199493;34.22074127;47.58388901;80.5214386;72.87368774;31.64204597;56.64266586;39.19057083;32.55373001;62.28889847;57.90423965;46.63084412;24.99291611;117.178299;10366.7002;869.3150024;42.02110672;89.6366806;1545;66.45999908;1115.040039;1109.640015;183.7100067;59.94318771;102.3022385;116.7729721;213.9383087;163.6140442;70.956604;119.0129929;29.63164711;175.4912415;29.61334801;59.97020721;100.7417908;39.24362946;211.0638428;216.8600006;95.66162872;98.19566345;210.0449066;38.48260498;94.19436646;33.27061844;321.1600037;57.47065735;149.1347809;176.5453186;125.3300018;46.76742935;50.44294357;40.97373962;79.51999664;81.33176422;55.97542953;45.91402435;71.87133789;139.2882996;28.36074448;61.91802597;98.98351288;80.35235596;145.222702;98.22846985;35.20047379
2018-03-08;2738.969971;24895.21094;7427.950195;12745.00977;16.54000092;1.241665363;105.5370026;1.390008569;1.63499999;2.632999897;2.865999937;42.70203018;29.41784286;165.3179169;93.59355927;48.69849014;75.44769287;43.28727722;37.77833939;38.21302795;42.91053391;47.46350479;77.01439667;56.20780563;34.41130447;48.33504486;80.7848587;73.23527527;31.82946205;57.34671402;39.29571152;32.73056412;62.39694977;58.14963913;46.81546783;25.26538849;118.4542999;10725.59961;878.2650146;42.47966766;90.18103027;1551.859985;65.81999969;1129.380005;1126;182.3399963;59.77960205;102.3111496;119.5058899;212.2477112;163.0276642;71.68265533;119.3743896;29.65006447;175.530426;30.08314323;59.85716248;101.169693;39.36793137;210.9783783;216.3999939;95.24989319;100.198204;209.5894928;39.03586578;96.07463837;33.97066116;317;58.01451874;149.0877533;174.9717407;126.3600006;46.23887253;50.54990387;41.1163559;79.87000275;81.98454285;55.37527847;46.15846634;73.21705627;141.1712952;28.51441765;62.82504654;99.75914764;80.39900208;147.8256683;99.06996155;35.49026871
2018-03-09;2786.570068;25335.74023;7560.810059;12918.82031;14.64000034;1.241464972;106.185997;1.390627146;1.63499999;2.654000044;2.894000053;43.46489334;29.41784286;168.5296631;93.67184448;48.89586639;76.26285553;43.85969925;38.17583466;38.85526657;43.69148254;48.66485214;77.85748291;56.86440277;35.07827759;48.79306793;81.70287323;74.57233429;32.32923508;57.64315796;39.82946777;33.35829544;63.41438675;59.14066315;47.39572144;26.23849297;122.9938507;10397.90039;855.1989746;43.20950317;92.1960907;1578.890015;65.43399811;1160.839966;1160.040039;185.2299957;60.80823135;105.2537079;121.0804901;212.9088135;166.8939667;71.96949768;121.6110764;30.12888908;179.4376678;30.30567169;60.21247864;101.850441;40.28242111;216.8135071;221.1100006;98.50189209;100.6094284;215.7177734;39.36079788;97.94670105;34.20093536;331.4400024;59.63671112;151.9190063;177.6949005;127.4100037;47.56025314;51.8956337;41.1163559;80.70999908;82.73051453;56.45913696;46.47878647;73.88527679;143.7307739;28.4683094;63.97327423;101.8503342;81.44412994;149.8949432;100.9158096;35.60525131
2018-03-12;2783.02002;25178.60938;7588.319824;12898.40039;15.77999973;1.2306633;106.4059982;1.380567074;1.643000007;2.63499999;2.869999886;43.61745453;29.41784286;169.4250488;93.66205597;48.93876266;76.26285553;43.49453354;38.159935;38.87767029;43.74901962;48.54815292;77.92709351;56.94075775;35.11492157;48.77474976;81.91841888;74.42095947;32.42294693;57.413414;39.78902817;33.49975586;63.45940781;59.28224182;47.68584442;26.46850204;124.0244675;10951;872.2000122;43.62725449;92.41574097;1598.390015;69.10199738;1165.930054;1164.5;184.7599945;61.90626907;104.9148636;120.0216904;210.3965912;164.6493225;71.58405304;121.3473434;30.2393837;178.7521515;30.17379951;60.76163101;102.2783356;40.4422493;224.5538025;220.9400024;98.14057159;100.7971802;215.3217773;39.10611343;97.13382721;34.04433823;321.2999878;59.65546417;152.0883179;178.4393158;126.7799988;46.94968033;51.70848465;40.94018555;80.59999847;82.12440491;56.2620697;46.6642189;73.35626984;144.1877747;28.70650864;64.47503662;101.5165405;81.81738281;150.8499908;101.0063171;35.50865936
2018-03-13;2765.310059;25007.0293;7511.009766;12831.75;16.35000038;1.230875254;106.8909988;1.385540485;1.690000057;2.630000114;2.84800005;43.19564056;29.41784286;167.1184692;93.65226746;48.85296249;75.80302429;43.45505524;37.97708893;38.72084427;43.32978058;48.54815292;77.2773819;56.65062714;34.7191391;48.68772125;81.23987579;73.82391357;32.22771835;57.17626572;39.53023529;33.10189056;62.87415314;58.81976318;47.57154465;25.81386566;121.0717087;11086.40039;856.8530273;43.20709991;90.16194153;1588.180054;68.36799622;1139.910034;1138.170044;181.8800049;61.39814758;103.6575851;121.5781937;214.3349915;163.4033508;71.45856476;120.3315659;29.79739952;177.2539063;30.28919029;60.18825912;100.8779373;40.0959816;223.1697693;219.7599945;97.86325073;101.5570526;212.9754181;39.14125061;98.3243866;33.55615997;315.8800049;59.26163864;152.8408356;176.6395569;126.7300034;47.1866188;51.29852295;40.81433487;80.19999695;82.33887482;53.47629166;46.67264557;73.45835876;144.6265411;28.72956085;63.8478508;100.9274597;80.38033295;150.1570892;100.0652695;35.57305908
