Date,Adj Close,rsi,Close,^GSPC,macd,ma_7,EURUSD=X,^VIX,ETH-USD,LIN,^DJI,GBPUSD=X,Volume,MRK,QCOM,NELIX,KO,bolu,WFC,NKE,ABBV,CSCO,PFE,High,INTC,JPY=X,ewm,MCD,^TNX,BTC-USD,BIPIX
2018-03-13,39.49845123291016,63.89617024030753,44.2400016784668,2765.310059,0.5568336804130851,38.80331638881138,1.230875254,16.35000038,856.8530273,150.1570892,25007.0293,1.385540485,3349200.0,46.67264557,53.47629166,43.45505524,39.14125061,44.27558752227532,51.29852295,63.8478508,98.3243866,40.0959816,30.28919029,44.91999816894531,47.1866188,106.8909988,38.08200362097507,144.6265411,2.84800005,11086.40039,48.54815292
2018-03-14,39.07881546020508,59.30412870202108,43.77000045776367,2749.47998,0.5635906092268215,38.93724005562918,1.233958483,17.22999954,857.2249756,147.5072937,24758.11914,1.390762568,3268200.0,46.59611893,53.85250092,43.35636139,38.78687668,44.39436125121926,50.46968079,63.87679291,97.65930939,40.20251846,29.95952034,44.36000061035156,47.2595253,106.2600021,38.17262287908689,144.6448059,2.816999912,11489.7002,48.41085052
2018-03-15,38.62347412109375,54.70957257159519,43.2599983215332,2747.330078,0.526138288690511,38.955096108572825,1.239234209,16.59000015,866.6779785,145.7564392,24873.66016,1.397233486,3270900.0,46.97875214,53.64648819,43.31688309,38.68941498,44.42384561996112,50.64793396,64.06013489,94.36678314,40.24691772,30.14907837,43.90999984741211,46.36646652,106.5080032,38.21360935563296,147.7252808,2.825999975,11512.59961,47.46350479
2018-03-16,38.83774948120117,56.42061040092077,43.5,2752.01001,0.5078926157012233,39.01504298618862,1.237562418,15.80000019,853.684021,144.4923859,24946.50977,1.397155285,10091100.0,47.33587646,54.30037689,43.42544937,38.50336456,44.48441377661165,49.81909943,63.59697723,93.36507416,39.96280289,30.31391335,43.88999938964844,46.63073349,106.1549988,38.270349367048254,148.4108276,2.84800005,11573.2998,47.31247711
2018-03-19,38.444915771484375,52.50436581734464,43.060001373291016,2712.919922,0.4564724606957213,38.98570796421596,1.230920792,19.02000046,816.9509888,140.0542145,24610.91016,1.393864274,4270500.0,46.45157623,52.28494263,43.13923264,38.32617188,44.49845873027247,49.44478226,63.40398788,91.98565674,39.30578613,29.94303131,43.65999984741211,46.32089996,106.3089981,38.286219040178814,145.3486786,2.845000029,10779.90039,45.78848267
2018-03-20,38.36455154418945,51.713550466162495,42.970001220703125,2716.939941,0.4045732275517011,38.943616594587056,1.228078842,18.20000076,752.8309937,140.6534882,24727.26953,1.394350052,2133700.0,46.46007538,52.186409,43.25766754,38.23757553,44.511304539757234,48.92787933,64.45574951,92.49472046,39.39457321,29.94303131,43.2599983215332,46.97702408,105.9690018,38.29334017690706,145.6869049,2.878999949,9965.570313,45.82967377
2018-03-21,38.05207061767578,48.645464976663256,42.619998931884766,2711.929932,0.3343736606935934,38.70000403267996,1.23368454,17.86000061,704.5960083,142.048584,24682.31055,1.40252459,3078300.0,46.50259018,50.88757324,43.20832062,38.09582901,44.51414286876129,48.8298378,64.02151489,92.33049774,39.34129715,29.89357948,42.9900016784668,46.98613358,105.9960022,38.27140658061331,145.0287323,2.907000065,9395.009766,45.58940887
2018-03-22,37.4449462890625,43.27360170471448,41.93999862670898,2643.689941,0.2271319036282761,38.40664618355887,1.225189924,23.34000015,728.9160156,136.786499,23957.89063,1.40048182,2645500.0,46.01792908,49.7857933,42.35954666,37.88319397,44.50148909714306,46.81568909,62.15926361,80.54799652,38.240345,29.34136391,42.84999847412109,46.32089996,106.4690018,38.19627382683596,143.5479279,2.832000017,9337.549805,42.47276306
2018-03-23,37.54316329956055,44.34434568715868,42.04999923706055,2588.26001,0.1483571614244851,38.1872673034668,1.234766126,24.87000084,686.8900146,133.4719391,23533.19922,1.414627194,4459400.0,45.41421127,48.06596375,41.69829941,37.50224304,44.502412804164045,45.43430328,62.36190033,80.02250671,37.66322708,28.42650795,42.75,44.98130798,105.9290009,38.13690014253819,141.6649017,2.829999924,8866.0,40.88011932
2018-03-26,38.23956680297852,51.35555037141093,42.83000183105469,2658.550049,0.140501934484206,38.132423400878906,1.232498527,21.03000069,723.3389893,136.8052368,24202.59961,1.41147244,2573800.0,45.94989777,50.27846527,42.55693817,37.82117844,44.50255607693384,46.60180283,63.58731842,78.23255157,39.11933517,28.87981224,42.88999938964844,47.82452393,104.9680023,38.146233475305486,144.4345856,2.842999935,9578.629883,42.10206604
2018-03-27,38.27527618408203,51.691606644334975,42.869998931884766,2612.620117,0.1355950043542577,38.05207007271903,1.235437274,22.5,699.8309937,134.9325714,23857.71094,1.414767265,4334300.0,45.70331573,49.12294006,42.01412201,37.99837112,44.5014838221684,45.54123688,63.8478508,75.54762268,37.8940773,28.85509491,43.59999847412109,46.64896393,104.8590012,38.157964630648806,143.9501038,2.786000013,9205.120117,40.49569321
2018-03-28,38.21277618408203,51.02715641304338,42.79999923706055,2605.0,0.1252195462256082,38.018907274518696,1.245748878,22.87000084,690.8270264,133.106781,23848.41992,1.423892856,4171900.0,46.84270477,48.99753952,41.93516541,38.37932587,44.47032399191873,45.87991333,63.14345932,77.40326691,36.98846054,29.09410095,43.09000015258789,45.20000839,105.5,38.16294749914274,144.8002472,2.775000095,9194.849609,41.0723381
2018-03-29,38.7216796875,55.987980525443696,43.369998931884766,2640.870117,0.1562599135345053,38.06992558070591,1.240787148,19.96999931,614.2910156,135.1105194,24103.10938,1.417635441,2798800.0,46.31552887,49.63352585,42.38916016,38.47678375,44.37113387505235,46.70874023,64.10838318,77.71529388,38.08052826,29.25070572,43.56999969482422,47.46001434,105.4929962,38.21374133444794,142.9446411,2.740999937,8269.80957,41.34693146
2018-04-02,37.73958206176758,46.25101413278749,42.27000045776367,2581.879883,0.100454579731938,38.02528435843332,1.231026769,23.62000084,611.3040161,133.0506287,23644.18945,1.408034205,3020100.0,45.29516983,48.20032501,41.90555573,37.80345917,44.31210835569841,45.76405334,61.86978912,75.09601593,36.41133881,28.88805771,43.45000076293945,44.58032608,106.8119965,38.17063594602245,144.1695099,2.732000113,8300.860352,39.11585999
2018-04-03,38.49848175048828,53.04637318678329,43.119998931884766,2614.449951,0.1161266770810769,38.17578942435129,1.230284691,21.10000038,601.6660156,134.4925537,24033.35938,1.40293777,3722000.0,45.99241638,49.06919479,42.18190384,38.43248367,44.30150065300569,46.41464233,64.3592453,74.38168335,36.73984909,29.40730286,43.45000076293945,45.33670044,106.4789963,38.2004401100648,146.6192322,2.78399992,8338.349609,39.27375031
2018-04-04,39.19488525390625,58.26123692639138,43.900001525878906,2644.689941,0.1826355607232201,38.41174970354353,1.231420875,20.05999947,552.7789917,135.7846375,24264.30078,1.403823972,6910900.0,46.37504196,49.25730896,42.48785019,39.1944046,44.33387320115464,47.15436172,66.01890564,76.31123352,36.87411118,29.77819061,44.09999847412109,45.55541229,106.3119965,38.29084421405038,147.8349762,2.788000107,7916.879883,40.84579849
2018-04-05,39.66807556152344,61.39841075203388,44.43000030517578,2662.840088,0.2704097184781489,38.61582238333566,1.229271412,18.94000053,538.6439819,137.3670044,24505.2207,1.404671907,5711300.0,46.366539,49.30210114,42.65563583,39.33616257,44.50957110723926,47.46627808,67.14782715,75.7118454,37.42900467,29.44850922,44.72999954223633,45.91081619,105.7990036,38.416047063820656,149.8642273,2.832000017,8223.679688,40.09753036
2018-04-06,39.578800201416016,60.474873473606415,44.33000183105469,2604.469971,0.3289753721125734,38.802040100097656,1.227852583,21.48999977,556.7260132,134.0617981,23932.75977,1.406865478,6448000.0,45.37170029,47.58224487,42.1720314,38.91090012,44.66090682850624,46.54832458,65.17943573,73.71661377,36.45344925,28.98696136,44.75,44.46185684,106.435997,38.52175189451114,147.3962402,2.775000095,8630.650391,38.32640457
2018-04-09,39.4805908203125,59.41608937184819,44.220001220703125,2613.159912,0.3632767698052177,38.98315647670201,1.22868228,21.77000046,557.1749878,134.7827759,23979.09961,1.408807874,3335200.0,47.75252533,47.85992432,42.26085663,38.83116531,44.80249015613823,46.56615067,64.82242584,74.29138184,36.84724426,29.22597504,44.86000061035156,45.15444565,106.7740021,38.60891906958399,147.3779297,2.786000013,8913.469727,38.93050766
2018-04-10,39.40916061401367,58.61231358150052,44.13999938964844,2656.870117,0.3803130419131619,39.08136803763254,1.225159883,20.46999931,561.7319946,137.3482971,24408.0,1.400874138,3727500.0,48.0331192,49.06024551,42.71484756,38.97291946,44.76676290525733,46.89590836,64.64871979,76.86956024,38.04655075,29.6298275,44.790000915527344,46.72186661,107.052002,38.68166830089578,148.7856293,2.796999931,8929.280273,40.39958572
2018-04-11,39.40022277832031,58.5056628332943,44.130001068115234,2642.189941,0.3886135070488308,39.3186024257115,1.22714448,20.23999977,539.7020264,135.3913727,24189.44922,1.409165144,1728400.0,47.78654099,49.27522278,42.47798538,38.97291946,44.716357469418185,46.2809639,64.48468018,76.88599396,37.97496033,29.49795723,44.369998931884766,46.56693268,106.9680023,38.7469914352071,149.3066406,2.789999962,8728.469727,40.09066772
2018-04-12,40.44482803344727,66.23795578173853,45.29999923706055,2663.98999,0.4740184102615572,39.59665189470564,1.232240319,18.48999977,539.6190186,137.5636139,24483.05078,1.413827181,4983200.0,48.24569702,49.4454155,42.83328247,39.00836182,44.93069426405767,46.96720123,65.39169312,76.4214325,38.78940964,29.93478203,45.40999984741211,48.04323196,106.7490005,38.90134021686529,147.734436,2.834000111,8879.620117,40.50255585
2018-04-13,40.35555267333984,65.12107930127064,45.20000076293945,2656.300049,0.5284074833653847,39.76246152605329,1.236307859,17.40999985,526.4390259,137.1984711,24360.14063,1.418218374,3108000.0,48.61132431,49.9201622,42.6062851,39.43360901,45.20899687400722,45.35409546,64.88996124,76.18083191,38.48510742,29.93478203,45.43999862670898,47.2595253,107.112999,39.03354134927207,147.8349762,2.828999996,8668.120117,40.2966156
2018-04-16,40.59661102294922,66.75130623529736,45.470001220703125,2677.840088,0.5842279932205301,39.89510944911412,1.237164378,16.55999947,524.2869873,141.5710602,24573.03906,1.418902516,2811500.0,49.86975861,49.06024551,42.87275696,39.58422089,45.51635692418226,45.27388,64.70661163,76.81962585,38.75360107,30.10786819,45.68000030517578,47.75161743,106.8290024,39.17563859233363,147.7435913,2.832000017,8495.780273,40.20050812
2018-04-17,40.79302978515625,68.06123772635559,45.68999862670898,2706.389893,0.6369728752122086,40.06857081821987,1.232969642,15.25,489.9509888,145.0541687,24786.63086,1.423811793,2521400.0,50.39693451,49.57976913,43.14910507,39.76140594,45.81724249273785,45.06890106,65.14081573,77.64089966,39.90816116,29.94303131,45.75,48.79049301,107.2220001,39.3226741553175,148.5845642,2.813999891,8209.400391,41.11352539
2018-04-18,40.757320404052734,67.54025809088182,45.650001525878906,2708.639893,0.6681896512121099,40.25096075875418,1.233258605,15.60000038,450.1159973,143.4905243,24748.07031,1.424684048,2351400.0,50.0993309,49.47229004,43.29714584,39.43360901,46.08021961721563,44.9084816,63.87679291,78.24650574,39.94395828,30.07489967,45.77999877929688,48.85428619,107.4980011,39.45309654156616,147.9080811,2.867000103,7833.040039,41.30574036
2018-04-19,40.88231658935547,68.45061342989139,45.790000915527344,2693.129883,0.6950037480314819,40.46141161237444,1.238512754,15.96000004,446.2789917,141.9081573,24664.89063,1.43420577,3349300.0,49.86125183,47.08959961,43.27740479,39.25642014,46.32412322216326,45.93338013,63.42329407,77.15975189,39.88130951,30.10786819,46.08000183105469,47.58759308,107.0459976,39.58302563681973,145.8240204,2.914000034,7954.47998,40.38585663
2018-04-20,40.62339782714844,64.42028909348902,45.5,2670.139893,0.6874371847591263,40.63615090506418,1.237317443,16.87999916,385.9679871,141.0841675,24462.93945,1.429653883,4383000.0,50.02280807,46.07739258,43.08988571,38.75142288,46.45073889586117,46.84243011,63.77064896,76.81962585,39.46067047,30.19028091,46.25,46.95879745,107.0159988,39.67760492684961,145.1292877,2.950999975,7165.700195,39.92591095
2018-04-23,40.61447143554688,64.27977041199544,45.4900016784668,2670.290039,0.6729628468566276,40.66038567679269,1.237914801,16.34000015,394.644989,140.7845612,24448.68945,1.420434356,4123200.0,51.23023224,45.26225281,43.16884613,38.96405029,46.50541150398475,46.88699341,64.5329361,77.29247284,39.60386658,30.33040047,45.619998931884766,46.56693268,107.3460007,39.76277460945845,145.3303833,2.97300005,6890.52002,40.17991257
2018-04-24,40.3198356628418,59.65438434932384,45.15999984741211,2634.560059,0.6304497529923694,40.65528324672154,1.234552622,18.02000046,396.4570007,137.4325714,24024.13086,1.408649087,3590300.0,51.09418106,44.73377228,42.95171738,38.15784454,46.533082837460015,46.79786301,64.61978149,75.79090881,39.14740372,30.54469109,45.72999954223633,46.8859024,107.4319992,39.81341652340239,143.8038635,2.98300004,6973.529785,39.17077637
2018-04-25,40.92695617675781,65.20966933367392,45.84000015258789,2639.399902,0.638388426966749,40.70247541155134,1.227340221,17.84000015,379.6069946,140.2134094,24083.83008,1.400167942,5596100.0,50.70304489,44.56357193,43.09975433,37.59083939,46.61956270951377,47.33259964,64.33029938,76.21401978,39.12055206,30.2314949,45.9900016784668,46.82210541,107.8690033,39.91464740098016,142.5424347,3.023999929,6844.22998,39.34240341
2018-04-26,40.93587875366211,65.28532182167947,45.84999847412109,2666.939941,0.6380448765063704,40.722882407052175,1.22089684,16.23999977,386.4249878,146.0560455,24322.33984,1.393825293,3510400.0,50.51597977,45.20851898,43.30701447,37.87434006,46.66934664509114,46.73548126,65.66187286,80.83480072,39.56806183,30.37160873,45.9900016784668,48.34395599,108.7610016,40.00748661486034,145.2481232,2.99000001,7083.799805,40.96936798
2018-04-27,41.11445999145508,66.83955173710598,46.04999923706055,2669.909912,0.6447503431034463,40.77390234810965,1.224140048,15.40999985,416.8930054,143.4717712,24311.18945,1.39938426,2691800.0,50.56698608,45.78180313,43.0800209,38.37047577,46.77081891316812,46.66418457,67.1188736,81.90499115,40.01555634,30.49523544,46.2400016784668,48.05235291,108.8030014,40.10812055818714,144.699707,2.957000017,7456.109863,41.28514481
2018-04-30,40.51625442504883,57.545358000574936,45.380001068115234,2648.050049,0.5949362293781135,40.72160775320871,1.217166901,15.93000031,380.5429993,142.8070068,24163.15039,1.393922448,6682100.0,50.05682373,45.69221115,42.81354523,38.28186798,46.63335464207197,46.30769348,65.98993683,80.09648132,39.63965607,30.17379951,46.18000030517578,47.04081345,109.3639984,40.14522363699274,153.0544128,2.936000109,6853.839844,40.00828934
2018-05-01,40.20376205444336,53.37039829321844,45.02999877929688,2654.800049,0.5242000112330061,40.66165978567941,1.210961699,15.48999977,383.2319946,143.5373383,24099.05078,1.391943336,4567800.0,49.30006409,45.52202606,42.72472,37.73257828,46.45861080861001,46.84243011,65.71011353,84.67580414,40.12296295,29.17652893,45.9900016784668,48.59912491,109.3000031,40.15054531130643,149.3980865,2.976000071,6811.470215,40.67417908
2018-05-02,39.66807556152344,47.0664915593797,44.43000030517578,2635.669922,0.4200732823538189,40.52646037510464,1.212282777,15.97000027,370.2850037,141.608551,23924.98047,1.377107024,5756600.0,48.72185898,45.02041245,42.69511032,37.26303101,46.31559274763552,46.51267624,65.86451721,83.26551819,39.25480652,28.75618935,45.459999084472656,47.66960907,109.0979996,40.10668442496252,146.8751831,2.963999987,6636.319824,39.50028992
2018-05-03,38.92702865600586,40.02368041420135,43.59999847412109,2629.72998,0.2745904990897685,40.32748794555664,1.208123446,15.89999962,385.3139954,143.1066284,23930.15039,1.37722075,4873100.0,48.91742706,45.06519318,42.45824432,37.11242294,46.385326220463455,46.27921295,64.55224609,83.19082642,39.77391052,28.64903831,44.5,47.64227295,109.322998,39.999442991421,146.3267365,2.946000099,6911.089844,38.88932037
2018-05-04,39.1591682434082,42.90581519586055,43.86000061035156,2663.419922,0.1759972827173754,40.07494681222098,1.199155807,14.77000046,400.5079956,144.7264709,24262.50977,1.360932946,4056300.0,49.104496,47.01792526,42.66550064,37.52882385,46.4508533494968,47.06042099,65.71011353,83.09958649,40.54361343,28.71497345,44.130001068115234,48.37550735,109.8720016,39.923054377965286,150.8514862,2.944000006,7023.52002,39.34926605
2018-05-07,39.00738525390625,41.50152423772282,43.68999862670898,2672.629883,0.0846381734885071,39.79944774082729,1.195100188,14.75,398.526001,145.3725281,24357.32031,1.357386231,6399000.0,48.78987503,47.48371887,42.70497894,37.33390427,46.51926305959202,47.28489685,66.90660858,82.65161133,40.92846298,28.78915024,44.02000045776367,48.87961197,109.8270035,39.839811730323554,150.8240356,2.950000048,6770.72998,39.35613251
2018-05-08,39.23952102661133,44.49369851027832,43.95000076293945,2671.919922,0.0306139395963427,39.53159931727818,1.198925734,14.71000004,414.2430115,144.1927643,24360.21094,1.357238889,4788300.0,48.26269913,47.3493576,42.87275696,37.04154968,46.53340413990168,47.76079559,66.05747986,82.46080017,40.91055679,28.83036041,44.650001525878906,49.15457535,109.0960007,39.78523984816789,150.6138306,2.969000101,6834.759766,39.13645172
2018-05-09,39.01631546020508,42.2556242665132,43.70000076293945,2697.790039,-0.0298671884324406,39.317322322300505,1.195500135,13.42000008,430.5400085,145.6065826,24542.53906,1.35319829,3332100.0,49.27455521,47.62703323,43.15897369,37.01497269,46.56210698489172,48.27261734,65.56539917,83.93746948,41.20592499,28.98696136,44.16999816894531,49.80532455,109.1460037,39.71533763108036,150.1293335,3.003999949,6968.319824,39.84353256
2018-05-10,39.19488525390625,44.65417286881551,43.900001525878906,2723.070068,-0.0626674369525446,39.17319706508091,1.193374395,13.22999954,492.9410095,147.0485535,24739.5293,1.357036233,2778900.0,49.36808395,49.23938751,43.42544937,37.36935425,46.58597988234604,49.07177353,65.53642273,85.32286835,41.43861389,29.16172981,44.22999954223633,50.39191055,108.9430008,39.66802377860999,150.888031,2.970999956,7889.25,40.18677521
2018-05-11,39.266300201416016,45.626894950713385,43.97999954223633,2727.719971,-0.0819545596446928,39.11580058506557,1.186788678,12.64999962,492.7349854,147.5915985,24831.16992,1.355344057,3195200.0,50.75405884,49.47229004,43.50440598,37.33390427,46.58031839994781,48.89218521,66.02854156,86.42621613,41.10746765,29.54456139,44.33000183105469,50.10778427,109.0240021,39.63150345341053,151.1805267,2.970999956,7895.959961,41.3949852
