Date,Adj Close,rsi,Close,macd,ma_7,^GSPC,^VIX,Volume,000001.SS,^IRX,EURUSD=X,bolu,GBPUSD=X,JPY=X,CVX,^FVX,VWO,High,XOM,T,TSLA,bold,PG,LIN,PFE,QCOM,WMT,BAC,NFLX,ewm,^DJI
2013-01-16,22.11490631103516,56.73926869758125,28.38999938964844,0.287190737221195,22.13048825945173,1472.630005,13.42000008,2594000.0,2309.499023,0.071999997,1.330849051,28.992405123970283,1.607458591,88.75,78.08215332,0.741999984,35.11441422,28.450000762939453,60.90490723,19.37599945,6.820000172,27.149594947237407,53.14552307,93.42547607,18.20430756,50.19206238,56.00801468,10.24278069,13.92571354,21.836608683409303,13511.23047
2013-01-17,22.4187068939209,60.82466184694278,28.780000686645508,0.297149544583533,22.17945180620466,1480.939941,13.56999969,3913800.0,2284.908936,0.07,1.329080343,29.070675911053517,1.600256085,88.62999725,78.60969543,0.787,35.35755539,28.920000076293945,61.40182114,19.34104729,6.875999928,27.16099084462276,53.39845276,93.97322845,18.35481644,50.46319962,55.71667099,9.808028221,13.95714283,21.889526702546725,13596.01953
2013-01-18,22.309648513793945,58.68225514511327,28.63999938964844,0.2928658955885304,22.197256360735214,1485.97998,12.46000004,2959600.0,2317.070068,0.07,1.337255955,29.12680498605089,1.597699404,89.82099915,78.95223999,0.763000011,35.39676285,28.84000015258789,61.81024933,19.48086166,6.903999805,27.17286173656467,53.60540771,94.21390533,18.15642357,50.10684204,55.99991226,9.686299324,14.16714287,21.92771959447829,13649.7002
2013-01-22,22.67576789855957,63.34940369908813,29.11000061035156,0.3153783620200379,22.282942908150808,1492.560059,12.43000031,3957400.0,2315.138916,0.059999999,1.331150293,29.232158875522995,1.583782077,89.59999847,79.41127014,0.751999974,35.36539078,29.11000061035156,61.89196014,19.57990074,7.038000107,27.165507801316192,53.61305618,94.6288681,18.25220108,50.10684204,56.30744553,9.868894577,13.97285748,21.995723985758406,13712.20996
2013-01-23,22.325233459472656,56.74088977866331,28.65999984741211,0.3014594176500935,22.318553107125418,1494.810059,12.46000004,2113100.0,2320.910889,0.07,1.331398368,29.291856751506096,1.583907604,88.52899933,78.7946701,0.75,35.13794327,29.100000381469727,61.74217987,19.6789341,7.199999809,27.21514321797633,54.18024063,91.93160248,18.23167229,50.26952744,56.23460388,9.929757118,14.7514286,22.0256793924597,13779.33008
2013-01-24,22.61344718933105,60.39884039088905,29.030000686645508,0.3101102354953937,22.3708553314209,1494.819946,12.68999958,3201600.0,2302.5979,0.075000003,1.330849051,29.366074988743215,1.583280444,88.58000183,79.13036346,0.75999999,35.03598022,29.07999992370605,62.18465805,19.66145706,7.397999763,27.255925006170525,53.97328568,92.22206116,18.36849594,49.88994217,56.47737503,10.02540588,20.97999954,22.079112828538918,13825.33008
2013-01-25,22.56670188903809,59.5197583931927,28.96999931335449,0.3096249521827765,22.432058879307338,1502.959961,12.89000034,3000100.0,2291.303955,0.07,1.33693409,29.41157515803396,1.578282833,90.55799866,79.60993958,0.847000003,34.9496994,29.190000534057617,62.44333649,19.81874847,7.395999908,27.34842481653472,56.14235306,92.72831726,18.4711132,49.31666183,55.8380661,10.10365963,24.22285652,22.123439106766117,13895.98047
2013-01-28,22.309648513793945,54.79668081781246,28.63999938964844,0.2852105726199951,22.459879193987167,1500.180054,13.56999969,4184900.0,2346.504883,0.059999999,1.346601844,29.376376423555392,1.577510953,91.17900085,79.50035095,0.875,34.69087601,28.93000030517578,62.02130127,19.88282967,7.605999947,27.498623576444608,56.54090118,91.27593231,18.36165237,49.32440948,56.12129593,9.981928825,23.15857124,22.140367234677736,13881.92969
2013-01-29,22.29407119750977,54.51436908999219,28.6200008392334,0.2615895996108754,22.442074094499866,1507.839966,13.31000042,4451600.0,2358.977051,0.063000001,1.344628215,29.264402646250872,1.56985867,90.45999908,80.30194092,0.871999979,35.09872055,28.82999992370605,62.46376801,20.20323944,7.590000153,27.751264124684184,57.48363495,91.74901581,18.94998932,49.15398407,56.55829239,9.990624428,24.15999985,22.15434032220792,13954.41992
2013-01-30,22.348596572875977,55.38090415630479,28.690000534057617,0.2444516638111693,22.44763810294015,1501.959961,14.31999969,5410200.0,2382.475098,0.059999999,1.349163532,29.063596285757956,1.574803114,90.79000092,79.78123474,0.888999999,34.91833115,28.940000534057617,61.72176361,20.08672523,7.504000187,28.100070566557307,57.54494858,91.24274445,18.98449516,49.21596527,56.44500732,9.894979477,23.95714378,22.17199998135956,13910.41992
2013-01-31,22.22396469116211,52.90014854635291,28.530000686645508,0.2182965877765461,22.383094787597656,1498.109985,14.27999973,5417500.0,2385.422119,0.064999998,1.356833696,29.06668985780165,1.57977879,91.02100372,78.89060211,0.880999982,34.9496994,28.790000915527344,61.24529266,20.26732063,7.501999855,28.108977078436947,57.60626221,91.59960175,18.82577705,51.14492416,56.60686493,9.84280777,23.6057148,22.17672404588706,13860.58008
2013-02-01,22.33302116394043,54.80778050589289,28.670000076293945,0.2040166703325709,22.384207316807338,1513.170044,12.89999962,4740500.0,2419.02002,0.059999999,1.36109972,29.077288074227088,1.58702445,91.70700073,79.81551361,0.876999974,35.18500519,28.96999931335449,61.29291153,20.68676376,7.659999847,28.11837881114889,58.18877029,92.61212921,19.06730843,51.69495392,57.04386139,10.18191719,23.54285622,22.190932874801003,14009.79004
2013-02-04,22.15385627746582,51.14300457966573,28.440000534057617,0.1762113689088877,22.31855147225516,1495.709961,14.67000008,8153100.0,2428.154053,0.055,1.364870906,29.01867138339812,1.570499659,92.76999664,78.92484283,0.846000016,34.73009491,28.63999938964844,60.68704987,20.52364922,7.547999859,28.12432883785432,57.67525101,91.44193268,18.74986649,50.85054398,56.34788513,9.981928825,24.96285629,22.18756227504326,13880.08008
2013-02-05,22.88608169555664,62.25201886676545,29.3799991607666,0.2108296262860811,22.36417715890067,1511.290039,13.72000027,8805100.0,2433.129883,0.07,1.351168752,29.18417156705251,1.575547457,92.15299988,79.34275055,0.875,34.83205032,29.920000076293945,61.0886879,20.59355354,7.625999928,28.06349523694325,58.0201416,91.77390289,18.98449516,51.86538696,57.2704277,10.32973194,24.91285706,22.25106404054448,13979.2998
2013-02-06,23.65726852416992,69.99122654529566,30.3700008392334,0.2970687529947859,22.556694303240096,1512.119995,13.40999985,8367700.0,2434.477051,0.064999998,1.358142018,29.51534855248541,1.566661477,93.56999969,79.41127014,0.837000012,34.74577713,30.450000762939453,61.12272263,20.64016342,7.834000111,27.91531830745924,58.36505508,91.94818115,18.8533783,52.04357529,57.70743179,10.37320614,26.34428596,22.378900811783154,13986.51953
2013-02-07,23.587156295776367,68.61390991887984,30.280000686645508,0.3556566231882208,22.74142074584961,1509.390015,13.5,7516500.0,2418.530029,0.064999998,1.352393031,29.889708935008255,1.566416025,93.43499756,78.80150604,0.824999988,34.46341324,30.84000015258789,60.45820999,20.5469532,7.895999908,27.73862466535389,58.36505508,91.64941406,18.60494423,51.54777145,57.64268875,10.29495049,25.99428558,22.488742219418903,13944.0498
2013-02-08,23.540416717529297,67.65806928636053,30.21999931335449,0.393777220394842,22.91168076651437,1517.930054,13.02000046,4789500.0,2432.4021,0.064999998,1.338938951,30.1418144496703,1.571017861,93.63300323,79.22629547,0.828000009,34.7379303,30.479999542236328,60.70482635,20.5469532,7.84800005,27.674519066768497,58.05846405,92.62875366,18.54974174,51.86538696,57.84501266,10.22539425,25.85285759,22.58434899197439,13992.96973
2013-02-11,23.587156295776367,68.13610122869437,30.280000686645508,0.4228848088311956,23.106422424316406,1517.01001,12.93999958,4418500.0,2432.4021,0.064999998,1.336826921,30.341418066411823,1.580228209,92.53500366,79.22629547,0.838,34.72224808,30.450000762939453,60.47876358,20.52364922,7.684000015,27.67924881896415,58.10446167,92.11417389,18.72916412,52.04357529,57.78026581,10.31234169,25.41285706,22.675513292320023,13971.24023
2013-02-12,24.0000057220459,72.06389287314911,30.809999465942383,0.4738045567520466,23.34456307547433,1519.430054,12.64000034,5532200.0,2432.4021,0.082999997,1.340356708,30.583909137924984,1.565680265,94.19100189,79.81551361,0.869000018,34.77715683,30.82999992370605,60.6020546,20.73919296,7.578000069,27.64842442683332,58.23474884,92.10588074,18.62564659,51.04422379,57.78026581,10.65145206,25.42142868,22.795921695022376,14018.7002
2013-02-13,24.272647857666016,74.31556674484455,31.15999984741211,0.5300486942124181,23.647247586931503,1520.329956,12.97999954,6750000.0,2432.4021,0.085000001,1.345206976,30.882880480717397,1.567643881,93.30500031,79.76715851,0.901000023,34.91833115,31.15999984741211,60.74592209,20.63433266,7.690000057,27.613786363968483,58.67929459,92.76151276,18.63254738,50.70335007,57.77216721,10.5818882,26.61000061,22.930169527989975,13982.91016
2013-02-14,24.459604263305664,75.75845266809868,31.399999618530277,0.5829880742199975,23.87203652518136,1521.380005,12.65999985,7251700.0,2432.4021,0.094999999,1.344447494,31.20259601032807,1.553301573,93.2559967,79.89141846,0.856999993,34.88695526,31.540000915527344,60.64316177,20.55860519,7.653999805,27.589404124457904,58.84790039,92.29676056,18.6739521,50.76533127,57.31089783,10.5471077,26.77142906,23.069209049382312,13973.38965
2013-02-15,25.52544593811035,81.97526682143955,32.56999969482422,0.7028454648175391,24.138919012887136,1519.790039,12.46000004,15806000.0,2432.4021,0.094999999,1.335291743,31.745958403620225,1.548658848,92.95700073,79.37360382,0.86500001,34.83205032,32.56999969482422,60.53355408,20.59938431,7.407999992,27.403041637069872,58.66395569,91.41702271,18.83267784,50.68786621,56.08084488,10.46015835,27.0728569,23.29250331199395,13981.75977
2013-02-19,25.92514038085937,83.66686495159736,33.08000183105469,0.8206256498660451,24.47291673932757,1530.939941,12.31000042,7385600.0,2382.914063,0.100000001,1.334721446,32.34949853959478,1.547748089,93.65000153,80.0364151,0.880999982,34.84775162,33.099998474121094,61.19124222,20.7799778,7.855999947,27.22616814233068,59.30775833,91.90670776,19.12251091,50.87379837,55.64384842,10.59928131,28.06428528,23.53183395461808,14035.66992
2013-02-20,25.47059440612793,75.04173569677485,32.5,0.8672916356107585,24.74865640912737,1511.949951,14.68000031,7775100.0,2397.177979,0.115000002,1.339584708,32.793352592892425,1.542733788,93.70800018,79.39431,0.869000018,34.52616119,33.09000015258789,60.95144653,20.66346169,7.708000183,27.15431408394677,59.07784653,91.60793304,19.02590179,50.56390762,56.00801468,10.26017284,26.73142815,23.70808490475534,13927.54004
2013-02-21,25.164947509765625,69.82889846386144,32.11000061035156,0.8695875513919837,24.97405515398298,1502.420044,15.22000027,6469200.0,2325.950928,0.119999997,1.327316165,33.062612893490375,1.52299726,93.66000366,79.39431,0.836000025,34.13399506,32.43000030517578,60.69111633,20.64016342,7.032000065,27.22272048561932,59.04717255,91.25936127,18.9154892,50.21530914,56.85771561,9.929757118,26.73571396,23.840526959756275,13880.62012
2013-02-22,25.157102584838867,69.69507666015004,32.099998474121094,0.8608507101849163,25.139354705810547,1515.599976,14.17000008,4840700.0,2314.164063,0.119999997,1.319435239,33.30156356202552,1.526251554,93.15000153,80.06406403,0.828000009,34.26733398,32.459999084472656,61.10900879,20.78580856,7.222000122,27.31043639474125,59.00888062,92.26357269,18.89478683,50.30826187,56.97103119,9.94715023,25.69428635,23.9602156529456,14000.57031
2013-02-25,24.8436222076416,64.3852050149993,31.700000762939453,0.8191883605148114,25.220922470092773,1487.849976,18.98999977,5623500.0,2325.819092,0.115000002,1.319591999,33.46419105761185,1.509730101,94.22000122,78.39316559,0.776000023,33.7575264,32.43000030517578,60.0813942,20.50034523,6.875999928,27.44747562177048,58.18877029,90.91077423,18.52213097,50.19981766,57.00338745,9.590650558,25.61714363,24.040525339736146,13784.16992
2013-02-26,24.945505142211918,65.3102417184484,31.82999992370605,0.7853388521576328,25.290336881365096,1496.939941,16.87000084,4872100.0,2293.341064,0.109999999,1.306506395,33.53060210062532,1.516415238,92.39700317,79.37360382,0.762000024,33.98498154,31.8799991607666,60.63631058,20.67511749,6.886000156,27.686397843425773,58.31138992,91.77390289,18.65325356,50.56390762,57.54558563,9.677603722,26.29857063,24.122796230870307,13900.12988
2013-02-27,25.078733444213867,66.5343164880293,32.0,0.7604967503035027,25.226520810808456,1515.98999,14.72999954,4741000.0,2313.219971,0.100000001,1.306591749,33.59785155896824,1.512996674,92.11000061,80.54045105,0.782000005,34.29086304,32.099998474121094,61.3351059,20.88484001,7.019999981,27.947148326590845,58.82491302,93.13500214,18.9154892,50.85054398,57.99067307,9.834253311,26.33142853,24.20969961390154,14075.37012
2013-02-28,24.969013214111328,64.51528003654927,31.86000061035156,0.7236143245087128,25.08993121555873,1514.680054,15.51000023,5557100.0,2365.593018,0.100000001,1.315097332,33.63837510955471,1.516760111,92.3030014,80.88565826,0.768999994,34.12615585,32.15999984741211,61.34879303,20.91979218,6.96600008,28.231624776004377,58.38803482,93.82383728,18.88788605,50.85054398,57.27852249,9.773335457,26.86857033,24.27872812301152,14054.49023
2013-03-01,25.055221557617188,65.40361440116554,31.96999931335449,0.693348538829401,25.030592237200057,1518.199951,15.35999966,3819700.0,2359.506104,0.100000001,1.305994511,33.59424337790654,1.516530156,92.58200073,80.71307373,0.748000026,34.17321396,31.989999771118164,61.26659012,20.97804642,6.929999828,28.5954230522489,58.62564087,94.20559692,18.90168571,51.36185455,58.05540466,9.869065285,27.05285645,24.3493184352484,14089.66016
2013-03-04,25.09440803527832,65.8224538411666,32.02000045776367,0.664860607653857,25.020515169416157,1525.199951,14.01000023,3913500.0,2273.404053,0.085000001,1.301693439,33.52463167827942,1.503601074,93.56400299,81.12042999,0.75999999,33.87516403,32.119998931884766,60.93776321,21.10621071,7.116000175,28.99003475187602,58.77126312,93.69934082,19.10870934,51.61748505,59.28548813,9.929986,25.88714218,24.417053853432936,14127.82031
2013-03-05,25.243309020996094,67.43571407511521,32.209999084472656,0.6468423857057317,25.032830374581472,1539.790039,13.47999954,4107800.0,2326.305908,0.085000001,1.30361104,33.34786164193962,1.512859225,93.40100098,81.42420197,0.772000015,34.25947952,32.369998931884766,61.38990784,21.32175827,7.329999924,29.541804788215817,59.05485916,94.62548828,19.37095451,52.6555748,59.65771484,10.05182552,25.9614296,24.49216795957504,14253.76953
2013-03-06,25.32952308654785,68.36676283017898,32.31999969482422,0.632231597263825,25.102244785853795,1541.459961,13.52999973,3860000.0,2347.178955,0.092,1.304852724,33.27541287885918,1.513775349,93.28900146,81.79708099,0.80400002,34.439888,32.40999984741211,61.3556633,21.14116859,7.538000107,29.904586917690317,59.16980362,94.1999588,19.40545845,51.83914185,59.38258743,10.3738308,26.13428688,24.5682911529362,14296.24023
2013-03-07,25.52544593811035,70.43544540393461,32.56999969482422,0.6292086531987842,25.185093470982142,1544.26001,13.06000042,3024900.0,2324.292969,0.090000004,1.297858477,33.28196465007011,1.499677658,93.92700195,81.85919952,0.851000011,34.52616119,32.619998931884766,60.7733345,21.19941521,7.645999908,30.145368355199267,58.939888,94.00804901,19.50896645,51.93243408,59.33401489,10.66973019,25.93714333,24.65530522431567,14329.49023
2013-03-08,25.50194358825684,69.8453818486601,32.540000915527344,0.6177949494193591,25.24555206298828,1551.180054,12.59000015,4465000.0,2318.611084,0.086999997,1.311131477,33.31005098754548,1.502629638,94.9280014,81.86611176,0.897000015,34.83988953,32.77000045776367,60.95144653,21.36836052,7.693999767,30.33294872508065,59.15448761,94.81739044,19.45375633,51.82360077,59.48060226,10.50437641,26.38571358,24.73227234831032,14397.07031
2013-03-11,25.439245223999023,68.20386213961974,32.459999084472656,0.5968106117092731,25.312728064400808,1556.219971,11.56000042,2967300.0,2310.593018,0.086999997,1.298802495,33.262649591565506,1.491001844,96.16999817,81.97657776,0.897000015,34.68301392,32.65999984741211,61.08160782,21.32175827,7.820000172,30.596683446764573,59.28479004,94.6505127,19.49517059,51.86247253,59.43989944,10.57400131,25.77857018,24.79654260973656,14447.29004
2013-03-12,25.51761245727539,69.17889575127651,32.560001373291016,0.5798201479332867,25.37878390720912,1552.47998,12.27000046,3665200.0,2286.60498,0.092,1.303271174,33.16194261008767,1.49053514,96.6190033,81.64514923,0.870999992,34.33008194,32.689998626708984,61.08160782,21.3916626,7.823999882,30.92039038246604,59.14682007,94.21665192,19.28123665,52.12683868,59.94487381,10.45215797,26.01571465,24.862094414058276,14450.05957
2013-03-13,25.80758285522461,72.5349532428904,32.93000030517578,0.5830324357180388,25.48066602434431,1554.52002,11.82999992,4842700.0,2263.968018,0.085000001,1.302931666,33.09079688358534,1.49053514,95.81999969,81.72108459,0.876999974,34.00065613,32.95000076293945,61.15011978,21.32175827,7.796000004,31.211202844299574,58.86323929,94.0914917,19.33644485,51.90134811,59.98558426,10.49567127,27.47999954,24.94804790870976,14455.28027
2013-03-14,25.79191017150879,72.07811860242833,32.90999984741211,0.5776546985496402,25.559037617274694,1563.22998,11.30000019,3648400.0,2270.2771,0.090000004,1.295840263,33.07623588211084,1.49253726,96.01999664,82.85345459,0.876999974,34.17321396,32.9900016784668,61.54062653,21.47323036,7.369999886,31.41576387120539,59.31545258,94.78401184,19.39855957,51.76137924,59.63534546,10.53918839,26.90999985,25.02476265987331,14539.13965
2013-03-15,25.86244010925293,72.90513385024576,33.0,0.5724847320007136,25.635168620518275,1560.699951,11.30000019,6440700.0,2278.400879,0.082999997,1.301236272,33.07518925742804,1.509001255,95.96199799,82.63250732,0.833999991,33.89085007,33.0099983215332,61.22548294,21.22272301,7.058000088,31.57381040179234,58.51068115,94.73395538,19.33644485,50.5173111,59.04896164,10.93951797,26.40714264,25.10091515527145,14514.11035
2013-03-18,25.61949157714844,65.6877667134265,32.689998626708984,0.5425296361947822,25.648603711809432,1552.099976,13.35999966,3063800.0,2240.016113,0.071999997,1.289274573,33.1200133694464,1.510756612,94.88899994,82.25275421,0.810000002,33.51438141,33.0,60.8144455,21.05960274,7.03000021,31.574986261799523,58.372715,94.27506256,19.35024834,50.19850922,58.84535217,10.9308176,26.51285744,25.14805846635118,14452.05957
2013-03-19,25.627338409423828,65.80551146885666,32.70000076293945,0.5135038282526168,25.66651725769043,1548.339966,14.39000034,3608600.0,2257.434082,0.07,1.294498444,33.08759960911837,1.509889841,95.34300232,82.48062134,0.77700001,33.25555038,32.900001525878906,60.68427658,21.05378342,7.015999794,31.58840015945667,59.10084152,94.68388367,19.3157444,50.32292175,59.00822449,11.06136227,25.90999985,25.191629370266877,14455.82031
2013-03-20,25.87027740478516,69.31617804742322,33.0099983215332,0.5042906640731637,25.72809328351702,1558.709961,12.67000008,2792900.0,2317.375,0.063000001,1.286388755,33.14270511229996,1.509661794,95.05000305,83.09509277,0.791999996,33.45163727,33.130001068115234,60.7185173,21.08290482,7.190000057,31.564627943832047,59.46107864,94.81739044,19.52276611,51.1160202,59.44802856,11.12228107,26.14999962,25.25332464613217,14511.73047
2013-03-21,25.556798934936523,60.66165920172261,32.61000061035156,0.4663186413911013,25.733691351754324,1545.800049,13.98999977,2467600.0,2324.241943,0.059999999,1.294163346,33.17701645095413,1.509661794,95.95500183,83.08818817,0.797999978,33.14574051,32.970001220703125,60.40338898,21.05960274,7.202000141,31.581983373569784,59.1774559,92.83994293,19.39855957,50.81277847,59.56207657,10.93951797,25.9985714,25.28091321784166,14421.49023
2013-03-22,25.69002914428711,62.78817662674776,32.779998779296875,0.4418823595070087,25.71689796447754,1556.890015,13.56999969,2102800.0,2328.278076,0.064999998,1.290489078,33.214376426536724,1.518210888,94.91000366,83.66815186,0.790000021,33.24628448,32.81999969482422,61.17068481,21.22272301,7.323999882,31.59862336238336,59.22348404,93.10694885,19.58487892,51.25598526,60.49869919,10.9308176,25.89999962,25.318105574791247,14512.03027
2013-03-25,25.52544593811035,58.57569654461896,32.56999969482422,0.4045722833557228,25.67883164542062,1551.689941,13.73999977,2736500.0,2326.715088,0.057999998,1.302405596,33.231398618959865,1.524599433,94.82800293,82.97771454,0.787,33.17560577,33.0,60.98571014,21.19941521,7.506000042,31.65626776541921,58.77126312,93.56584167,19.43305397,51.06160736,60.9629631,10.79157066,25.82714272,25.336954698729347,14447.75
2013-03-26,25.729211807250977,61.97693957667233,32.83000183105469,0.3869850590278325,25.659799030848912,1563.77002,12.77000046,2210400.0,2297.668945,0.071999997,1.285842896,33.2137523569152,1.517911315,93.96299744,83.5300827,0.776000023,33.55257797,32.95000076293945,61.74613571,21.40331459,7.572000027,31.79191418513802,59.32310867,93.5324707,19.73669624,51.8002739,60.89778137,10.6871376,27.22999954,25.372614435867675,14559.65039
2013-03-27,25.83893585205078,63.705096393331935,32.970001220703125,0.3775487237802899,25.69114821297782,1562.849976,13.14999962,3384400.0,2301.26001,0.079999998,1.286008239,33.21908800253942,1.516300201,94.63500214,82.98461151,0.736999989,33.67825699,32.97999954223633,62.05443573,21.33340645,7.631999969,31.8799119109941,59.06251144,92.89835358,19.76429939,51.8469162,60.90594101,10.64362144,27.1771431,25.41500729188432,14526.16016
2013-03-28,26.434551239013672,71.32415184416504,33.72999954223633,0.4133665122326171,25.80646433149065,1569.189941,12.69999981,5931400.0,2236.302002,0.064999998,1.277791977,33.34616167185684,1.512905121,94.31600189,82.03872681,0.768999994,33.69395447,33.77000045776367,61.73245621,21.37419128,7.578000069,31.90250483713567,59.06251144,93.06520081,19.91612244,52.04909134,60.94666672,10.60011005,27.04000092,25.507693105259715,14578.54004
2013-04-01,26.403207778930664,70.48561587184975,33.689998626708984,0.4342178196204678,25.88259724208287,1562.170044,13.57999992,3459100.0,2234.39502,0.064999998,1.285016775,33.44311006111288,1.522301793,93.18000031,82.58415985,0.758000016,33.395504,33.79999923706055,62.18458176,21.70042229,8.786000252,31.9855563715857,59.55304337,92.68141174,19.90232277,51.31818771,61.43533707,10.57400131,26.06142807,25.58910353013889,14572.84961
2013-04-02,26.73235893249512,73.9492952658801,34.11000061035156,0.4718630348711237,26.05053438459124,1570.25,12.77999973,6904500.0,2227.73999,0.068000004,1.282051325,33.65518715016266,1.510802269,93.36199951,82.16300964,0.771000028,33.4269104,34.279998779296875,62.05443573,21.88684654,8.868000031,31.978479333398543,60.51875687,92.6146698,20.17146301,51.51257324,61.91585541,10.57400131,25.24142838,25.693035839444004,14662.00977
2013-04-03,26.04269218444824,58.46677411013236,33.22999954223633,0.4409636420196499,26.100914818899973,1553.689941,14.21000004,6548600.0,2225.294922,0.055,1.285016775,33.71540828811923,1.514004588,92.88899994,81.32065582,0.726000011,33.01065063,34.099998474121094,61.60911942,21.71789742,8.220000267,32.0435914728264,59.87496185,92.03895569,20.03344345,51.29486084,61.89957809,10.27810001,24.2485714,25.724822779898933,14550.34961
2013-04-04,26.324831008911133,61.974242498345006,33.59000015258789,0.4342362901185908,26.215112686157227,1559.97998,13.89000034,4015600.0,2225.294922,0.064999998,1.292824745,33.75935466711843,1.522626281,96.43699646,81.52087402,0.690999985,33.00279617,33.59000015258789,61.49951935,22.08491135,8.402000427,32.11264507348216,60.19684982,92.83159637,20.12315559,51.17044449,62.06248856,10.39123726,23.81285667,25.779368982536404,14606.11035
2013-04-05,25.99567413330078,56.02941878104933,33.16999816894531,0.397759482567718,26.25317873273577,1553.280029,13.92000008,3286100.0,2225.294922,0.059999999,1.292824745,33.76617230684724,1.522626281,96.43699646,81.14115906,0.675000012,32.95567322,33.25,60.97885513,22.14899445,8.274000168,32.16416076708667,59.95926285,92.59797668,20.08174706,50.66505051,62.21723557,10.41734695,23.52285767,25.799033087151347,14565.25
