,date,Adj Close,volume,twtr
104,2014-04-09,1872.1800537109373,3308650000,42.490002
105,2014-04-10,1833.0799560546875,3758780000,41.34
106,2014-04-11,1815.68994140625,3743460000,40.049999
107,2014-04-14,1830.6099853515625,3111540000,40.869999
108,2014-04-15,1842.97998046875,3736440000,45.52
109,2014-04-16,1862.31005859375,3155080000,44.419998
110,2014-04-17,1864.8499755859373,3341430000,45.009998
111,2014-04-21,1871.8900146484373,2642500000,46.130001
112,2014-04-22,1879.550048828125,3215440000,46.02
113,2014-04-23,1875.3900146484373,3085720000,45.950001
114,2014-04-24,1878.6099853515625,3191830000,44.82
115,2014-04-25,1863.4000244140625,3213020000,41.610001
116,2014-04-28,1869.4300537109373,4034680000,40.73
117,2014-04-29,1878.3299560546875,3647820000,42.619999
118,2014-04-30,1883.949951171875,3779230000,38.970001
119,2014-05-01,1883.6800537109373,3416740000,39.09
120,2014-05-02,1881.1400146484373,3159560000,39.02
121,2014-05-05,1884.6600341796875,2733730000,38.75
122,2014-05-06,1867.719970703125,3327260000,31.85
123,2014-05-07,1878.2099609375,3632950000,30.66
124,2014-05-08,1875.6300048828125,3393420000,31.959999
125,2014-05-09,1878.47998046875,3025020000,32.049999
126,2014-05-12,1896.6500244140625,3005740000,33.939999
127,2014-05-13,1897.449951171875,2915680000,33.389999
128,2014-05-14,1888.530029296875,2822060000,32.849998
129,2014-05-15,1870.8499755859373,3552640000,32.77
130,2014-05-16,1877.8599853515625,3173650000,32.259998
131,2014-05-19,1885.0799560546875,2664250000,32.07
132,2014-05-20,1872.8299560546875,3007700000,31.77
133,2014-05-21,1888.030029296875,2777140000,31.75
134,2014-05-22,1892.489990234375,2759800000,31.52
135,2014-05-23,1900.530029296875,2396280000,30.5
136,2014-05-27,1911.9100341796875,2911020000,30.51
137,2014-05-28,1909.780029296875,2976450000,33.77
138,2014-05-29,1920.030029296875,2709050000,34.0
139,2014-05-30,1923.5699462890625,3263490000,32.439999
140,2014-06-02,1924.969970703125,2509020000,31.75
141,2014-06-03,1924.239990234375,2867180000,32.580002
142,2014-06-04,1927.8800048828125,2793920000,32.900002
143,2014-06-05,1940.4599609375,3113270000,33.889999
144,2014-06-06,1949.43994140625,2864300000,33.330002
145,2014-06-09,1951.27001953125,2812180000,34.470001
146,2014-06-10,1950.7900390625,2702360000,35.369999
147,2014-06-11,1943.8900146484373,2710620000,35.540001
148,2014-06-12,1930.1099853515625,3040480000,36.790001
149,2014-06-13,1936.1600341796875,2598230000,36.900002
150,2014-06-16,1937.780029296875,2926130000,38.02
151,2014-06-17,1941.989990234375,2971260000,38.02
152,2014-06-18,1956.97998046875,3065220000,38.740002
153,2014-06-19,1959.47998046875,2952150000,38.900002
154,2014-06-20,1962.8699951171875,4336240000,39.240002
155,2014-06-23,1962.6099853515625,2717630000,39.52
156,2014-06-24,1949.97998046875,3089700000,38.48
157,2014-06-25,1959.530029296875,3106710000,39.459999
158,2014-06-26,1957.219970703125,2778840000,41.439999
159,2014-06-27,1960.9599609375,4290590000,40.93
160,2014-06-30,1960.22998046875,3037350000,40.970001
161,2014-07-01,1973.3199462890625,3188240000,42.049999
162,2014-07-02,1974.6199951171875,2851480000,41.77
163,2014-07-03,1985.43994140625,1998090000,41.330002
164,2014-07-07,1977.6500244140625,2681260000,40.23
165,2014-07-08,1963.7099609375,3302430000,37.41
166,2014-07-09,1972.8299560546875,2858800000,38.060001
167,2014-07-10,1964.6800537109373,3165690000,37.84
168,2014-07-11,1967.5699462890625,2684630000,38.330002
169,2014-07-14,1977.0999755859373,2744920000,38.310001
170,2014-07-15,1973.280029296875,3328740000,37.880001
171,2014-07-16,1981.5699462890625,3390950000,37.43
172,2014-07-17,1958.1199951171875,3381680000,36.869999
173,2014-07-18,1978.219970703125,3106060000,37.049999
174,2014-07-21,1973.6300048828125,2611160000,38.049999
175,2014-07-22,1983.530029296875,2890480000,37.650002
176,2014-07-23,1987.010009765625,2869720000,37.75
177,2014-07-24,1987.97998046875,3203530000,38.709999
178,2014-07-25,1978.3399658203125,2638960000,38.16
179,2014-07-28,1978.9100341796875,2803320000,37.93
180,2014-07-29,1969.949951171875,3183300000,38.59
181,2014-07-30,1970.0699462890625,3448250000,46.299999
182,2014-07-31,1930.6700439453125,4193000000,45.189999
183,2014-08-01,1925.1500244140625,3789660000,44.130001
184,2014-08-04,1938.989990234375,3072920000,43.470001
185,2014-08-05,1920.2099609375,3462520000,43.830002
186,2014-08-06,1920.239990234375,3539150000,43.459999
187,2014-08-07,1909.5699462890625,3230520000,43.0
188,2014-08-08,1931.5899658203125,2902280000,43.130001
189,2014-08-11,1936.9200439453125,2784890000,43.27
190,2014-08-12,1933.75,2611700000,43.810001
191,2014-08-13,1946.719970703125,2718020000,44.150002
192,2014-08-14,1955.1800537109373,2609460000,45.330002
193,2014-08-15,1955.06005859375,3023380000,44.759998
194,2014-08-18,1971.739990234375,2638160000,45.119999
195,2014-08-19,1981.5999755859373,2656430000,45.09
196,2014-08-20,1986.510009765625,2579560000,45.060001
197,2014-08-21,1992.3699951171875,2638920000,45.110001
198,2014-08-22,1988.4000244140625,2301860000,45.98
199,2014-08-25,1997.9200439453125,2233880000,46.099998
200,2014-08-26,2000.02001953125,2451950000,48.169998
201,2014-08-27,2000.1199951171875,2344350000,48.060001
202,2014-08-28,1996.739990234375,2282400000,49.43
203,2014-08-29,2003.3699951171875,2259130000,49.75
204,2014-09-02,2002.280029296875,2819980000,51.02
205,2014-09-03,2000.719970703125,2809980000,49.330002
206,2014-09-04,1997.6500244140625,3072410000,50.240002
207,2014-09-05,2007.7099609375,2818300000,50.700001
208,2014-09-08,2001.5400390625,2789090000,52.0
209,2014-09-09,1988.43994140625,2882830000,50.610001
210,2014-09-10,1995.68994140625,2912430000,52.91
211,2014-09-11,1997.449951171875,2941690000,52.639999
212,2014-09-12,1985.5400390625,3206570000,52.110001
213,2014-09-15,1984.1300048828125,2776530000,49.380001
214,2014-09-16,1998.97998046875,3160310000,50.830002
215,2014-09-17,2001.5699462890625,3209420000,50.700001
216,2014-09-18,2011.3599853515625,3235340000,50.880001
217,2014-09-19,2010.4000244140625,4880220000,53.0
218,2014-09-22,1994.2900390625,3349670000,51.939999
219,2014-09-23,1982.77001953125,3279350000,52.169998
220,2014-09-24,1998.300048828125,3313850000,52.959999
221,2014-09-25,1965.989990234375,3273050000,51.450001
222,2014-09-26,1982.8499755859373,2929440000,51.889999
223,2014-09-29,1977.800048828125,3094440000,51.740002
224,2014-09-30,1972.2900390625,3951100000,51.580002
225,2014-10-01,1946.1600341796875,4188590000,50.060001
226,2014-10-02,1946.1700439453125,4012510000,51.849998
227,2014-10-03,1967.9000244140625,3560970000,53.939999
228,2014-10-06,1964.8199462890625,3358220000,53.490002
229,2014-10-07,1935.0999755859373,3687870000,53.529999
230,2014-10-08,1968.8900146484373,4441890000,55.419998
231,2014-10-09,1928.2099609375,4344020000,55.290001
232,2014-10-10,1906.1300048828125,4550540000,50.400002
233,2014-10-13,1874.739990234375,4352580000,48.490002
234,2014-10-14,1877.699951171875,4812010000,48.580002
235,2014-10-15,1862.489990234375,6090800000,49.990002
236,2014-10-16,1862.760009765625,5073150000,48.23
237,2014-10-17,1886.760009765625,4482120000,48.77
238,2014-10-20,1904.010009765625,3331210000,50.700001
239,2014-10-21,1941.280029296875,3987090000,50.630001
240,2014-10-22,1927.1099853515625,3761930000,49.080002
241,2014-10-23,1950.8199462890625,3789250000,49.669998
242,2014-10-24,1964.5799560546875,3078380000,49.950001
243,2014-10-27,1961.6300048828125,3538860000,48.560001
244,2014-10-28,1985.050048828125,3653260000,43.779999
245,2014-10-29,1982.300048828125,3740350000,42.080002
246,2014-10-30,1994.6500244140625,3586150000,41.799999
247,2014-10-31,2018.050048828125,4292290000,41.470001
248,2014-11-03,2017.81005859375,3555440000,40.209999
249,2014-11-04,2012.0999755859373,3956260000,40.900002
250,2014-11-05,2023.5699462890625,3766590000,40.369999
251,2014-11-06,2031.2099609375,3669770000,40.84
252,2014-11-07,2031.9200439453125,3704280000,40.310001
253,2014-11-10,2038.260009765625,3284940000,39.59
254,2014-11-11,2039.6800537109373,2958320000,39.59
255,2014-11-12,2038.25,3246650000,42.540001
256,2014-11-13,2039.3299560546875,3455270000,40.040001
257,2014-11-14,2039.8199462890625,3227130000,41.849998
258,2014-11-17,2041.3199462890625,3152890000,40.470001
259,2014-11-18,2051.800048828125,3416190000,40.610001
260,2014-11-19,2048.719970703125,3390850000,39.709999
261,2014-11-20,2052.75,3128290000,39.810001
262,2014-11-21,2063.5,3916420000,40.029999
263,2014-11-24,2069.409912109375,3128060000,40.189999
264,2014-11-25,2067.030029296875,3392940000,39.759998
265,2014-11-26,2072.830078125,2745260000,41.130001
266,2014-11-28,2067.56005859375,2504640000,41.740002
267,2014-12-01,2053.43994140625,4159010000,39.040001
268,2014-12-02,2066.550048828125,3686650000,38.91
269,2014-12-03,2074.330078125,3612680000,39.060001
270,2014-12-04,2071.919921875,3408340000,38.790001
271,2014-12-05,2075.3701171875,3419620000,38.490002
272,2014-12-08,2060.31005859375,3800990000,36.290001
273,2014-12-09,2059.820068359375,3970150000,37.049999
274,2014-12-10,2026.1400146484373,4114440000,36.349998
275,2014-12-11,2035.3299560546875,3917950000,36.700001
276,2014-12-12,2002.3299560546875,4157650000,37.099998
277,2014-12-15,1989.6300048828125,4361990000,36.849998
278,2014-12-16,1972.739990234375,4958680000,35.130001
279,2014-12-17,2012.8900146484373,4942370000,35.57
280,2014-12-18,2061.22998046875,4703380000,36.73
281,2014-12-19,2070.64990234375,6465530000,37.080002
282,2014-12-22,2078.5400390625,3369520000,38.43
283,2014-12-23,2082.169921875,3043950000,37.57
284,2014-12-24,2081.8798828125,1416980000,37.610001
285,2014-12-26,2088.77001953125,1735230000,37.599998
286,2014-12-29,2090.570068359375,2452360000,36.419998
287,2014-12-30,2080.35009765625,2440280000,35.860001
288,2014-12-31,2058.89990234375,2606070000,35.869999
289,2015-01-02,2058.199951171875,2708700000,36.560001
290,2015-01-05,2020.5799560546875,3799120000,36.380001
291,2015-01-06,2002.6099853515625,4460110000,38.759998
292,2015-01-07,2025.9000244140625,3805480000,37.279999
293,2015-01-08,2062.139892578125,3934010000,39.09
294,2015-01-09,2044.81005859375,3364140000,40.169998
295,2015-01-12,2028.260009765625,3456460000,39.369999
296,2015-01-13,2023.030029296875,4107300000,39.650002
297,2015-01-14,2011.27001953125,4378680000,39.849998
298,2015-01-15,1992.6700439453125,4276720000,36.93
299,2015-01-16,2019.4200439453125,4056410000,37.310001
300,2015-01-20,2022.550048828125,3944340000,37.57
301,2015-01-21,2032.1199951171875,3730070000,37.830002
302,2015-01-22,2063.14990234375,4176050000,39.07
303,2015-01-23,2051.820068359375,3573560000,39.419998
304,2015-01-26,2057.090087890625,3465760000,40.099998
305,2015-01-27,2029.550048828125,3329810000,38.919998
306,2015-01-28,2002.1600341796875,4067530000,37.150002
307,2015-01-29,2021.25,4127140000,36.68
308,2015-01-30,1994.989990234375,4568650000,37.529999
309,2015-02-02,2020.8499755859373,4008330000,37.459999
310,2015-02-03,2050.030029296875,4615900000,39.790001
311,2015-02-04,2041.510009765625,4141920000,40.720001
312,2015-02-05,2062.52001953125,3821990000,41.259998
313,2015-02-06,2055.469970703125,4232970000,48.009998
314,2015-02-09,2046.739990234375,3549540000,47.32
315,2015-02-10,2068.590087890625,3669850000,46.259998
316,2015-02-11,2068.530029296875,3596860000,47.5
317,2015-02-12,2088.47998046875,3788350000,47.950001
318,2015-02-13,2096.989990234375,3527450000,48.5
319,2015-02-17,2100.340087890625,3361750000,48.029999
320,2015-02-18,2099.679931640625,3370020000,47.82
321,2015-02-19,2097.449951171875,3247100000,48.700001
322,2015-02-20,2110.300048828125,3281600000,49.110001
323,2015-02-23,2109.659912109375,3093680000,48.470001
324,2015-02-24,2115.47998046875,3199840000,48.689999
325,2015-02-25,2113.860107421875,3312340000,48.549999
326,2015-02-26,2110.739990234375,3408690000,49.41
327,2015-02-27,2104.5,3547380000,48.080002
328,2015-03-02,2117.389892578125,3409490000,48.150002
329,2015-03-03,2107.780029296875,3262300000,47.709999
330,2015-03-04,2098.530029296875,3421110000,47.57
331,2015-03-05,2101.0400390625,3103030000,47.349998
332,2015-03-06,2071.260009765625,3853570000,46.75
333,2015-03-09,2079.429931640625,3349090000,47.59
334,2015-03-10,2044.1600341796875,3668900000,45.84
335,2015-03-11,2040.239990234375,3406570000,46.27
336,2015-03-12,2065.949951171875,3405860000,47.07
337,2015-03-13,2053.39990234375,3498560000,46.66
338,2015-03-16,2081.18994140625,3295600000,46.43
339,2015-03-17,2074.280029296875,3221840000,46.93
340,2015-03-18,2099.5,4128210000,47.200001
341,2015-03-19,2089.27001953125,3305220000,47.93
342,2015-03-20,2108.10009765625,5554120000,48.439999
343,2015-03-23,2104.419921875,3267960000,48.459999
344,2015-03-24,2091.5,3189820000,51.470001
345,2015-03-25,2061.050048828125,3521140000,49.5
346,2015-03-26,2056.14990234375,3510670000,49.919998
347,2015-03-27,2061.02001953125,3008550000,50.009998
348,2015-03-30,2086.239990234375,2917690000,49.889999
349,2015-03-31,2067.889892578125,3376550000,50.080002
350,2015-04-01,2059.68994140625,3543270000,50.470001
351,2015-04-02,2066.9599609375,3095960000,50.419998
352,2015-04-06,2080.6201171875,3302970000,50.84
353,2015-04-07,2076.330078125,3065510000,52.869999
354,2015-04-08,2081.89990234375,3265330000,52.299999
355,2015-04-09,2091.179931640625,3172360000,52.169998
356,2015-04-10,2102.06005859375,3156200000,51.939999
357,2015-04-13,2092.429931640625,2908420000,51.619999
358,2015-04-14,2095.840087890625,3301270000,51.200001
359,2015-04-15,2106.6298828125,4013760000,51.299999
360,2015-04-16,2104.989990234375,3434120000,52.029999
361,2015-04-17,2081.179931640625,3627600000,50.66
362,2015-04-20,2100.39990234375,3000160000,51.400002
363,2015-04-21,2097.2900390625,3243410000,51.32
364,2015-04-22,2107.9599609375,3348480000,51.73
365,2015-04-23,2112.929931640625,3636670000,51.41
366,2015-04-24,2117.68994140625,3375780000,50.82
367,2015-04-27,2108.919921875,3438750000,51.66
368,2015-04-28,2114.760009765625,3546270000,42.27
369,2015-04-29,2106.85009765625,4074970000,38.490002
370,2015-04-30,2085.510009765625,4509680000,38.959999
371,2015-05-01,2108.2900390625,3379390000,37.84
372,2015-05-04,2114.489990234375,3091580000,37.880001
373,2015-05-05,2089.4599609375,3793950000,37.419998
374,2015-05-06,2080.14990234375,3792210000,37.259998
375,2015-05-07,2088.0,3676640000,37.709999
376,2015-05-08,2116.10009765625,3399440000,37.59
377,2015-05-11,2105.330078125,2992670000,37.310001
378,2015-05-12,2099.1201171875,3139520000,37.48
379,2015-05-13,2098.47998046875,3374260000,37.720001
380,2015-05-14,2121.10009765625,3225740000,37.330002
381,2015-05-15,2122.72998046875,3092080000,37.099998
382,2015-05-18,2129.199951171875,2888190000,37.279999
383,2015-05-19,2127.830078125,3296030000,37.5
384,2015-05-20,2125.85009765625,3025880000,36.779999
385,2015-05-21,2130.820068359375,3070460000,36.68
386,2015-05-22,2126.06005859375,2571860000,36.599998
387,2015-05-26,2104.199951171875,3342130000,36.509998
388,2015-05-27,2123.47998046875,3127960000,36.41
389,2015-05-28,2120.7900390625,2980350000,36.830002
390,2015-05-29,2107.389892578125,3927390000,36.669998
391,2015-06-01,2111.72998046875,3011710000,36.630001
392,2015-06-02,2109.60009765625,3049350000,36.400002
393,2015-06-03,2114.070068359375,3099980000,37.0
394,2015-06-04,2095.840087890625,3200050000,36.709999
395,2015-06-05,2092.830078125,3243690000,37.0
396,2015-06-08,2079.280029296875,2917150000,36.459999
397,2015-06-09,2080.14990234375,3034580000,35.880001
398,2015-06-10,2105.199951171875,3414320000,35.849998
399,2015-06-11,2108.860107421875,3128600000,35.84
400,2015-06-12,2094.110107421875,2719400000,35.900002
401,2015-06-15,2084.429931640625,3061570000,34.669998
402,2015-06-16,2096.2900390625,2919900000,34.82
403,2015-06-17,2100.43994140625,3222240000,34.689999
404,2015-06-18,2121.239990234375,3520360000,34.66
405,2015-06-19,2109.989990234375,4449810000,35.860001
406,2015-06-22,2122.85009765625,3030020000,35.549999
407,2015-06-23,2124.199951171875,3091190000,35.369999
408,2015-06-24,2108.580078125,3102480000,35.169998
409,2015-06-25,2102.31005859375,3214610000,35.169998
410,2015-06-26,2101.489990234375,5025470000,35.259998
411,2015-06-29,2057.639892578125,3678960000,34.209999
412,2015-06-30,2063.110107421875,4078540000,36.220001
413,2015-07-01,2077.419921875,3727260000,35.400002
414,2015-07-02,2076.780029296875,2996540000,35.720001
415,2015-07-06,2068.760009765625,3486360000,35.43
416,2015-07-07,2081.340087890625,4458660000,35.52
417,2015-07-08,2046.6800537109373,3608780000,34.759998
418,2015-07-09,2051.31005859375,3446810000,34.360001
419,2015-07-10,2076.6201171875,3065070000,34.91
420,2015-07-13,2099.60009765625,3096730000,35.779999
421,2015-07-14,2108.949951171875,3002120000,36.720001
422,2015-07-15,2107.39990234375,3261810000,35.66
423,2015-07-16,2124.2900390625,3227080000,36.099998
424,2015-07-17,2126.639892578125,3362750000,35.669998
425,2015-07-20,2128.280029296875,3245870000,35.810001
426,2015-07-21,2119.2099609375,3343690000,36.630001
427,2015-07-22,2114.14990234375,3694070000,36.09
428,2015-07-23,2102.14990234375,3772810000,36.189999
429,2015-07-24,2079.64990234375,3870040000,35.419998
430,2015-07-27,2067.639892578125,3836750000,34.700001
431,2015-07-28,2093.25,4117740000,36.540001
432,2015-07-29,2108.570068359375,4038900000,31.24
433,2015-07-30,2108.6298828125,3579410000,31.469999
434,2015-07-31,2103.840087890625,3681340000,31.01
435,2015-08-03,2098.0400390625,3476770000,29.27
436,2015-08-04,2093.320068359375,3546710000,29.34
437,2015-08-05,2099.840087890625,3968680000,28.48
438,2015-08-06,2083.56005859375,4246570000,27.540001
439,2015-08-07,2077.570068359375,3602320000,27.040001
440,2015-08-10,2104.179931640625,3514460000,29.5
441,2015-08-11,2084.070068359375,3708880000,29.620001
442,2015-08-12,2086.050048828125,4269130000,29.389999
443,2015-08-13,2083.389892578125,3221300000,28.540001
444,2015-08-14,2091.5400390625,2795590000,29.059999
445,2015-08-17,2102.43994140625,2867690000,29.059999
446,2015-08-18,2096.919921875,2949990000,28.299999
447,2015-08-19,2079.610107421875,3512920000,27.610001
448,2015-08-20,2035.72998046875,3922470000,26.0
449,2015-08-21,1970.8900146484373,5018240000,25.870001
450,2015-08-24,1893.2099609375,6612690000,25.17
451,2015-08-25,1867.6099853515625,5183560000,24.379999
452,2015-08-26,1940.510009765625,5338250000,25.030001
453,2015-08-27,1987.6600341796875,5006390000,26.459999
454,2015-08-28,1988.8699951171875,3949080000,26.83
455,2015-08-31,1972.1800537109373,3915100000,27.790001
456,2015-09-01,1913.8499755859373,4371850000,27.030001
457,2015-09-02,1948.8599853515625,3742620000,27.82
458,2015-09-03,1951.1300048828125,3520700000,28.299999
459,2015-09-04,1921.219970703125,3167090000,28.15
460,2015-09-08,1969.4100341796875,3548650000,27.18
461,2015-09-09,1942.0400390625,3652120000,27.18
462,2015-09-10,1952.2900390625,3626320000,27.709999
463,2015-09-11,1961.050048828125,3218590000,27.389999
464,2015-09-14,1953.030029296875,3000200000,26.9
465,2015-09-15,1978.0899658203125,3239860000,27.17
466,2015-09-16,1995.31005859375,3630680000,27.75
467,2015-09-17,1990.199951171875,4183790000,27.41
468,2015-09-18,1958.030029296875,6021240000,27.959999
469,2015-09-21,1966.969970703125,3269350000,27.379999
470,2015-09-22,1942.739990234375,3808260000,26.83
471,2015-09-23,1938.760009765625,3190530000,26.790001
472,2015-09-24,1932.239990234375,4091530000,26.6
473,2015-09-25,1931.3399658203125,3721870000,25.290001
474,2015-09-28,1881.77001953125,4326660000,25.26
475,2015-09-29,1884.0899658203125,4132390000,25.59
476,2015-09-30,1920.030029296875,4525070000,26.940001
477,2015-10-01,1923.8199462890625,3983600000,24.68
478,2015-10-02,1951.3599853515625,4378570000,26.309999
479,2015-10-05,1987.050048828125,4334490000,28.15
480,2015-10-06,1979.9200439453125,4202400000,27.620001
481,2015-10-07,1995.8299560546875,4666470000,29.83
482,2015-10-08,2013.4300537109373,3939140000,30.32
483,2015-10-09,2014.8900146484373,3706900000,30.85
484,2015-10-12,2017.4599609375,2893250000,28.75
485,2015-10-13,2003.68994140625,3401920000,29.059999
486,2015-10-14,1994.239990234375,3644590000,29.379999
487,2015-10-15,2023.8599853515625,3746290000,29.709999
488,2015-10-16,2033.1099853515625,3595430000,31.15
489,2015-10-19,2033.6600341796875,3287320000,30.91
490,2015-10-20,2030.77001953125,3331500000,30.91
491,2015-10-21,2018.93994140625,3627790000,29.299999
492,2015-10-22,2052.510009765625,4430850000,29.15
493,2015-10-23,2075.14990234375,4108460000,30.280001
494,2015-10-26,2071.179931640625,3385800000,30.889999
495,2015-10-27,2065.889892578125,4216880000,31.34
496,2015-10-28,2090.35009765625,4698110000,30.870001
497,2015-10-29,2089.409912109375,4008940000,29.059999
498,2015-10-30,2079.360107421875,4256200000,28.459999
499,2015-11-02,2104.050048828125,3760020000,29.200001
500,2015-11-03,2109.7900390625,4272060000,29.129999
501,2015-11-04,2102.31005859375,4078870000,29.360001
502,2015-11-05,2099.929931640625,4051890000,28.66
503,2015-11-06,2099.199951171875,4369020000,28.280001
504,2015-11-09,2078.580078125,3882350000,27.09
505,2015-11-10,2081.719970703125,3821440000,27.049999
506,2015-11-11,2075.0,3692410000,26.5
507,2015-11-12,2045.969970703125,4016370000,26.129999
508,2015-11-13,2023.0400390625,4278750000,25.18
509,2015-11-16,2053.18994140625,3741240000,25.41
510,2015-11-17,2050.43994140625,4427350000,25.23
511,2015-11-18,2083.580078125,3926390000,25.9
512,2015-11-19,2081.239990234375,3628110000,26.32
513,2015-11-20,2089.169921875,3929600000,26.27
514,2015-11-23,2086.590087890625,3587980000,25.200001
515,2015-11-24,2089.139892578125,3884930000,25.52
516,2015-11-25,2088.8701171875,2852940000,26.059999
517,2015-11-27,2090.110107421875,1466840000,25.75
518,2015-11-30,2080.409912109375,4275030000,25.4
519,2015-12-01,2102.6298828125,3712120000,25.530001
