Date,High,Low,Open,Close,Volume,Adj Close,ewm_short,ma_short,rsi,macd,bolu,bold
1990-01-30,325.7300109863281,319.8299865722656,325.20001220703125,322.9800109863281,186030000,322.9800109863281,337.91504791544,340.49047706240697,14.677981672396854,,361.4999423777327,318.01839461771004
1990-01-31,329.0799865722656,322.9800109863281,322.9800109863281,329.0799865722656,189660000,329.0799865722656,337.11186052060594,339.03285725911456,29.474582521478922,,358.65292765316815,317.6620747882381
1990-02-01,329.8599853515625,327.760009765625,329.0799865722656,328.7900085449219,154580000,328.7900085449219,336.3553285228165,337.60571434384303,29.21520552216549,,355.99819498594167,317.6198063161416
1990-02-02,332.1000061035156,328.0899963378906,328.7900085449219,330.9200134277344,164400000,330.9200134277344,335.86120896871813,336.4271429152716,33.82198800897032,,353.5192007175688,317.82846672220984
1990-02-05,332.1600036621094,330.45001220703125,330.9200134277344,331.8500061035156,130950000,331.8500061035156,335.49655416279063,335.45809500558033,35.786996048064964,,350.6785057509716,318.5321621770883
1990-02-06,331.8599853515625,328.20001220703125,331.8500061035156,329.6600036621094,134070000,329.6600036621094,334.96595866272867,334.30904715401783,33.28091223827194,-6.090939357081368,347.81360808727,319.27439341826386
1990-02-07,333.760009765625,326.54998779296875,329.6600036621094,333.75,186710000,333.75,334.855416966117,333.55333310081846,41.51769863117097,-5.419475049424818,345.6200224065606,319.894979017593
1990-02-08,336.0899963378906,332.0,333.75,332.9599914550781,176240000,332.9599914550781,334.6831055560225,332.86999947684154,40.47820343767847,-4.8946592501500845,342.6291645449091,321.3881694394659
1990-02-09,334.6000061035156,332.4100036621094,333.0199890136719,333.6199951171875,146910000,333.6199951171875,334.58645915249207,332.15999930245533,41.78946710662774,-4.3750493232549275,341.0290466516325,322.07762143918785
1990-02-12,333.6199951171875,329.9700012207031,333.6199951171875,330.0799865722656,118390000,330.0799865722656,334.17677982701696,331.69095139276413,37.072059922340124,-4.20048326077233,340.24915491555555,322.1961789467491
1990-02-13,331.6099853515625,327.9200134277344,330.0799865722656,331.0199890136719,144490000,331.0199890136719,333.8897988439856,331.40618896484375,39.039907703668646,-3.9408602733502107,339.2462666413016,322.3884003101958
1990-02-14,333.20001220703125,330.6400146484375,331.0199890136719,332.010009765625,138530000,332.010009765625,333.718908927771,330.989998953683,41.12803289609449,-3.613565846885308,338.1608234096398,322.8131776483029
1990-02-15,335.2099914550781,331.6099853515625,332.010009765625,334.8900146484375,174620000,334.8900146484375,333.82537308419523,330.87047613234745,46.83339787578528,-3.086214372856375,337.62234638656287,323.05698710953084
1990-02-16,335.6400146484375,332.4200134277344,334.8900146484375,332.7200012207031,166840000,332.7200012207031,333.7248847329687,330.60999988374255,43.419040419132294,-2.8109832136746036,336.29024753742056,323.82108669109505
1990-02-20,332.7200012207031,326.260009765625,332.7200012207031,327.989990234375,147300000,327.989990234375,333.20353068764194,330.07857113792784,37.07433952824457,-2.9406350825848904,335.8665431964078,323.7897912355583
1990-02-21,328.1700134277344,324.4700012207031,327.9100036621094,327.6700134277344,159240000,327.6700134277344,332.700483664014,329.94952392578125,36.683816651637365,-3.0342278865903722,335.76998064863085,323.46202110104355
1990-02-22,330.9800109863281,325.70001220703125,327.6700134277344,325.70001220703125,184320000,325.70001220703125,332.0640771679246,329.6680966331845,34.289060376820316,-3.230128580991561,335.76803137594044,323.33863773213255
1990-02-23,326.1499938964844,322.1000061035156,325.70001220703125,324.1499938964844,148490000,324.1499938964844,331.3446150523391,329.3771434965588,32.49178198501748,-3.47044963321855,335.9837709680419,322.74489927935406
1990-02-26,328.6700134277344,323.9800109863281,324.1600036621094,328.6700134277344,148900000,328.6700134277344,331.10146945010234,329.50047810872394,42.03347048864925,-3.258614715710223,335.8945934329393,323.0174121822951
1990-02-27,331.94000244140625,328.4700012207031,328.67999267578125,330.260009765625,152590000,330.260009765625,331.0249731151498,329.7128601074219,44.97947763204695,-2.9286746626087847,335.80152036455,323.6561517545906
1990-02-28,333.4800109863281,330.1600036621094,330.260009765625,331.8900146484375,184400000,331.8900146484375,331.1036132545396,330.0314316522507,47.90261920926099,-2.5067705316342312,335.42171065474486,324.93562882279423
1990-03-01,334.3999938964844,331.0799865722656,331.8900146484375,332.739990234375,157930000,332.739990234375,331.252374798161,330.4961925688244,49.41191921544853,-2.0798473562758204,335.6126580178,325.3140143454812
1990-03-02,335.5400085449219,332.7200012207031,332.739990234375,335.5400085449219,164330000,335.5400085449219,331.64215968423014,330.80381266276044,54.12667308370838,-1.498298138771645,336.1430480406347,325.3632914775945
1990-03-05,336.3800048828125,333.489990234375,335.5400085449219,333.739990234375,140110000,333.739990234375,331.83287155242516,331.0395260765439,50.84596171822716,-1.1691849915539478,336.5927348649775,325.3302703026658
1990-03-06,337.92999267578125,333.57000732421875,333.739990234375,337.92999267578125,143640000,337.92999267578125,332.38715529091206,331.3733346121652,57.32942714227711,-0.5637635561964771,337.333911335748,325.08809285533266
1990-03-07,338.8399963378906,336.3299865722656,337.92999267578125,336.95001220703125,163580000,336.95001220703125,332.80196046510474,331.6161920456659,55.486027675871114,-0.161180947013861,338.2316738946912,324.9369967596057
1990-03-08,340.6600036621094,336.95001220703125,336.95001220703125,340.2699890136719,170900000,340.2699890136719,333.4808721513381,332.1214294433594,60.159781945977024,0.4209110526989548,339.42658468985354,324.536086208584
1990-03-09,340.2699890136719,336.8399963378906,340.1199951171875,337.92999267578125,150410000,337.92999267578125,333.88533765356016,332.32047671363466,55.71920645567859,0.6855029565431323,340.1352584097275,324.29374549652255
1990-03-12,339.0799865722656,336.1400146484375,337.92999267578125,338.6700134277344,114790000,338.6700134277344,334.32030817848505,332.5923825218564,56.805079585206265,0.9440253006617922,340.7300595362861,324.14094469548473
1990-03-13,338.6700134277344,335.3599853515625,338.6700134277344,336.0,145440000,336.0,334.4730074349864,332.7057160877046,51.86335508659402,0.9228206495319569,341.18200613801525,324.23433195606026
1990-03-14,337.6300048828125,334.92999267578125,336.0,336.8699951171875,145060000,336.8699951171875,334.6909154060956,333.029049827939,53.28927781700361,0.9650921641257355,341.5653882468465,324.48028334332287
1990-03-15,338.9100036621094,336.8699951171875,336.8699951171875,338.07000732421875,144410000,338.07000732421875,334.99810558047045,333.3647649855841,55.25802025957692,1.0829401403469774,342.1114874556914,324.5341831172253
1990-03-16,341.9100036621094,338.07000732421875,338.07000732421875,341.9100036621094,222520000,341.9100036621094,335.62645995152855,333.83619326636904,60.93240556781042,1.4692544718580507,343.0079376971481,324.3104003155472
1990-03-19,343.760009765625,339.1199951171875,341.9100036621094,343.5299987792969,142300000,343.5299987792969,336.3449634813257,334.2476210821243,63.06083047095533,1.8844091344203093,344.138316289086,324.0343542024506
1990-03-20,344.489990234375,340.8699951171875,343.5299987792969,341.57000732421875,177320000,341.57000732421875,336.8199674670432,334.66904994419644,58.88114983446564,2.0318454162572266,345.12534326218105,324.37932694452473
1990-03-21,342.3399963378906,339.55999755859375,341.57000732421875,339.739990234375,130990000,339.739990234375,337.0854240822552,335.22857375372024,55.202187415748476,1.9782189698882462,345.4247880590813,325.45754734944734
1990-03-22,339.7699890136719,333.6199951171875,339.739990234375,335.69000244140625,175930000,335.69000244140625,336.95856756945074,335.61047799246654,48.04732144435701,1.5905841925830373,345.17646598605256,326.5958677948719
1990-03-23,337.5799865722656,335.69000244140625,335.69000244140625,337.2200012207031,132070000,337.2200012207031,336.9823342650191,336.1590488978795,50.64962369648204,1.3908066008196442,344.08736905550205,328.95463127001875
1990-03-26,339.739990234375,337.2200012207031,337.2200012207031,337.6300048828125,116110000,337.6300048828125,337.0412134120913,336.8009541829427,51.35283950399935,1.2511428925599262,343.30893701249613,330.84206192956117
1990-03-27,341.5,337.0299987792969,337.6300048828125,341.5,131610000,341.5,337.4465576473557,337.4119059244792,57.50766962024371,1.4361792798522401,343.0629950169066,332.0666701035361
1990-03-28,342.5799865722656,340.6000061035156,341.5,342.0,142300000,342.0,337.8605069521416,337.970953078497,58.24274983968276,1.6046701328037898,343.1746677092167,332.9433295238563
1990-03-29,342.07000732421875,339.7699890136719,342.0,340.7900085449219,132190000,340.7900085449219,338.12682527875796,338.39476231166293,55.730216133829146,1.621868261830116,343.09589703484465,333.83576800421787
1990-03-30,341.4100036621094,338.2099914550781,340.7900085449219,339.94000244140625,139340000,339.94000244140625,338.29165956627145,338.7376200358073,53.96889724104372,1.5490529955523016,343.0363557908214,334.4206418898426
1990-04-02,339.94000244140625,336.3299865722656,339.94000244140625,338.70001220703125,124360000,338.70001220703125,338.3287825336132,338.88809640066967,51.41603851126386,1.3754343722728208,342.7821273066727,335.0535375696294
1990-04-03,343.760009765625,338.70001220703125,338.70001220703125,343.6400146484375,154310000,343.6400146484375,338.81162181677905,339.3595261346726,59.61245903223992,1.6178081884222024,343.1165633002775,335.274769707535
1990-04-04,344.1199951171875,340.3999938964844,343.6400146484375,341.0899963378906,159530000,341.0899963378906,339.0187467732438,339.51000249953495,54.50108916600592,1.5858453792827731,343.41267423885745,335.4283251101009
1990-04-05,342.8500061035156,340.6300048828125,341.0899963378906,340.7300109863281,144170000,340.7300109863281,339.1743162471605,339.69000244140625,53.799784034025194,1.5140142001539516,343.609629963611,335.4423699550088
1990-04-06,341.7300109863281,338.94000244140625,340.7300109863281,340.0799865722656,137490000,340.0799865722656,339.2566499130791,339.6809547061012,52.48644008934089,1.388628688316885,343.6790572456455,335.56327673872954
1990-04-09,341.8299865722656,339.8800048828125,340.0799865722656,341.3699951171875,114970000,341.3699951171875,339.44877220436166,339.8447643461682,54.842443834392164,1.3774740123892002,343.8014956996678,335.74717068216813
1990-04-10,342.4100036621094,340.6199951171875,341.3699951171875,342.07000732421875,136020000,342.07000732421875,339.68706630616686,340.00666881742933,56.11413250720102,1.4088783140051078,343.871046867236,336.17995309207384
1990-04-11,343.0,341.260009765625,342.07000732421875,341.9200134277344,141080000,341.9200134277344,339.8900614990366,340.28857421875,55.75183761109995,1.4054619054204522,343.8803476403046,336.72898666959117
1990-04-12,344.7900085449219,341.9100036621094,341.9200134277344,344.3399963378906,142470000,344.3399963378906,340.2946010298415,340.64428856259303,60.21490788943453,1.5798156418931626,344.28262361320367,336.8997107780724
1990-04-16,347.29998779296875,344.1000061035156,344.3399963378906,344.739990234375,142810000,344.739990234375,340.6987273211627,340.96190679640995,60.91661583888194,1.7303223201381002,345.0698338104575,336.5874995635659
1990-04-17,345.19000244140625,342.05999755859375,344.739990234375,344.67999267578125,127990000,344.67999267578125,341.0606605352189,341.09381103515625,60.7435540754091,1.8237357548850923,345.3471150776389,336.49421793017365
1990-04-18,345.3299865722656,340.1099853515625,344.67999267578125,340.7200012207031,147130000,340.7200012207031,341.0296915066266,340.9600016276042,50.53815303008879,1.560242851163423,345.3195584464848,336.4961072436193
1990-04-19,340.7200012207031,337.5899963378906,340.7200012207031,338.0899963378906,152930000,338.0899963378906,340.76244649128694,340.7942868187314,45.11671678953923,1.1262210373546964,345.3255323116117,336.3154670373466
1990-04-20,338.5199890136719,333.4100036621094,338.0899963378906,335.1199951171875,174260000,335.1199951171875,340.2494963663688,340.5742870512463,39.91002633285918,0.5364178546580547,345.4331300489445,336.1402026740373
1990-04-23,335.1199951171875,330.0899963378906,335.1199951171875,331.04998779296875,136150000,331.04998779296875,339.41317740515063,340.3533339727493,34.10201381612575,-0.25646462892689215,346.3263159757777,334.7726830476598
1990-04-24,332.9700012207031,329.7099914550781,331.04998779296875,330.3599853515625,137360000,330.3599853515625,338.5901599457335,340.02666655040923,33.21938671237521,-0.9297891099226945,347.2568847537165,333.12378032603607
1990-04-25,332.739990234375,330.3599853515625,330.3599853515625,332.0299987792969,133480000,332.0299987792969,337.9937816578756,339.75999959309894,37.439749014759556,-1.3135062035340752,347.7517970033662,331.7988672625842
1990-04-26,333.760009765625,330.6700134277344,332.0299987792969,332.9200134277344,141330000,332.9200134277344,337.53253000059004,339.35142880394346,39.62945742260136,-1.5281722028865943,347.8399197913215,330.783079272806
1990-04-27,333.57000732421875,328.7099914550781,332.9200134277344,329.1099853515625,130630000,329.1099853515625,336.7668441234057,338.7376185825893,34.12323549413891,-1.9828766107020783,348.10843160157503,329.47323343748747
1990-04-30,331.30999755859375,327.760009765625,329.1099853515625,330.79998779296875,122750000,330.79998779296875,336.22440263882055,338.2619033086868,38.223418993254604,-2.181714608841901,348.3568606466969,328.2351376443188
1990-05-01,332.8299865722656,330.79998779296875,330.79998779296875,332.25,149020000,332.25,335.8630933080187,337.89571271623885,41.58295739069526,-2.1969660312241786,348.4107061391049,327.5449579233951
1990-05-02,334.4800109863281,332.1499938964844,332.25,334.4800109863281,141610000,334.4800109863281,335.7373585515013,337.69476027715774,46.40977968953142,-2.005985887101815,347.9784230650714,327.1442403056968
1990-05-03,337.0199890136719,334.4700012207031,334.4800109863281,335.57000732421875,145560000,335.57000732421875,335.7221448035665,337.3104742140997,48.643456075862694,-1.746546056210093,347.5051362787864,326.9991941655495
1990-05-04,338.4599914550781,335.1700134277344,335.5799865722656,338.3900146484375,140550000,338.3900146484375,335.9646784258275,337.1819036574591,53.98695323175963,-1.2984197234517296,347.12438438152907,326.97361264809325
1990-05-07,341.07000732421875,338.1099853515625,338.3900146484375,340.5299987792969,132760000,340.5299987792969,336.3797075488702,337.1723792666481,57.59285451238033,-0.761815803034608,347.08613462543724,326.97719545268774
1990-05-08,342.0299987792969,340.1700134277344,340.5299987792969,342.010009765625,144230000,342.010009765625,336.8915532049388,337.2642851329985,59.93155394985216,-0.21465441003164187,347.13619422306306,326.96480370174163
1990-05-09,343.0799865722656,340.8999938964844,342.010009765625,342.8599853515625,152220000,342.8599853515625,337.43413794554095,337.33523704892116,61.25314775220912,0.28428381538770964,347.22167861239063,326.9373179696406
1990-05-10,344.9800109863281,342.7699890136719,342.8699951171875,343.82000732421875,158460000,343.82000732421875,338.01467152542074,337.4185703822545,62.747689704411016,0.7485330802399517,347.51614032448487,326.8225223952417
1990-05-11,352.30999755859375,343.82000732421875,343.82000732421875,352.0,234040000,352.0,339.28606502310976,337.89856974283856,72.48597073770142,1.756265873502855,348.77043531371925,326.13789395060365
1990-05-14,358.4100036621094,351.95001220703125,352.0,354.75,225410000,354.75,340.6918772937361,338.394284202939,74.86486318581086,2.745158906703182,351.2182117018396,324.65578528709267
1990-05-15,355.0899963378906,352.8399963378906,354.75,354.2799987792969,165730000,354.2799987792969,341.9271610651507,338.8485703241257,73.69214732247204,3.451155813608011,353.27848040791775,323.6048498736577
1990-05-16,354.67999267578125,351.95001220703125,354.2699890136719,354.0,159810000,354.0,343.02469187740974,339.2923801967076,72.9589260896436,3.942621797437255,355.1968378936482,322.83549344587004
1990-05-17,356.9200134277344,354.0,354.0,354.4700012207031,164770000,354.4700012207031,344.0651745449818,339.94714210146947,73.4367010255524,4.320236306106665,357.4698222347919,322.19550979645817
1990-05-18,354.6400146484375,352.5199890136719,354.4700012207031,354.6400146484375,162520000,354.6400146484375,345.0265236452959,340.7352382114955,73.61828244848425,4.580416991679954,359.29404923663003,322.1962838118725
1990-05-21,359.07000732421875,353.7799987792969,354.6400146484375,358.0,166280000,358.0,346.2059305866327,341.82476225353423,76.96902171056968,5.000096793416958,361.3636938377511,322.61297343926714
1990-05-22,360.5,356.0899963378906,358.0,358.42999267578125,203350000,358.42999267578125,347.31720895837344,343.12857200985866,77.36522861376355,5.306226004886753,363.2876129947282,323.4217213151677
1990-05-23,359.2900085449219,356.989990234375,358.42999267578125,359.2900085449219,172330000,359.2900085449219,348.4056452844233,344.50619216192337,78.17397865879667,5.5542062711846825,364.91984382416496,324.47082491769703
1990-05-24,359.55999755859375,357.8699951171875,359.2900085449219,358.4100036621094,155140000,358.4100036621094,349.3151324096675,345.7623828706287,75.21261203644028,5.614997186935227,366.2751095472102,325.7318911852116
1990-05-25,358.4100036621094,354.32000732421875,358.4100036621094,354.5799865722656,120250000,354.5799865722656,349.7937555153582,346.79381016322543,63.871904725743754,5.293108396530727,366.6417885617265,327.8958792849532
1990-05-29,360.6499938964844,354.54998779296875,354.5799865722656,360.6499938964844,137410000,360.6499938964844,350.78068627727873,348.29571533203125,71.26645637584978,5.464813109154022,366.94764970759525,330.4560174880428
1990-05-30,362.260009765625,360.0,360.6499938964844,360.8599853515625,199540000,360.8599853515625,351.6969861931227,349.7271437872024,71.48390363905841,5.553813976040033,367.4428679236102,332.8687999637596
1990-05-31,361.8399963378906,360.2300109863281,360.8599853515625,361.2300109863281,165690000,361.2300109863281,352.5636248106868,351.10714431036087,71.88762081924502,5.589770387045519,367.68592196701445,335.3654126684022
1990-06-01,363.5199890136719,361.2099914550781,361.260009765625,363.1600036621094,187860000,363.1600036621094,353.52693197899794,352.47285824730284,73.95853058285049,5.708199806989057,367.985107729737,337.7605597914219
1990-06-04,367.8500061035156,362.42999267578125,363.1600036621094,367.3999938964844,175520000,367.3999938964844,354.78811942604216,353.9885718936012,77.82353331215235,6.074168518724207,368.6490478441369,339.951952115173
1990-06-05,368.7799987792969,365.489990234375,367.3999938964844,366.6400146484375,199720000,366.6400146484375,355.86556444625995,355.3338099888393,75.65608017760286,6.231049723017577,369.4089174354909,341.8987495973867
1990-06-06,366.6400146484375,364.4200134277344,366.6400146484375,364.9599914550781,164030000,364.9599914550781,356.6923305379707,356.4971429734003,70.95172648807294,6.1489342896116455,369.563722067684,344.1376115504801
1990-06-07,365.9200134277344,361.6000061035156,365.9200134277344,363.1499938964844,160360000,363.1499938964844,357.2793908432901,357.5038088843936,66.17738861060589,5.870138241219422,369.0333123822495,346.7956894894953
1990-06-08,363.489990234375,357.67999267578125,363.1499938964844,358.7099914550781,142600000,358.7099914550781,357.4094454443618,358.2585710797991,56.189078925871016,5.23062389753818,367.79419608932506,349.6451380171203
1990-06-11,361.6300048828125,357.70001220703125,358.7099914550781,361.6300048828125,119550000,361.6300048828125,357.7931326660391,359.1066662016369,60.42008416177196,4.9029071906266495,367.2795366180997,351.2541313913404
1990-06-12,367.2699890136719,361.1499938964844,361.6300048828125,366.25,157100000,366.25,358.5619387873083,359.7852376302083,66.01274652095373,4.958822119737988,367.88216321465126,351.6368370294894
1990-06-13,367.0899963378906,364.510009765625,366.25,364.8999938964844,158910000,364.8999938964844,359.1381256154152,360.2685706728981,63.20242273212468,4.83842652466177,368.3800862389407,352.28191429003067
1990-06-14,364.8999938964844,361.6400146484375,364.8999938964844,362.8999938964844,135770000,362.8999938964844,359.4801136409669,360.6790466308594,59.18264642940096,4.529416568124418,368.31027759700584,353.3120561839186
1990-06-15,363.1400146484375,360.7099914550781,362.8900146484375,362.9100036621094,205130000,362.9100036621094,359.7919218247072,361.10333251953125,59.19663401465193,4.236495967318774,368.21645350446704,354.11821344703037
1990-06-18,362.9100036621094,356.8800048828125,362.9100036621094,356.8800048828125,133470000,356.8800048828125,359.5272021027167,361.21809459867933,48.42978865066204,3.477695070136008,367.74094884692755,355.0893846084761
1990-06-19,358.8999938964844,356.17999267578125,356.8800048828125,358.4700012207031,134930000,358.4700012207031,359.43109293162456,361.4004749116443,50.96248708227686,2.9703984047660583,367.66999483756706,355.25033800748497
1990-06-20,359.9100036621094,357.0,358.4700012207031,359.1000061035156,137420000,359.1000061035156,359.4009941290692,361.4528561546689,51.96904385884556,2.5893498581077665,367.65491811705334,355.2984154197305
1990-06-21,360.8800048828125,357.6300048828125,359.1000061035156,360.4700012207031,138570000,360.4700012207031,359.49817659194497,361.5499994187128,54.17197426337261,2.3705866487567846,367.6223005179295,355.4446998075913
1990-06-22,363.20001220703125,355.30999755859375,360.5199890136719,355.42999267578125,172570000,355.42999267578125,359.12834169047557,361.3661891392299,45.842058772965686,1.770123775752893,367.6572762233477,355.34639097229035
1990-06-25,356.4100036621094,351.9100036621094,355.4200134277344,352.30999755859375,133100000,352.30999755859375,358.50849222394083,361.0757126581101,41.57965899860199,1.0306148057804307,368.018972951684,354.7620278214279
1990-06-26,356.0899963378906,351.8500061035156,352.32000732421875,352.05999755859375,141420000,352.05999755859375,357.922265436182,360.9557131812686,41.24870233130714,0.41953951812934065,368.5494238978782,353.7032443557025
1990-06-27,355.8900146484375,351.2300109863281,352.05999755859375,355.1400146484375,146620000,355.1400146484375,357.669333546387,360.6933332170759,46.86054057493041,0.18169512023490597,368.81163966843104,352.74569675735023
1990-06-28,357.6300048828125,355.1600036621094,355.1600036621094,357.6300048828125,136120000,357.6300048828125,357.6657582133348,360.5395246233259,50.94036257937014,0.19191089419661012,368.7785619334253,352.34944099626216
1990-06-29,359.0899963378906,357.29998779296875,357.6400146484375,358.0199890136719,145510000,358.0199890136719,357.69796101336544,360.3866664341518,51.567545948456136,0.2288375321645617,368.5613682343489,352.1173009957943
1990-07-02,359.5799865722656,357.5400085449219,358.0199890136719,359.5400085449219,130200000,359.5400085449219,357.86541987987056,360.2142857142857,54.034112112155725,0.37641594295524783,367.8224921789265,352.155510750761
1990-07-03,360.7300109863281,359.44000244140625,359.5400085449219,360.1600036621094,130050000,360.1600036621094,358.0740184055286,359.86952427455356,55.039902142479775,0.5372087135446577,366.7978572708134,352.4941461064653
1990-07-05,360.1600036621094,354.8599853515625,360.1600036621094,355.67999267578125,128320000,355.67999267578125,357.85637970282426,359.3476184663318,47.03165562748583,0.29968412505667175,365.96643931986773,352.48156279601767
1990-07-06,359.0199890136719,354.6400146484375,355.69000244140625,358.4200134277344,111730000,358.4200134277344,357.90761913236156,359.03619094122024,51.663893972546745,0.32875131229383214,365.3962181416915,352.4321174295975
1990-07-09,360.04998779296875,358.1099853515625,358.4200134277344,359.5199890136719,119390000,359.5199890136719,358.0541982124807,358.8633335658482,53.42482705455059,0.4355256360753401,365.3437501440049,352.41125168704974
1990-07-10,359.739990234375,356.4100036621094,359.5199890136719,356.489990234375,147630000,356.489990234375,357.91199748719833,358.7576192220052,48.21419720937473,0.2725081736118682,365.1943371953467,352.2833300409814
1990-07-11,361.2300109863281,356.489990234375,356.489990234375,361.2300109863281,162220000,361.2300109863281,358.2136350780283,358.7385718936012,55.522404705469384,0.519803746782145,364.3075838199445,352.64608439294614
1990-07-12,365.4599914550781,360.57000732421875,361.2300109863281,365.44000244140625,213180000,365.44000244140625,358.8705775656081,358.7000005812872,60.812176690531885,1.0434699244941044,363.85391371687444,352.9320878700396
1990-07-13,369.67999267578125,365.45001220703125,365.45001220703125,367.30999755859375,215600000,367.30999755859375,359.63779756497036,358.8147626604353,62.92158547540957,1.5910316978674928,365.06172423754583,352.1576106827015
1990-07-16,369.7799987792969,367.30999755859375,367.30999755859375,368.95001220703125,149430000,368.95001220703125,360.4843625324304,359.1028587704613,64.71543619854393,2.132729051264789,366.60192524735623,351.26007629886783
1990-07-17,369.3999938964844,364.989990234375,368.95001220703125,367.5199890136719,176790000,367.5199890136719,361.123964939816,359.3223818824405,61.903159813622885,2.4187552807950397,367.8460217852659,350.8573117515179
1990-07-18,367.5199890136719,362.95001220703125,367.5199890136719,364.2200012207031,168760000,364.2200012207031,361.405422783533,359.6719055175781,55.869524864124855,2.3520388528592093,368.49922148419074,350.90877920754104
1990-07-19,365.32000732421875,361.2900085449219,364.2200012207031,365.32000732421875,161990000,365.32000732421875,361.7612941054135,359.9980962844122,57.361413669047934,2.3607140602799177,368.94216099371573,350.99650681227394
1990-07-20,366.6400146484375,361.5799865722656,365.32000732421875,361.6099853515625,177810000,361.6099853515625,361.74753876415434,360.1176191057478,51.08827148772529,2.0446519821180686,369.23583526118637,351.0644983976679
1990-07-23,361.6099853515625,350.0899963378906,361.6099853515625,355.30999755859375,209030000,355.30999755859375,361.162307745467,359.8719046456473,42.57383406879283,1.2711609917303122,369.28498950467906,350.7843433810631
1990-07-24,356.0899963378906,351.4599914550781,355.30999755859375,355.7900085449219,181920000,355.7900085449219,360.6739169090538,359.88904825846356,43.348549023096304,0.6889548415696822,369.21098792335795,350.94867801088685
1990-07-25,357.5199890136719,354.79998779296875,355.7900085449219,357.0899963378906,163530000,357.0899963378906,360.34810594803895,360.11666724795384,45.49319505539621,0.32866181462577515,368.99924223728465,351.4740894684445
1990-07-26,357.4700012207031,353.95001220703125,357.0899963378906,355.9100036621094,155040000,355.9100036621094,359.9446421038635,360.3000008719308,43.86976127826536,-0.051494950587823496,368.87499662980906,351.7673343028081
1990-07-27,355.94000244140625,352.1400146484375,355.8999938964844,353.44000244140625,149070000,353.44000244140625,359.3533112254583,360.2190479096912,40.603477537035346,-0.5457888674284277,369.0616323109355,351.28403215846555
1990-07-30,355.54998779296875,351.1499938964844,353.44000244140625,355.54998779296875,146470000,355.54998779296875,359.0075545497774,360.11999947684154,44.4110162542545,-0.7585184452566978,369.2132004199668,350.72713059403054
1990-07-31,357.5400085449219,353.9100036621094,355.54998779296875,356.1499938964844,175380000,356.1499938964844,358.747776308569,360.0309520903088,45.481277721627826,-0.8686790983145443,369.2253036627837,350.413027432594
1990-08-01,357.3500061035156,353.82000732421875,356.1499938964844,355.5199890136719,178260000,355.5199890136719,358.4543410999419,359.83952258882067,44.51221193255183,-0.9953446251418541,369.1769357569244,350.0067281835054
