date,open,high,low,close,adj close,volume
2012-05-01,63.340000,63.740002,63.290001,63.570000,48.380154,11899600
2012-05-02,63.660000,64.110001,63.400002,63.980000,48.692188,9689200
2012-05-03,64.290001,64.760002,64.160004,64.510002,49.095547,12079900
2012-05-04,64.529999,64.750000,64.239998,64.279999,48.920494,12006500
2012-05-07,63.459999,64.500000,63.360001,64.250000,48.897659,11124300
2012-05-08,64.129997,64.440002,64.110001,64.160004,48.829170,11481800
2012-05-09,63.930000,64.290001,63.570000,63.669998,48.456245,13842600
2012-05-10,64.000000,64.339996,63.830002,64.139999,48.813950,8109500
2012-05-11,64.059998,64.150002,63.619999,63.680000,48.463871,11318000
2012-05-14,63.500000,63.759998,63.299999,63.580002,48.387760,9902700
2012-05-15,63.720001,64.220001,63.500000,63.720001,48.494305,12824700
2012-05-16,64.339996,64.809998,64.000000,64.290001,48.928112,12375000
2012-05-17,64.120003,64.400002,63.910000,63.959999,48.676949,10261800
2012-05-18,64.190002,64.250000,63.400002,63.520000,48.342094,11583100
2012-05-21,63.660000,63.799999,62.950001,63.389999,48.243156,9553100
2012-05-22,63.430000,63.549999,62.980000,63.150002,48.060505,7535500
2012-05-23,63.000000,63.049999,62.040001,62.389999,47.482105,13765400
2012-05-24,62.490002,62.980000,62.230000,62.570000,47.619091,9178100
2012-05-25,62.580002,63.200001,62.400002,62.490002,47.558208,7377700
2012-05-29,62.639999,63.029999,62.619999,62.950001,47.908302,7401000
2012-05-30,62.639999,62.889999,62.240002,62.320000,47.428837,7493400
2012-05-31,62.599998,62.619999,61.980000,62.290001,47.405998,9268400
2012-06-01,61.759998,61.939999,61.200001,61.549999,46.842815,12728000
2012-06-04,61.689999,61.700001,61.099998,61.400002,46.728653,7768200
2012-06-05,61.209999,61.330002,61.020000,61.169998,46.553623,7855500
2012-06-06,61.270000,61.889999,61.160000,61.799999,47.033081,9622000
2012-06-07,62.080002,62.840000,61.720001,62.759998,47.763680,13904700
2012-06-08,63.040001,63.189999,62.570000,62.750000,47.756084,7697800
2012-06-11,62.990002,63.060001,62.500000,62.540001,47.596264,6345500
2012-06-12,62.500000,62.770000,62.209999,62.759998,47.763680,7814500
2012-06-13,62.610001,62.770000,62.270000,62.570000,47.619091,6838500
2012-06-14,62.759998,63.430000,62.700001,63.180000,48.083328,8389100
2012-06-15,63.529999,63.669998,62.520000,62.880001,47.855015,14126800
2012-06-18,62.560001,62.750000,61.790001,62.290001,47.405998,10289300
2012-06-19,62.410000,62.750000,62.099998,62.209999,47.345116,12844900
2012-06-20,60.889999,60.889999,59.740002,60.389999,45.960007,39133900
2012-06-21,60.360001,60.480000,59.750000,59.750000,45.472931,18876100
2012-06-22,59.770000,60.299999,59.759998,59.830002,45.533813,14395600
2012-06-25,59.540001,59.930000,59.250000,59.310001,45.138069,11745100
2012-06-26,59.450001,59.580002,59.070000,59.270000,45.107616,8794100
2012-06-27,59.240002,60.000000,59.150002,59.980000,45.647964,11454100
2012-06-28,59.700001,60.290001,59.330002,60.290001,45.883900,9207600
2012-06-29,60.650002,61.270000,60.540001,61.250000,46.614510,13301800
2012-07-02,61.040001,61.259998,60.779999,61.189999,46.568844,8914300
2012-07-03,61.130001,61.400002,60.820000,61.360001,46.698223,4817400
2012-07-05,61.439999,61.599998,61.189999,61.349998,46.690609,35413700
2012-07-06,61.220001,61.389999,60.860001,61.279999,46.637341,36773400
2012-07-09,61.119999,61.799999,61.119999,61.549999,46.842815,33492400
2012-07-10,61.709999,61.900002,61.490002,61.730000,46.979805,8651900
2012-07-11,61.770000,61.770000,60.980000,61.400002,46.728653,9975600
2012-07-12,62.840000,64.269997,62.700001,63.700001,48.479088,37140900
2012-07-13,63.930000,65.750000,63.770000,65.089996,49.536949,29170000
2012-07-16,64.620003,65.000000,64.239998,64.809998,49.323845,10675900
2012-07-17,64.639999,65.400002,64.540001,65.349998,49.734821,12565600
2012-07-18,64.830002,65.139999,64.349998,64.820000,49.759380,13387400
2012-07-19,64.949997,65.070000,64.529999,64.919998,49.836155,8077600
2012-07-20,64.519997,64.919998,64.400002,64.730003,49.690289,10121500
2012-07-23,64.400002,64.720001,64.230003,64.389999,49.429287,10711100
2012-07-24,64.480003,64.570000,63.720001,64.019997,49.145252,8271700
2012-07-25,64.120003,64.309998,63.889999,64.019997,49.145252,9424700
2012-07-26,64.589996,65.099998,64.440002,64.559998,49.559795,10472200
2012-07-27,64.680000,65.269997,64.559998,65.089996,49.966660,11141800
2012-07-30,64.889999,65.290001,64.500000,65.099998,49.974331,8388600
2012-07-31,64.790001,64.989998,64.500000,64.540001,49.544456,9327200
2012-08-01,64.870003,64.970001,63.900002,64.010002,49.137581,7782900
2012-08-02,63.660000,63.980000,63.240002,63.509998,48.753765,9462400
2012-08-03,64.709999,65.900002,64.699997,65.500000,50.281391,15279100
2012-08-06,65.230003,66.239998,65.199997,65.809998,50.519367,10034400
2012-08-07,65.919998,66.449997,65.910004,66.220001,50.834103,10463300
2012-08-08,66.010002,66.800003,65.959999,66.720001,51.217926,9673200
2012-08-09,66.589996,66.930000,66.400002,66.730003,51.225613,9677800
2012-08-10,66.680000,66.769997,66.209999,66.769997,51.256310,7293600
2012-08-13,66.559998,66.750000,66.349998,66.480003,51.033699,6633900
2012-08-14,66.529999,66.989998,66.190002,66.730003,51.225613,8887400
2012-08-15,66.860001,66.919998,66.559998,66.639999,51.156506,9873600
2012-08-16,66.580002,67.000000,66.449997,67.000000,51.432880,10165100
2012-08-17,66.870003,67.300003,66.629997,67.000000,51.432880,9394300
2012-08-20,66.930000,67.050003,66.550003,66.750000,51.240967,8938700
2012-08-21,66.760002,67.139999,66.680000,66.769997,51.256310,9145400
2012-08-22,66.570000,66.860001,66.510002,66.849998,51.317738,7749600
2012-08-23,66.800003,66.830002,66.589996,66.680000,51.187237,8006500
2012-08-24,66.599998,67.180000,66.330002,67.019997,51.448208,8580200
2012-08-27,66.930000,67.370003,66.860001,67.110001,51.517323,6419600
2012-08-28,66.870003,67.220001,66.849998,66.989998,51.425190,7605400
2012-08-29,66.970001,67.180000,66.800003,66.870003,51.333080,6752200
2012-08-30,66.639999,66.940002,66.620003,66.879997,51.340748,7285600
2012-08-31,67.139999,67.449997,66.889999,67.190002,51.578735,10088600
2012-09-04,67.220001,67.470001,67.010002,67.400002,51.739925,7628600
2012-09-05,67.209999,67.540001,67.209999,67.290001,51.655499,7741100
2012-09-06,67.680000,68.250000,67.599998,68.239998,52.384777,13200500
2012-09-07,68.160004,68.599998,67.980003,68.519997,52.599689,12656300
2012-09-10,68.410004,68.580002,68.120003,68.510002,52.592041,8920600
2012-09-11,68.430000,68.650002,68.080002,68.260002,52.400131,8840900
2012-09-12,68.349998,68.589996,68.050003,68.099998,52.277302,6896000
2012-09-13,67.889999,68.980003,67.889999,68.910004,52.899086,10495400
2012-09-14,68.809998,69.220001,68.769997,69.160004,53.091000,12269800
2012-09-17,68.879997,69.250000,68.860001,69.250000,53.160114,11274600
2012-09-18,69.190002,69.690002,69.110001,69.220001,53.137058,12833500
2012-09-19,69.099998,69.580002,69.019997,69.260002,53.167774,8682900
2012-09-20,69.110001,69.639999,69.110001,69.559998,53.398067,8652700
2012-09-21,69.699997,69.830002,69.379997,69.419998,53.290604,20290300
2012-09-24,69.339996,69.849998,69.239998,69.760002,53.551594,8361000
2012-09-25,69.699997,69.970001,69.540001,69.589996,53.421101,10026700
2012-09-26,69.489998,69.849998,69.300003,69.300003,53.198475,7698400
2012-09-27,69.410004,69.559998,69.059998,69.300003,53.198475,6773100
2012-09-28,69.250000,69.419998,68.639999,69.360001,53.244545,8955100
2012-10-01,69.330002,69.769997,69.099998,69.449997,53.313618,8588600
2012-10-02,69.529999,69.720001,68.519997,68.790001,52.806973,11241400
2012-10-03,69.019997,69.540001,68.730003,69.169998,53.098690,8869500
2012-10-04,69.360001,69.779999,69.309998,69.379997,53.259892,7792700
2012-10-05,69.779999,69.849998,69.410004,69.629997,53.451809,6907800
2012-10-08,69.480003,69.480003,68.889999,69.099998,53.044945,6577000
2012-10-09,68.919998,69.279999,68.519997,68.699997,52.737881,8200100
2012-10-10,68.790001,68.940002,67.949997,68.139999,52.307995,8937500
2012-10-11,68.330002,68.389999,67.820000,68.000000,52.200535,6600700
2012-10-12,68.230003,68.459999,67.870003,67.940002,52.154469,6537400
2012-10-15,68.269997,68.889999,67.970001,68.709999,52.745571,8359300
2012-10-16,68.959999,69.260002,68.790001,69.000000,52.968189,7702700
2012-10-17,68.550003,69.639999,68.510002,69.470001,53.766891,11061000
2012-10-18,69.449997,69.500000,69.040001,69.470001,53.766891,7358100
2012-10-19,69.360001,69.489998,68.449997,68.570000,53.070343,10125600
2012-10-22,68.349998,68.550003,67.870003,68.500000,53.016178,7516800
2012-10-23,67.980003,68.129997,67.260002,67.440002,52.195763,8030800
2012-10-24,67.370003,68.370003,67.370003,68.080002,52.691120,10209600
2012-10-25,69.750000,70.830002,69.580002,70.070000,54.231281,24479700
2012-10-26,69.739998,70.360001,69.389999,69.440002,53.743687,11945200
2012-10-31,69.510002,69.949997,69.010002,69.239998,53.588898,9095400
2012-11-01,69.160004,69.510002,69.139999,69.250000,53.596653,7703800
2012-11-02,69.739998,69.769997,69.059998,69.190002,53.550213,6963100
2012-11-05,69.220001,69.220001,68.349998,68.669998,53.147736,6525700
2012-11-06,68.599998,69.000000,68.360001,68.930000,53.348965,6639800
2012-11-07,68.820000,68.870003,67.790001,68.059998,52.675621,8849600
2012-11-08,67.980003,68.089996,66.900002,66.910004,51.785591,7917700
2012-11-09,66.830002,67.459999,66.760002,67.010002,51.862968,8147700
2012-11-12,67.150002,67.400002,66.910004,67.080002,51.917164,4371300
2012-11-13,66.769997,67.599998,66.769997,66.849998,51.739143,6769100
2012-11-14,66.889999,67.059998,66.290001,66.529999,51.491478,9680100
2012-11-15,66.760002,67.000000,65.830002,66.320000,51.328941,9290000
2012-11-16,66.360001,66.970001,66.139999,66.820000,51.715919,11354200
2012-11-19,66.989998,67.919998,66.860001,67.919998,52.567280,8741400
2012-11-20,67.809998,68.489998,67.760002,68.300003,52.861378,7611600
2012-11-21,68.160004,68.500000,67.970001,68.470001,52.992950,6201400
2012-11-23,68.750000,69.610001,68.709999,69.589996,53.859787,4598200
2012-11-26,69.139999,69.570000,69.050003,69.480003,53.774643,7493600
2012-11-27,69.199997,69.480003,68.910004,68.989998,53.395386,8154300
2012-11-28,69.000000,69.739998,68.900002,69.440002,53.743687,11255800
2012-11-29,69.410004,69.800003,69.129997,69.500000,53.790131,8783800
2012-11-30,69.370003,69.889999,69.370003,69.830002,54.045540,8886800
2012-12-03,69.839996,69.930000,69.500000,69.580002,53.852055,7404600
2012-12-04,69.500000,69.849998,69.070000,69.309998,53.643074,6634900
2012-12-05,69.480003,69.879997,69.080002,69.410004,53.720470,7623400
2012-12-06,69.480003,70.239998,69.440002,69.949997,54.138412,10686900
2012-12-07,69.849998,70.660004,69.849998,70.290001,54.401558,11590900
2012-12-10,70.120003,70.419998,70.029999,70.220001,54.347366,8124100
2012-12-11,70.290001,70.970001,70.139999,70.660004,54.687920,9298000
2012-12-12,70.760002,70.989998,70.610001,70.760002,54.765301,8405900
2012-12-13,70.550003,70.639999,69.900002,70.129997,54.277702,8478200
2012-12-14,69.919998,70.470001,69.779999,69.930000,54.122917,8997600
2012-12-17,69.949997,70.150002,69.620003,69.930000,54.122917,8791500
2012-12-18,69.889999,70.279999,69.430000,69.970001,54.153893,13568900
2012-12-19,69.760002,69.989998,68.769997,69.339996,53.666290,10304800
2012-12-20,69.300003,70.250000,69.300003,69.820000,54.037781,10218200
2012-12-21,69.430000,69.820000,68.379997,68.720001,53.186443,17746900
2012-12-24,68.669998,68.690002,68.239998,68.519997,53.031635,3578800
2012-12-26,68.570000,68.589996,67.699997,68.000000,52.629189,6937000
2012-12-27,67.879997,68.160004,67.410004,67.970001,52.605965,7648800
2012-12-28,67.730003,67.910004,67.059998,67.150002,51.971325,6463300
2012-12-31,67.000000,67.970001,66.830002,67.889999,52.544056,9061900
2013-01-02,68.650002,69.389999,68.349998,69.389999,53.704983,9987000
2013-01-03,69.440002,69.500000,68.940002,68.949997,53.364449,7741900
2013-01-04,69.010002,69.169998,68.680000,69.089996,53.472805,5853700
2013-01-07,68.919998,68.919998,68.379997,68.620003,53.109035,5269800
2013-01-08,68.519997,68.730003,68.400002,68.510002,53.023914,7362000
2013-01-09,68.769997,69.110001,68.610001,68.879997,53.310280,5762900
2013-01-10,68.980003,69.290001,68.680000,69.269997,53.612114,12855000
2013-01-11,69.300003,69.300003,69.010002,69.220001,53.573414,12193500
2013-01-14,69.309998,69.970001,69.230003,69.629997,53.890739,11570700
2013-01-15,69.160004,69.959999,69.150002,69.879997,54.084225,7563400
2013-01-16,69.419998,69.699997,69.110001,69.339996,54.101391,7061000
2013-01-17,69.559998,69.959999,69.339996,69.669998,54.358879,6263300
2013-01-18,69.690002,70.000000,69.669998,69.940002,54.569542,10610800
2013-01-22,69.860001,69.980003,69.750000,69.949997,54.577343,8313600
2013-01-23,69.839996,70.699997,69.800003,70.690002,55.154724,10588600
2013-01-24,70.680000,70.849998,70.199997,70.419998,54.944050,8877200
2013-01-25,71.750000,73.250000,71.750000,73.250000,57.152111,28760300
2013-01-28,73.730003,74.230003,73.190002,73.769997,57.557838,14010000
2013-01-29,73.550003,75.309998,73.519997,75.000000,58.517525,17576700
2013-01-30,74.750000,75.480003,74.669998,75.080002,58.579941,12677800
2013-01-31,74.830002,75.260002,74.669998,75.160004,58.642368,11661500
2013-02-01,75.300003,75.970001,75.169998,75.919998,59.235329,12204000
2013-02-04,75.690002,75.800003,74.949997,75.250000,58.712582,11086000
2013-02-05,75.440002,76.690002,75.320000,75.699997,59.063675,14851700
2013-02-06,75.320000,76.190002,75.040001,76.150002,59.414776,17015800
2013-02-07,75.980003,76.419998,75.790001,76.150002,59.414776,9897000
2013-02-08,76.150002,76.480003,75.559998,75.750000,59.102695,9130700
2013-02-11,75.410004,75.919998,75.120003,75.809998,59.149513,6928200
2013-02-12,75.959999,76.309998,75.809998,75.980003,59.282139,6281000
2013-02-13,76.010002,76.580002,75.980003,76.559998,59.734692,7113300
2013-02-14,76.300003,76.970001,76.250000,76.779999,59.906353,10049400
2013-02-15,76.720001,76.959999,76.209999,76.540001,59.719074,11165600
2013-02-19,76.559998,77.769997,76.489998,77.379997,60.374462,11783500
2013-02-20,77.269997,77.519997,76.919998,77.080002,60.140408,9275400
2013-02-21,76.279999,77.199997,75.900002,77.040001,60.109207,10305200
2013-02-22,77.050003,77.190002,76.750000,76.989998,60.070175,8433200
2013-02-25,77.070000,77.669998,75.919998,75.919998,59.235329,9970400
2013-02-26,75.989998,76.379997,75.769997,76.080002,59.360168,8378900
2013-02-27,75.949997,76.949997,75.699997,76.750000,59.882908,7567800
2013-02-28,76.660004,76.910004,76.169998,76.180000,59.438198,10466900
2013-03-01,75.699997,76.720001,75.559998,76.489998,59.680069,9599700
2013-03-04,76.250000,76.680000,75.970001,76.680000,59.828323,7631000
