Date,High,Low,Open,Close,Volume,Adj Close,ewm,ma_7,ma_21,rsi,macd,bolu,bold
2010-01-04,136.61000061035156,133.13999938964844,136.25,133.89999389648438,7599900,133.89999389648438,133.89999389648438,,,,,,
2010-01-05,135.47999572753906,131.80999755859375,133.42999267578125,134.69000244140625,8851900,134.69000244140625,133.97181285511363,,,100.0,,,
2010-01-06,134.72999572753906,131.64999389648438,134.60000610351562,132.25,7178800,132.25,133.81528441373965,,,80.80266996410435,,,
2010-01-07,132.32000732421875,128.8000030517578,132.00999450683594,130.0,11030200,130.0,133.46844037612695,,,67.86481091979101,,,
2010-01-08,133.67999267578125,129.02999877929688,130.55999755859375,133.52000427246094,9830500,133.52000427246094,133.4731280030664,,,74.69197467757967,,,
2010-01-11,132.8000030517578,129.2100067138672,132.6199951171875,130.30999755859375,8779400,130.30999755859375,133.18557068993252,,,61.79813507744292,,,
2010-01-12,129.82000732421875,126.55000305175781,128.99000549316406,127.3499984741211,9096300,127.3499984741211,132.65506412485874,131.71714237758093,,52.75458669756492,,,
2010-01-13,129.7100067138672,125.75,127.9000015258789,129.11000061035156,10723200,129.11000061035156,132.3327856235399,131.03285762241907,,56.802476219734466,,,
2010-01-14,130.3800048828125,126.4000015258789,129.13999938964844,127.3499984741211,9774900,127.3499984741211,131.87980497359274,129.98428562709265,,52.00413064550244,,,
2010-01-15,129.64999389648438,127.05999755859375,129.17999267578125,127.13999938964844,15376500,127.13999938964844,131.44891355687054,129.25428553989954,,51.4457089282007,,,
2010-01-19,128.0,124.33000183105469,126.30999755859375,127.61000061035156,8892600,127.61000061035156,131.09992147082335,128.91285705566406,,52.67066669052362,,,
2010-01-20,129.1999969482422,125.08000183105469,127.12999725341797,125.77999877929688,9074700,125.77999877929688,130.61629213523003,127.80714198521206,,47.6318541051809,,,
2010-01-21,128.14999389648438,125.0,127.26000213623047,126.62000274658203,9970600,126.62000274658203,130.2529930998984,127.27999986921039,,49.996542504817,,,
2010-01-22,127.66999816894531,120.76000213623047,125.5999984741211,121.43000030517578,11568900,121.43000030517578,129.4509028458327,126.43428584507534,,38.445459856109935,,,
2010-01-25,122.27999877929688,118.12000274658203,122.0999984741211,120.30999755859375,12023900,120.30999755859375,128.6199114560837,125.17714255196708,,36.48639041946787,,,
2010-01-26,122.9800033569336,119.05999755859375,120.55999755859375,119.4800033569336,9559000,119.4800033569336,127.78901071979735,124.05285753522601,,35.06057137005574,,,
2010-01-27,123.33000183105469,118.80000305175781,121.02999877929688,122.75,14765300,122.75,127.33091883617939,123.42571476527623,,44.296360618249295,,,
2010-01-28,127.19999694824219,122.80000305175781,124.43000030517578,126.02999877929688,27293100,126.02999877929688,127.2126533764628,123.2000002179827,,51.714475620120666,,,
2010-01-29,131.85000610351562,124.13999938964844,129.77000427246094,125.41000366210938,29471300,125.41000366210938,127.04877612970338,123.1471437726702,,50.34956263914809,,,
2010-02-01,124.86000061035156,113.81999969482422,123.18000030517578,118.87000274658203,37774400,118.87000274658203,126.30525127669235,122.04000091552734,,38.73566326615865,,136.03150843973694,118.3658255955007
2010-02-02,118.9800033569336,114.4000015258789,118.79000091552734,118.12000274658203,23079700,118.12000274658203,125.56113777395504,121.56714412144252,126.57285744803292,37.662755029085496,,135.51193321308446,117.14706794658352
2010-02-03,119.61000061035156,116.55999755859375,117.12000274658203,119.0999984741211,12405900,119.0999984741211,124.97376147397014,121.394287109375,125.86809576125373,40.00127563997023,,134.64206531133703,116.45993587884851
2010-02-04,120.33000183105469,115.73999786376953,118.63999938964844,115.94000244140625,12784000,115.94000244140625,124.15251065282797,120.8885726928711,124.97523861839657,35.39093821645574,,133.8841341981193,115.6638674091398
2010-02-05,117.6500015258789,114.0999984741211,115.87999725341797,117.38999938964844,11024800,117.38999938964844,123.53773690162983,120.12285831996373,124.26761954171317,38.87239861554959,,133.50077196309374,114.64789594462111
2010-02-08,121.0,116.55999755859375,119.37999725341797,116.83000183105469,9890200,116.83000183105469,122.9279428043048,118.80857304164341,123.64047677176339,38.020304925157184,,132.3865622289059,114.36743913421262
2010-02-09,119.08999633789062,117.0,118.19999694824219,118.02999877929688,9223000,118.02999877929688,122.48267516566771,117.75428662981305,122.90285746256511,41.00460712367764,-3.617089116972153,131.36044892835832,114.12021869452575
2010-02-10,118.61000061035156,116.0,118.0,117.36000061035156,6233200,117.36000061035156,122.01697747882079,117.538572038923,122.28619094122024,39.850863645670024,-3.5585459785420284,130.79702093379422,113.6253131014434
2010-02-11,120.41999816894531,116.5,117.20999908447266,120.08999633789062,8343500,120.08999633789062,121.84179737509986,117.81999969482422,121.9404765537807,46.46112837604635,-3.254348179813988,129.98479681166032,113.51887012966455
2010-02-12,119.94000244140625,117.5,118.98999786376953,119.66000366210938,8073500,119.66000366210938,121.64345249210072,117.9000004359654,121.49047669910249,45.610887935348266,-3.0132313922139957,129.08152196135467,113.52114502066027
2010-02-16,120.5,117.18000030517578,120.05999755859375,117.52999877929688,8932700,117.52999877929688,121.26950215457309,118.12714276994977,121.02285766601562,41.554203793409826,-2.9598983282820654,128.06683681787985,113.58116377212664
2010-02-17,117.12999725341797,115.55000305175781,117.06999969482422,116.30999755859375,8944800,116.30999755859375,120.81863810039314,117.97285679408482,120.50714329310826,39.39304551517452,-2.981704163852669,127.28332730295438,113.33300646779759
2010-02-18,118.51000213623047,114.81999969482422,115.83999633789062,118.08000183105469,9800100,118.08000183105469,120.56967116681692,118.15142822265625,120.05333382742745,43.94778092150376,-2.8236120513102065,126.28167230431833,113.37966166988414
2010-02-19,119.08999633789062,117.0,117.91000366210938,117.5199966430664,7115600,117.5199966430664,120.29242802829414,118.07857077462333,119.66000039236886,42.85054637034614,-2.712245572989005,125.09433504809161,113.69499880404052
2010-02-22,118.97000122070312,116.18000030517578,117.37000274658203,118.01000213623047,6807300,118.01000213623047,120.08493476537926,118.17142813546317,119.25000036330451,44.164164473286746,-2.5549950953853653,124.56681136291095,113.66585592427978
2010-02-23,119.25,116.51000213623047,118.01000213623047,117.23999786376953,7068200,117.23999786376953,119.8263041379602,117.76428549630302,119.05047643752326,42.510563301118516,-2.4641012432667395,124.44777286854175,113.5278944491666
2010-02-24,119.80000305175781,117.1500015258789,117.95999908447266,119.72000122070312,7389900,119.72000122070312,119.81664023639136,117.77285657610211,119.02238137381417,49.11848117387903,-2.1669721597914418,124.32228821788945,113.49171248401484
2010-02-25,118.33999633789062,115.8499984741211,118.16999816894531,118.19999694824219,9533400,118.19999694824219,119.66967266474144,117.86857060023716,118.96142868768601,45.654782636948,-2.030737780971009,123.99878880561069,113.39887812554166
2010-02-26,119.43000030517578,117.0,117.87999725341797,118.4000015258789,5721600,118.4000015258789,119.55424801575393,118.16714259556362,118.75428590320405,46.192455528468344,-1.8849043522720734,122.68092625368298,114.01007411252796
2010-03-01,124.66000366210938,117.52999877929688,118.69999694824219,124.54000091552734,13296500,124.54000091552734,120.00749827936968,119.08999960763114,118.68333362397694,59.4545475554525,-1.259366479874771,120.58096125549113,115.62103891744178
2010-03-02,127.3499984741211,124.80000305175781,125.01000213623047,125.52999877929688,12097500,125.52999877929688,120.50954377936306,120.23428562709263,118.68904767717633,61.11857928204996,-0.6759467618852852,122.63289954907734,114.24010053230285
2010-03-03,126.94000244140625,124.43000030517578,125.4000015258789,125.88999938964844,6440400,125.88999938964844,120.99867610757082,121.35999952043805,119.02333323160808,61.73360135921798,-0.1824304468297555,124.0866740774682,113.6449924874732
2010-03-04,128.85000610351562,125.56999969482422,125.9800033569336,128.52999877929688,7509700,128.52999877929688,121.68334180500045,122.97285679408482,119.51904732840401,65.98302077349241,0.4169048561267772,125.79238331421939,112.86195018187436
2010-03-05,129.4499969482422,127.06999969482422,129.1300048828125,128.91000366210938,6769300,128.91000366210938,122.34031106473762,124.28571428571429,119.98619043259393,66.5586799765988,0.9120322795093614,127.40136579432094,112.36696764073766
2010-03-08,130.85000610351562,127.70999908447266,128.3000030517578,130.11000061035156,5605900,130.11000061035156,123.04664647797524,125.98714338030133,120.66095225016277,68.3784975565519,1.3852853474949853,128.97079093117023,112.11520938417812
2010-03-09,130.80999755859375,127.97000122070312,129.58999633789062,128.82000732421875,6070800,128.82000732421875,123.57149746399737,127.47571563720703,121.20523834228516,64.32599806265995,1.6373754907837395,130.24124903467617,111.95175150446768
2010-03-10,131.1699981689453,128.47999572753906,129.11000061035156,130.50999450683594,5625700,130.50999450683594,124.20226992243724,128.32857186453683,121.8566665649414,67.07871080504933,1.9510362558964118,131.51346683118996,111.88086681749168
2010-03-11,133.6199951171875,130.36000061035156,130.4499969482422,133.5800018310547,7240800,133.5800018310547,125.05479100503882,129.47857230050224,122.5971429007394,71.39656468641148,2.4194487073509094,133.11772316380234,111.79627702947568
