Date,High,Low,Open,Close,Volume,Adj Close,ewm,ma_7,ma_21,rsi,macd,bolu,bold
2010-01-04,7.660714149475098,7.585000038146973,7.622499942779541,7.643214225769043,493729600.0,6.544687271118164,6.544687271118164,,,,,,
2010-01-05,7.699643135070801,7.6160712242126465,7.664286136627197,7.656428813934326,601904800.0,6.55600118637085,6.545715808868408,,,100.0,,,
2010-01-06,7.68678617477417,7.526785850524902,7.656428813934326,7.534643173217773,552160000.0,6.451719284057617,6.537170670249245,,,58.51339097707277,,,
2010-01-07,7.5714287757873535,7.466071128845215,7.5625,7.520713806152344,477131200.0,6.439791679382324,6.5283180347158885,,,55.66861962373391,,,
2010-01-08,7.5714287757873535,7.466429233551025,7.510714054107666,7.570713996887207,447610800.0,6.482607841491699,6.524162562604598,,,62.68230244999225,,,
2010-01-11,7.607142925262451,7.444643020629883,7.599999904632568,7.503929138183594,462229600.0,6.42542028427124,6.515185991847019,,,51.06213621700216,,,
2010-01-12,7.491786003112793,7.372142791748047,7.471070766448975,7.4185709953308105,594459600.0,6.35233211517334,6.500381093967595,6.464651380266462,,40.68205973318607,,,
2010-01-13,7.533214092254639,7.289286136627197,7.423929214477539,7.523213863372803,605892000.0,6.441933631896973,6.495067688324811,6.449972288949149,,53.23340522628984,,,
2010-01-14,7.5164289474487305,7.465000152587891,7.503929138183594,7.479642868041992,432894000.0,6.4046244621276855,6.486845576852345,6.428347042628697,,48.62016997641711,,,
2010-01-15,7.557143211364746,7.352499961853027,7.533214092254639,7.354642868041992,594067600.0,6.297590255737305,6.4696405476600685,6.406328610011509,,38.351850554418284,,,
2010-01-19,7.685357093811035,7.401429176330566,7.440357208251953,7.679999828338623,730007600.0,6.576186180114746,6.479326514246858,6.42581353868757,,61.27622302756866,,,
2010-01-20,7.698214054107666,7.482142925262451,7.675356864929199,7.56178617477417,612152800.0,6.47496223449707,6.478929761542331,6.424721309116909,,53.49287362558772,,,
2010-01-21,7.618214130401611,7.400356769561768,7.574285984039307,7.431070804595947,608154400.0,6.363034248352051,6.468393805797761,6.41580901827131,,46.464765986899394,,,
2010-01-22,7.410714149475098,7.041429042816162,7.385000228881836,7.0625,881767600.0,6.047435760498047,6.430124892588696,6.372252396174839,,33.21392192320434,,,
2010-01-25,7.310713768005371,7.1496429443359375,7.232500076293945,7.252500057220459,1065699600.0,6.2101287841796875,6.410125246369694,6.339137417929513,,42.342339634727104,,,
2010-01-26,7.632500171661377,7.235000133514404,7.3553571701049805,7.355000019073486,1867110000.0,6.297896385192871,6.399922622626347,6.323890549795968,,46.583954909832244,,,
2010-01-27,7.520713806152344,7.126070976257324,7.387499809265137,7.424285888671875,1722568400.0,6.357224464416504,6.396040971879997,6.332409722464425,,49.29914527139756,,,
2010-01-28,7.339285850524902,7.096428871154785,7.318929195404053,7.117499828338623,1173502400.0,6.094532012939453,6.368631066521766,6.2636019842965265,,39.68114584749724,,,
2010-01-29,7.221428871154785,6.794642925262451,7.181428909301758,6.859285831451416,1245952400.0,5.873430252075195,6.323612810662986,6.177668843950544,,33.71845473925049,,,
2010-02-01,7.0,6.8321428298950195,6.870357036590576,6.9546427726745605,749876400.0,5.955081939697266,6.290110004211558,6.119389942714146,,37.45612138369328,,7.813444740772086,6.999233898321949
2010-02-02,7.0114288330078125,6.906428813934326,6.996786117553711,6.994999885559082,698342400.0,5.989638328552246,6.262794397333439,6.111133166721889,6.31601231438773,39.023304328118115,,7.808531844161786,6.93827776556925
2010-02-03,7.150000095367432,6.943571090698242,6.9703569412231445,7.115356922149658,615328000.0,6.092695713043213,6.247330880579781,6.094357013702393,6.294488906860352,43.56500806407678,,7.777846144708083,6.910189629522875
2010-02-04,7.0846428871154785,6.841785907745361,7.026071071624756,6.85892915725708,757652000.0,5.873124122619629,6.2133120844015854,6.0336752619062155,6.261970951443627,37.206497235569564,,7.766350251361087,6.8562569479899045
2010-02-05,7.0,6.816071033477783,6.879642963409424,6.980713844299316,850306800.0,5.977404594421387,6.19186594894884,5.979415280478341,6.239384537651425,41.56840876734312,,7.754908869169036,6.808984035748363
2010-02-08,7.067142963409424,6.9285712242126465,6.98892879486084,6.932857036590576,478270800.0,5.936426162719727,6.1686441502007385,5.956828730446952,6.215414751143682,40.38132932460851,,7.7296845734171775,6.778208305433125
