,Date,^GSPC,^DJI,^IXIC,^NYA,^VIX
58,2010-03-29,1173.219970703125,10895.8603515625,2404.360107421875,7464.89990234375,17.59000015258789
59,2010-03-30,1173.27001953125,10907.419921875,2410.68994140625,7460.72021484375,17.1299991607666
60,2010-03-31,1169.4300537109375,10856.6298828125,2397.9599609375,7447.7998046875,17.59000015258789
61,2010-04-01,1178.0999755859375,10927.0703125,2402.580078125,7539.0498046875,17.469999313354492
62,2010-04-05,1187.43994140625,10973.5498046875,2429.530029296875,7600.93017578125,17.020000457763672
63,2010-04-06,1189.43994140625,10969.990234375,2436.81005859375,7604.43994140625,16.229999542236328
64,2010-04-07,1182.449951171875,10897.51953125,2431.159912109375,7546.18017578125,16.6200008392334
65,2010-04-08,1186.43994140625,10927.0703125,2436.81005859375,7565.330078125,16.479999542236328
66,2010-04-09,1194.3699951171875,10997.349609375,2454.050048828125,7629.0498046875,16.139999389648438
67,2010-04-12,1196.47998046875,11005.9697265625,2457.8701171875,7641.75,15.579999923706056
68,2010-04-13,1197.300048828125,11019.419921875,2465.989990234375,7638.35009765625,16.200000762939453
69,2010-04-14,1210.6500244140625,11123.1103515625,2504.860107421875,7728.9599609375,15.59000015258789
70,2010-04-15,1211.6700439453125,11144.5703125,2515.68994140625,7719.66015625,15.890000343322754
71,2010-04-16,1192.1300048828125,11018.66015625,2481.260009765625,7584.6201171875,18.36000061035156
72,2010-04-19,1197.52001953125,11092.0498046875,2480.110107421875,7596.56005859375,17.34000015258789
73,2010-04-20,1207.1700439453125,11117.0595703125,2500.31005859375,7669.10986328125,15.729999542236328
74,2010-04-21,1205.93994140625,11124.919921875,2504.610107421875,7644.669921875,16.31999969482422
75,2010-04-22,1208.6700439453125,11134.2900390625,2519.070068359375,7642.830078125,16.469999313354492
76,2010-04-23,1217.280029296875,11204.2802734375,2530.14990234375,7701.60986328125,16.6200008392334
77,2010-04-26,1212.050048828125,11205.0302734375,2522.949951171875,7677.64990234375,17.469999313354492
78,2010-04-27,1183.7099609375,10991.990234375,2471.469970703125,7463.08984375,22.809999465942383
79,2010-04-28,1191.3599853515625,11045.26953125,2471.72998046875,7499.72021484375,21.07999992370605
80,2010-04-29,1206.780029296875,11167.3203125,2511.919921875,7589.2900390625,18.440000534057617
81,2010-04-30,1186.68994140625,11008.6103515625,2461.18994140625,7474.39990234375,22.049999237060547
82,2010-05-03,1202.260009765625,11151.830078125,2498.739990234375,7543.1201171875,20.190000534057617
83,2010-05-04,1173.5999755859375,10926.76953125,2424.25,7337.25,23.84000015258789
84,2010-05-05,1165.8699951171875,10866.830078125,2402.2900390625,7258.02001953125,24.90999984741211
85,2010-05-06,1128.1500244140625,10520.3203125,2319.639892578125,7011.919921875,32.79999923706055
86,2010-05-07,1110.8800048828125,10380.4296875,2265.639892578125,6916.18017578125,40.95000076293945
87,2010-05-10,1159.72998046875,10785.1396484375,2374.669921875,7257.6201171875,28.84000015258789
88,2010-05-11,1155.7900390625,10748.259765625,2375.31005859375,7221.66015625,28.31999969482422
89,2010-05-12,1171.6700439453125,10896.91015625,2425.02001953125,7316.35986328125,25.520000457763672
90,2010-05-13,1157.43994140625,10782.9501953125,2394.360107421875,7234.3701171875,26.68000030517578
91,2010-05-14,1135.6800537109375,10620.16015625,2346.85009765625,7077.64013671875,31.239999771118164
92,2010-05-17,1136.93994140625,10625.830078125,2354.22998046875,7063.830078125,30.84000015258789
93,2010-05-18,1120.800048828125,10510.9501953125,2317.260009765625,6959.2099609375,33.54999923706055
94,2010-05-19,1115.050048828125,10444.3701171875,2298.3701171875,6927.2099609375,35.31999969482422
95,2010-05-20,1071.5899658203125,10068.009765625,2204.010009765625,6653.0,45.790000915527344
96,2010-05-21,1087.68994140625,10193.3896484375,2229.0400390625,6775.4501953125,40.09999847412109
97,2010-05-24,1073.6500244140625,10066.5703125,2213.550048828125,6666.740234375,38.31999969482422
98,2010-05-25,1074.030029296875,10043.75,2210.949951171875,6665.830078125,34.61000061035156
99,2010-05-26,1067.949951171875,9974.4501953125,2195.8798828125,6631.35986328125,35.02000045776367
100,2010-05-27,1103.06005859375,10258.990234375,2277.679931640625,6893.2900390625,29.68000030517578
101,2010-05-28,1089.4100341796875,10136.6298828125,2257.0400390625,6791.56982421875,32.06999969482422
102,2010-06-01,1070.7099609375,10024.01953125,2222.330078125,6661.10009765625,35.540000915527344
103,2010-06-02,1098.3800048828125,10249.5400390625,2281.070068359375,6839.60986328125,30.170000076293945
104,2010-06-03,1102.8299560546875,10255.2802734375,2303.030029296875,6860.39013671875,29.459999084472656
105,2010-06-04,1064.8800048828125,9931.9697265625,2219.169921875,6600.27001953125,35.47999954223633
106,2010-06-07,1050.469970703125,9816.490234375,2173.89990234375,6512.419921875,36.56999969482422
107,2010-06-08,1062.0,9939.98046875,2170.570068359375,6596.1201171875,33.70000076293945
108,2010-06-09,1055.68994140625,9899.25,2158.85009765625,6559.7099609375,33.72999954223633
109,2010-06-10,1086.8399658203125,10172.5302734375,2218.7099609375,6783.509765625,30.56999969482422
110,2010-06-11,1091.5999755859375,10211.0703125,2243.60009765625,6814.759765625,28.790000915527344
111,2010-06-14,1089.6300048828125,10190.8896484375,2243.9599609375,6817.97021484375,28.57999992370605
112,2010-06-15,1115.22998046875,10404.76953125,2305.8798828125,6989.8798828125,25.8700008392334
113,2010-06-16,1114.6099853515625,10409.4599609375,2305.929931640625,6976.080078125,25.920000076293945
114,2010-06-17,1116.0400390625,10434.169921875,2307.159912109375,6982.0400390625,25.049999237060547
115,2010-06-18,1117.510009765625,10450.6396484375,2309.800048828125,6988.25,23.950000762939453
116,2010-06-21,1113.199951171875,10442.41015625,2289.090087890625,6978.85986328125,24.8799991607666
117,2010-06-22,1095.31005859375,10293.51953125,2261.800048828125,6858.9501953125,27.049999237060547
118,2010-06-23,1092.0400390625,10298.4404296875,2254.22998046875,6850.0498046875,26.90999984741211
119,2010-06-24,1073.68994140625,10152.7998046875,2217.419921875,6730.240234375,29.739999771118164
120,2010-06-25,1076.760009765625,10143.8095703125,2223.47998046875,6763.93017578125,28.530000686645508
121,2010-06-28,1074.5699462890625,10138.51953125,2220.64990234375,6736.60009765625,29.0
122,2010-06-29,1041.239990234375,9870.2998046875,2135.179931640625,6520.08984375,34.130001068115234
123,2010-06-30,1030.7099609375,9774.01953125,2109.239990234375,6469.64990234375,34.540000915527344
124,2010-07-01,1027.3699951171875,9732.5302734375,2101.360107421875,6462.02978515625,32.86000061035156
125,2010-07-02,1022.5800170898438,9686.48046875,2091.7900390625,6434.81005859375,30.1200008392334
126,2010-07-06,1028.06005859375,9743.6201171875,2093.8798828125,6486.08984375,29.649999618530277
127,2010-07-07,1060.27001953125,10018.2802734375,2159.469970703125,6685.77978515625,26.84000015258789
128,2010-07-08,1070.25,10138.990234375,2175.39990234375,6755.81005859375,25.709999084472656
129,2010-07-09,1077.9599609375,10198.0302734375,2196.449951171875,6808.7099609375,24.979999542236328
130,2010-07-12,1078.75,10216.26953125,2198.360107421875,6794.47998046875,24.43000030517578
131,2010-07-13,1095.3399658203125,10363.01953125,2242.030029296875,6907.77978515625,24.559999465942383
132,2010-07-14,1095.1700439453125,10366.7197265625,2249.840087890625,6903.35986328125,24.88999938964844
133,2010-07-15,1096.47998046875,10359.3095703125,2249.080078125,6916.81005859375,25.13999938964844
134,2010-07-16,1064.8800048828125,10097.900390625,2179.050048828125,6709.509765625,26.25
135,2010-07-19,1071.25,10154.4296875,2198.22998046875,6739.64013671875,25.96999931335449
136,2010-07-20,1083.47998046875,10229.9599609375,2222.489990234375,6820.0400390625,23.93000030517578
137,2010-07-21,1069.5899658203125,10120.5302734375,2187.330078125,6731.16015625,25.63999938964844
138,2010-07-22,1093.6700439453125,10322.2998046875,2245.889892578125,6901.91015625,24.6299991607666
139,2010-07-23,1102.6600341796875,10424.6201171875,2269.469970703125,6965.10986328125,23.46999931335449
140,2010-07-26,1115.010009765625,10525.4296875,2296.429931640625,7046.0,22.729999542236328
141,2010-07-27,1113.8399658203125,10537.6904296875,2288.25,7044.990234375,23.190000534057617
142,2010-07-28,1106.1300048828125,10497.8798828125,2264.56005859375,6999.18017578125,24.25
143,2010-07-29,1101.530029296875,10467.16015625,2251.68994140625,6994.56982421875,24.1299991607666
144,2010-07-30,1101.5999755859375,10465.9404296875,2254.699951171875,6998.990234375,23.5
145,2010-08-02,1125.8599853515625,10674.3798828125,2295.360107421875,7174.89990234375,22.01000022888184
146,2010-08-03,1120.4599609375,10636.3798828125,2283.52001953125,7146.990234375,22.6299991607666
147,2010-08-04,1127.239990234375,10680.4296875,2303.570068359375,7182.14013671875,22.209999084472656
148,2010-08-05,1125.81005859375,10674.98046875,2293.06005859375,7174.27001953125,22.100000381469727
149,2010-08-06,1121.6400146484375,10653.5595703125,2288.469970703125,7153.72021484375,21.739999771118164
150,2010-08-09,1127.7900390625,10698.75,2305.68994140625,7188.2998046875,22.13999938964844
151,2010-08-10,1121.06005859375,10644.25,2277.169921875,7139.75,22.3700008392334
152,2010-08-11,1089.469970703125,10378.830078125,2208.6298828125,6902.7099609375,25.38999938964844
153,2010-08-12,1083.6099853515625,10319.9501953125,2190.27001953125,6881.93994140625,25.729999542236328
154,2010-08-13,1079.25,10303.150390625,2173.47998046875,6861.0400390625,26.239999771118164
155,2010-08-16,1079.3800048828125,10302.009765625,2181.8701171875,6871.580078125,26.100000381469727
156,2010-08-17,1092.5400390625,10405.849609375,2209.43994140625,6959.7900390625,24.32999992370605
157,2010-08-18,1094.1600341796875,10415.5400390625,2215.699951171875,6968.080078125,24.59000015258789
158,2010-08-19,1075.6300048828125,10271.2099609375,2178.949951171875,6850.4501953125,26.440000534057617
159,2010-08-20,1071.68994140625,10213.6201171875,2179.760009765625,6813.14990234375,25.489999771118164
160,2010-08-23,1067.3599853515625,10174.41015625,2159.6298828125,6784.97021484375,25.65999984741211
161,2010-08-24,1051.8699951171875,10040.4501953125,2123.760009765625,6681.02978515625,27.459999084472656
162,2010-08-25,1055.3299560546875,10060.0595703125,2141.5400390625,6696.1201171875,26.700000762939453
163,2010-08-26,1047.219970703125,9985.8095703125,2118.68994140625,6665.259765625,27.3700008392334
164,2010-08-27,1064.5899658203125,10150.650390625,2153.6298828125,6794.91015625,24.450000762939453
165,2010-08-30,1048.9200439453125,10009.73046875,2119.969970703125,6695.27978515625,27.209999084472656
166,2010-08-31,1049.3299560546875,10014.7197265625,2114.030029296875,6704.14990234375,26.049999237060547
167,2010-09-01,1080.2900390625,10269.4697265625,2176.840087890625,6910.97998046875,23.88999938964844
168,2010-09-02,1090.0999755859375,10320.099609375,2200.010009765625,6966.25,23.190000534057617
169,2010-09-03,1104.510009765625,10447.9296875,2233.75,7055.02978515625,21.309999465942383
170,2010-09-07,1091.8399658203125,10340.6904296875,2208.889892578125,6959.93994140625,23.799999237060547
171,2010-09-08,1098.8699951171875,10387.009765625,2228.8701171875,6999.93994140625,23.25
172,2010-09-09,1104.1800537109375,10415.240234375,2236.199951171875,7034.3701171875,22.809999465942383
173,2010-09-10,1109.550048828125,10462.76953125,2242.47998046875,7067.509765625,21.989999771118164
174,2010-09-13,1121.9000244140625,10544.1298828125,2285.7099609375,7156.18017578125,21.209999084472656
175,2010-09-14,1121.0999755859375,10526.490234375,2289.77001953125,7162.080078125,21.559999465942383
176,2010-09-15,1125.0699462890625,10572.73046875,2301.320068359375,7179.7900390625,22.100000381469727
177,2010-09-16,1124.6600341796875,10594.830078125,2303.25,7169.47998046875,21.71999931335449
178,2010-09-17,1125.5899658203125,10607.849609375,2315.610107421875,7154.64990234375,22.01000022888184
179,2010-09-20,1142.7099609375,10753.6201171875,2355.830078125,7266.02001953125,21.5
180,2010-09-21,1139.780029296875,10761.0302734375,2349.35009765625,7245.9501953125,22.350000381469727
181,2010-09-22,1134.280029296875,10739.3095703125,2334.550048828125,7210.85009765625,22.51000022888184
182,2010-09-23,1124.8299560546875,10662.419921875,2327.080078125,7141.509765625,23.8700008392334
183,2010-09-24,1148.6700439453125,10860.259765625,2381.219970703125,7301.0400390625,21.709999084472656
184,2010-09-27,1142.1600341796875,10812.0400390625,2369.77001953125,7263.3701171875,22.540000915527344
185,2010-09-28,1147.699951171875,10858.1396484375,2379.590087890625,7310.31982421875,22.600000381469727
186,2010-09-29,1144.72998046875,10835.2802734375,2376.56005859375,7299.31005859375,23.25
187,2010-09-30,1141.199951171875,10788.0498046875,2368.6201171875,7281.06982421875,23.700000762939453
188,2010-10-01,1146.239990234375,10829.6796875,2370.75,7335.91015625,22.5
189,2010-10-04,1137.030029296875,10751.26953125,2344.52001953125,7272.52978515625,23.530000686645508
190,2010-10-05,1160.75,10944.7197265625,2399.830078125,7434.18017578125,21.76000022888184
191,2010-10-06,1159.969970703125,10967.650390625,2380.659912109375,7448.330078125,21.489999771118164
192,2010-10-07,1158.06005859375,10948.580078125,2383.669921875,7425.009765625,21.559999465942383
193,2010-10-08,1165.1500244140625,11006.48046875,2401.909912109375,7478.419921875,20.709999084472656
194,2010-10-11,1165.3199462890625,11010.33984375,2402.330078125,7479.009765625,18.959999084472656
195,2010-10-12,1169.77001953125,11020.400390625,2417.919921875,7489.6201171875,18.93000030517578
196,2010-10-13,1178.0999755859375,11096.080078125,2441.22998046875,7561.5,19.06999969482422
197,2010-10-14,1173.81005859375,11094.5703125,2435.3798828125,7546.58984375,19.8799991607666
198,2010-10-15,1176.18994140625,11062.7802734375,2468.77001953125,7520.60009765625,19.030000686645508
199,2010-10-18,1184.7099609375,11143.6904296875,2480.659912109375,7571.10009765625,19.09000015258789
200,2010-10-19,1165.9000244140625,10978.6201171875,2436.949951171875,7423.64990234375,20.6299991607666
201,2010-10-20,1178.1700439453125,11107.9697265625,2457.389892578125,7523.81005859375,19.790000915527344
202,2010-10-21,1180.260009765625,11146.5703125,2459.669921875,7515.669921875,19.270000457763672
203,2010-10-22,1183.0799560546875,11132.5595703125,2479.389892578125,7522.91015625,18.780000686645508
204,2010-10-25,1185.6199951171875,11164.0498046875,2490.85009765625,7546.3798828125,19.850000381469727
205,2010-10-26,1185.6400146484375,11169.4599609375,2497.2900390625,7530.7998046875,20.21999931335449
206,2010-10-27,1182.449951171875,11126.2802734375,2503.260009765625,7480.8701171875,20.709999084472656
207,2010-10-28,1183.780029296875,11113.9501953125,2507.3701171875,7504.85009765625,20.8799991607666
208,2010-10-29,1183.260009765625,11118.490234375,2507.409912109375,7513.35009765625,21.200000762939453
209,2010-11-01,1184.3800048828125,11124.6201171875,2504.840087890625,7509.2099609375,21.82999992370605
210,2010-11-02,1193.5699462890625,11188.7197265625,2533.52001953125,7582.14013671875,21.56999969482422
211,2010-11-03,1197.9599609375,11215.1298828125,2540.27001953125,7608.41015625,19.559999465942383
212,2010-11-04,1221.06005859375,11434.83984375,2577.340087890625,7782.43017578125,18.520000457763672
213,2010-11-05,1225.8499755859375,11444.080078125,2578.97998046875,7800.66015625,18.26000022888184
214,2010-11-08,1223.25,11406.83984375,2580.050048828125,7782.2001953125,18.290000915527344
215,2010-11-09,1213.4000244140625,11346.75,2562.97998046875,7702.31005859375,19.07999992370605
216,2010-11-10,1218.7099609375,11357.0400390625,2578.780029296875,7747.4599609375,18.46999931335449
217,2010-11-11,1213.5400390625,11283.099609375,2555.52001953125,7723.240234375,18.63999938964844
218,2010-11-12,1199.2099609375,11192.580078125,2518.2099609375,7623.240234375,20.61000061035156
219,2010-11-15,1197.75,11201.9697265625,2513.820068359375,7617.509765625,20.200000762939453
220,2010-11-16,1178.3399658203125,11023.5,2469.840087890625,7472.6298828125,22.57999992370605
221,2010-11-17,1178.5899658203125,11007.8798828125,2476.010009765625,7488.759765625,21.76000022888184
222,2010-11-18,1196.68994140625,11181.23046875,2514.39990234375,7619.93994140625,18.75
223,2010-11-19,1199.72998046875,11203.5498046875,2518.1201171875,7641.080078125,18.040000915527344
224,2010-11-22,1197.8399658203125,11178.580078125,2532.02001953125,7610.2998046875,18.3700008392334
225,2010-11-23,1180.72998046875,11036.3701171875,2494.949951171875,7470.77001953125,20.6299991607666
226,2010-11-24,1198.3499755859375,11187.2802734375,2543.1201171875,7579.259765625,19.559999465942383
227,2010-11-26,1189.4000244140625,11091.8701171875,2534.56005859375,7500.5400390625,22.21999931335449
228,2010-11-29,1187.760009765625,11052.490234375,2525.219970703125,7483.33984375,21.530000686645508
229,2010-11-30,1180.550048828125,11006.01953125,2498.22998046875,7430.93994140625,23.540000915527344
230,2010-12-01,1206.0699462890625,11255.7802734375,2549.429931640625,7603.72998046875,21.36000061035156
231,2010-12-02,1221.530029296875,11362.41015625,2579.35009765625,7712.25,19.38999938964844
232,2010-12-03,1224.7099609375,11382.08984375,2591.4599609375,7751.580078125,18.010000228881836
233,2010-12-06,1223.1199951171875,11362.1904296875,2594.919921875,7740.68994140625,18.020000457763672
234,2010-12-07,1223.75,11359.16015625,2598.489990234375,7739.64013671875,17.989999771118164
235,2010-12-08,1228.280029296875,11372.48046875,2609.159912109375,7750.31982421875,17.739999771118164
236,2010-12-09,1233.0,11370.0595703125,2616.669921875,7782.14013671875,17.25
237,2010-12-10,1240.4000244140625,11410.3203125,2637.5400390625,7823.2998046875,17.610000610351562
238,2010-12-13,1240.4599609375,11428.5595703125,2624.909912109375,7850.02001953125,17.549999237060547
239,2010-12-14,1241.5899658203125,11476.5400390625,2627.719970703125,7855.22021484375,17.610000610351562
240,2010-12-15,1235.22998046875,11457.4697265625,2617.219970703125,7798.77978515625,17.940000534057617
241,2010-12-16,1242.8699951171875,11499.25,2637.31005859375,7840.240234375,17.389999389648438
242,2010-12-17,1243.9100341796875,11491.91015625,2642.969970703125,7835.31005859375,16.110000610351562
243,2010-12-20,1247.0799560546875,11478.1298828125,2649.56005859375,7846.9599609375,16.40999984741211
244,2010-12-21,1254.5999755859375,11533.16015625,2667.610107421875,7906.10009765625,16.489999771118164
245,2010-12-22,1258.8399658203125,11559.490234375,2671.47998046875,7931.759765625,15.449999809265137
246,2010-12-23,1256.77001953125,11573.490234375,2665.60009765625,7925.35986328125,16.469999313354492
247,2010-12-27,1257.5400390625,11555.0302734375,2667.27001953125,7920.93994140625,17.670000076293945
248,2010-12-28,1258.510009765625,11575.5400390625,2662.8798828125,7931.669921875,17.520000457763672
249,2010-12-29,1259.780029296875,11585.3798828125,2666.929931640625,7961.47998046875,17.280000686645508
250,2010-12-30,1257.8800048828125,11569.7099609375,2662.97998046875,7951.91015625,17.520000457763672
251,2010-12-31,1257.6400146484375,11577.509765625,2652.8701171875,7964.02001953125,17.75
252,2011-01-03,1271.8699951171875,11670.75,2691.52001953125,8043.97021484375,17.610000610351562
253,2011-01-04,1270.199951171875,11691.1796875,2681.25,8022.18017578125,17.3799991607666
254,2011-01-05,1276.56005859375,11722.8896484375,2702.199951171875,8040.0400390625,17.020000457763672
255,2011-01-06,1273.8499755859375,11697.3095703125,2709.889892578125,8000.89990234375,17.399999618530273
256,2011-01-07,1271.5,11674.759765625,2703.169921875,7980.31982421875,17.139999389648438
257,2011-01-10,1269.75,11637.4501953125,2707.800048828125,7966.08984375,17.540000915527344
258,2011-01-11,1274.47998046875,11671.8798828125,2716.830078125,8018.68017578125,16.889999389648438
259,2011-01-12,1285.9599609375,11755.4404296875,2737.330078125,8122.97998046875,16.239999771118164
260,2011-01-13,1283.760009765625,11731.900390625,2735.2900390625,8119.43017578125,16.389999389648438
261,2011-01-14,1293.239990234375,11787.3798828125,2755.300048828125,8174.1201171875,15.460000038146973
262,2011-01-18,1295.02001953125,11837.9296875,2765.85009765625,8190.91015625,15.869999885559082
263,2011-01-19,1281.9200439453125,11825.2900390625,2725.360107421875,8104.919921875,17.309999465942383
264,2011-01-20,1280.260009765625,11822.7998046875,2704.2900390625,8076.72021484375,17.989999771118164
265,2011-01-21,1283.3499755859375,11871.83984375,2689.5400390625,8105.75,18.46999931335449
266,2011-01-24,1290.8399658203125,11980.51953125,2717.550048828125,8157.419921875,17.649999618530273
267,2011-01-25,1291.1800537109375,11977.1904296875,2719.25,8141.1298828125,17.59000015258789
268,2011-01-26,1296.6300048828125,11985.4404296875,2739.5,8193.6396484375,16.639999389648438
269,2011-01-27,1299.5400390625,11989.830078125,2755.280029296875,8207.0595703125,16.149999618530273
270,2011-01-28,1276.3399658203125,11823.7001953125,2686.889892578125,8062.64013671875,20.040000915527344
271,2011-01-31,1286.1199951171875,11891.9296875,2700.080078125,8139.16015625,19.530000686645508
272,2011-02-01,1307.5899658203125,12040.16015625,2751.18994140625,8290.08984375,17.6299991607666
273,2011-02-02,1304.030029296875,12041.9697265625,2749.56005859375,8272.5703125,17.299999237060547
274,2011-02-03,1307.0999755859375,12062.259765625,2753.8798828125,8289.0498046875,16.690000534057617
275,2011-02-04,1310.8699951171875,12092.150390625,2769.300048828125,8288.5,15.93000030517578
276,2011-02-07,1319.050048828125,12161.6298828125,2783.989990234375,8336.6396484375,16.280000686645508
277,2011-02-08,1324.5699462890625,12233.150390625,2797.050048828125,8379.849609375,15.8100004196167
278,2011-02-09,1320.8800048828125,12239.8896484375,2789.070068359375,8343.990234375,15.869999885559082
279,2011-02-10,1321.8699951171875,12229.2900390625,2790.449951171875,8337.1298828125,16.09000015258789
280,2011-02-11,1329.1500244140625,12273.259765625,2809.43994140625,8374.8896484375,15.6899995803833
281,2011-02-14,1332.3199462890625,12268.1904296875,2817.179931640625,8405.150390625,15.949999809265137
282,2011-02-15,1328.010009765625,12226.6396484375,2804.35009765625,8383.669921875,16.3700008392334
283,2011-02-16,1336.3199462890625,12288.169921875,2825.56005859375,8453.759765625,16.719999313354492
284,2011-02-17,1340.4300537109375,12318.1396484375,2831.580078125,8497.41015625,16.59000015258789
285,2011-02-18,1343.010009765625,12391.25,2833.949951171875,8507.900390625,16.43000030517578
286,2011-02-22,1315.43994140625,12212.7900390625,2756.419921875,8325.8603515625,20.799999237060547
287,2011-02-23,1307.4000244140625,12105.7802734375,2722.989990234375,8292.919921875,22.1299991607666
288,2011-02-24,1306.0999755859375,12068.5,2737.89990234375,8276.2900390625,21.31999969482422
289,2011-02-25,1319.8800048828125,12130.4501953125,2781.050048828125,8378.0400390625,19.21999931335449
290,2011-02-28,1327.219970703125,12226.33984375,2782.27001953125,8438.5498046875,18.350000381469727
